,Rank,Gender,Age,Finish,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
13,2414,M,45-54,1:53:36,31346262,1931613857,Strava iPhone App,NA,21.62,Valencia,2018,Halfmarathon,Strava,0.5225000000000009,0.5225000000000009,NA,1.8933333333333333
14,2415,M,35-44,1:53:36,36147210,1937576072,Garmin Forerunner 35,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.8933333333333333
15,2416,M,NA,1:53:37,14901339,1931713573,Garmin fenix 5,NA,21.41,Valencia,2018,Halfmarathon,Garmin,0.3125,0.3125,NA,1.8936111111111111
16,2417,M,35-44,1:53:37,26010033,1932657856,Garmin Forerunner 235,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.8936111111111111
17,2418,M,25-34,1:53:39,32488157,1932774890,Garmin fenix 3,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.8941666666666666
18,2419,M,25-34,1:53:39,30653998,1932885700,Garmin fenix 3,NA,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,NA,1.8941666666666666
19,2420,F,25-34,1:53:40,25778329,1931752315,TomTom,NA,21.34,Valencia,2018,Halfmarathon,TomTom,0.24249999999999972,0.24249999999999972,NA,1.8944444444444444
0,2421,F,25-34,1:53:42,15442216,1960354359,Garmin Forerunner 225,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.895
1,2422,M,45-54,1:53:43,27362208,2042027074,Garmin fenix 3,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.8952777777777778
2,2423,M,45-54,1:53:43,36742981,2057072547,Garmin fenix 3,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.8952777777777778
3,2424,M,45-54,1:53:45,10859164,1931608145,Garmin Forerunner 225,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.8958333333333333
4,2425,M,35-44,1:53:45,20399739,1931625188,Strava Android App,NA,21.52,Valencia,2018,Halfmarathon,Strava,0.42249999999999943,0.42249999999999943,NA,1.8958333333333333
5,2426,M,45-54,1:53:45,38324123,2080428670,Garmin Forerunner 235,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.8958333333333333
6,2427,M,35-44,1:53:46,29515729,1931614489,Garmin fenix 5 Plus,NA,21.52,Valencia,2018,Halfmarathon,Garmin,0.42249999999999943,0.42249999999999943,NA,1.896111111111111
7,2428,M,25-34,1:53:46,29625059,1932023856,Garmin Forerunner 35,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.896111111111111
8,2429,M,25-34,1:53:46,34911734,1932433593,Garmin fenix 5,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.896111111111111
9,2430,M,NA,1:53:48,14112298,1931646703,Huami Amazfit Pace,NA,21.37,Valencia,2018,Halfmarathon,Huami,0.27250000000000085,0.27250000000000085,NA,1.8966666666666667
10,2431,M,35-44,1:53:48,25408012,1931655912,Garmin fenix 3,NA,21.41,Valencia,2018,Halfmarathon,Garmin,0.3125,0.3125,NA,1.8966666666666667
11,2432,M,45-54,1:53:48,15600479,1931659475,Garmin fenix 3,NA,21.48,Valencia,2018,Halfmarathon,Garmin,0.3825000000000003,0.3825000000000003,NA,1.8966666666666667
13,2434,M,45-54,1:53:49,13161278,1933631216,Polar V800,Adidas Supernova 2017,21.46,Valencia,2018,Halfmarathon,Polar,0.3625000000000007,0.3625000000000007,Adidas,1.8969444444444443
14,2435,M,45-54,1:53:51,20876534,1931623270,Garmin fenix 3,NA,21.42,Valencia,2018,Halfmarathon,Garmin,0.32250000000000156,0.32250000000000156,NA,1.8975
15,2436,M,25-34,1:53:51,35841388,1931707289,Garmin fenix 5,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.8975
16,2437,M,25-34,1:53:51,33629814,1932018018,Garmin Forerunner 235,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.8975
17,2438,F,NA,1:53:52,7964213,1933138541,Garmin Forerunner 10,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.8977777777777778
18,2439,F,35-44,1:53:52,15132890,1933138550,Garmin Forerunner 10,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.8977777777777778
19,2440,M,55-64,1:53:53,28233133,1931781339,Suunto,New Balance Beacon,21.42,Valencia,2018,Halfmarathon,Suunto,0.32250000000000156,0.32250000000000156,New Balance,1.8980555555555556
0,2441,M,35-44,1:53:53,2147987,1931799671,Garmin Forerunner 35,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.8980555555555556
1,2442,M,55-64,1:53:54,16192126,1931634072,Garmin Forerunner 235,Asics Kayano 24,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,Asics,1.8983333333333332
2,2443,F,20-24,1:53:54,20001632,1931807440,Garmin Forerunner 735XT,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.8983333333333332
4,2445,M,55-64,1:53:54,26733346,1938220592,TomTom,NA,21.32,Valencia,2018,Halfmarathon,TomTom,0.22250000000000014,0.22250000000000014,NA,1.8983333333333332
5,2446,F,25-34,1:53:54,23528103,1946239784,TomTom,NA,21.36,Valencia,2018,Halfmarathon,TomTom,0.2624999999999993,0.2624999999999993,NA,1.8983333333333332
6,2447,M,35-44,1:53:55,664098,1931607377,Strava Android App,NA,21.54,Valencia,2018,Halfmarathon,Strava,0.442499999999999,0.442499999999999,NA,1.898611111111111
7,2448,M,45-54,1:53:56,29202021,1931609816,Garmin Forerunner 230,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.8988888888888888
8,2449,M,25-34,1:53:56,26848464,1932371553,Garmin Forerunner 220,NA,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,NA,1.8988888888888888
9,2450,M,35-44,1:53:58,31733478,1931619386,Garmin fenix 5X,NA,21.47,Valencia,2018,Halfmarathon,Garmin,0.3724999999999987,0.3724999999999987,NA,1.8994444444444445
10,2451,NA,NA,1:53:59,11040869,1932771879,Garmin Forerunner 225,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.899722222222222
12,2453,F,25-34,1:54:00,16890809,1931910754,Garmin Forerunner 735XT,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.9
13,2454,M,35-44,1:54:00,7007572,1984957931,Polar,Brooks Glycerin,21.36,Valencia,2018,Halfmarathon,Polar,0.2624999999999993,0.2624999999999993,Brooks,1.9
14,2455,M,35-44,1:54:01,31162006,1946925264,Garmin Forerunner 10,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.9002777777777777
15,2456,M,45-54,1:54:03,26337221,1931865017,Garmin Forerunner 630,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.9008333333333332
16,2457,M,35-44,1:54:04,27500575,1931964402,TomTom,NA,21.28,Valencia,2018,Halfmarathon,TomTom,0.182500000000001,0.182500000000001,NA,1.901111111111111
17,2458,M,25-34,1:54:05,32981136,1931826036,Garmin Forerunner 920XT,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.9013888888888888
18,2459,M,35-44,1:54:05,12590596,1931858318,Garmin Forerunner 920XT,Mizuno Ultima Wave 9,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,Mizuno,1.9013888888888888
19,2460,F,25-34,1:54:05,26061232,1938211871,Garmin Forerunner 235,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.9013888888888888
0,2461,F,45-54,1:54:06,15345823,1931640438,Garmin Forerunner 235,Saucony Omni 16,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,Saucony,1.9016666666666666
1,2462,NA,NA,1:54:06,20618488,1931646343,Garmin Forerunner 235,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.9016666666666666
2,2463,M,25-34,1:54:08,30206601,1931659190,Polar M430,Asics Cumulus 20,21.48,Valencia,2018,Halfmarathon,Polar,0.3825000000000003,0.3825000000000003,Asics,1.902222222222222
3,2464,M,35-44,1:54:09,19222844,2004879701,Garmin Forerunner 225,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.9024999999999999
4,2465,M,35-44,1:54:11,25608866,1933651935,Garmin fenix 5,NA,21.49,Valencia,2018,Halfmarathon,Garmin,0.3924999999999983,0.3924999999999983,NA,1.9030555555555555
5,2466,M,25-34,1:54:12,27676048,1931662639,Strava iPhone App,NA,21.63,Valencia,2018,Halfmarathon,Strava,0.5324999999999989,0.5324999999999989,NA,1.9033333333333333
7,2468,M,25-34,1:54:15,13632617,1931730373,Garmin fenix 3,Adidas Ultraboost,20.7,Valencia,2018,Halfmarathon,Garmin,-0.39750000000000085,0.39750000000000085,Adidas,1.9041666666666666
8,2469,F,35-44,1:54:15,20751526,1931916294,Garmin Forerunner 35,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.9041666666666666
9,2470,M,NA,1:54:16,8864098,1931707241,TomTom,NA,21.35,Valencia,2018,Halfmarathon,TomTom,0.2525000000000013,0.2525000000000013,NA,1.9044444444444444
10,2471,M,25-34,1:54:17,27090501,1931737852,Garmin Forerunner 235,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.9047222222222222
11,2472,M,25-34,1:54:17,3594663,1931752737,Suunto,Nike Pegasus 33,21.55,Valencia,2018,Halfmarathon,Suunto,0.45250000000000057,0.45250000000000057,Nike,1.9047222222222222
12,2473,M,25-34,1:54:17,3993397,1932151124,Huami Amazfit Pace,NA,21.31,Valencia,2018,Halfmarathon,Huami,0.21249999999999858,0.21249999999999858,NA,1.9047222222222222
13,2474,NA,NA,1:54:17,21802275,1932528176,Polar M400,NA,21.45,Valencia,2018,Halfmarathon,Polar,0.35249999999999915,0.35249999999999915,NA,1.9047222222222222
14,2475,M,NA,1:54:18,20449897,1931637937,Garmin Forerunner 235,NA,21.09,Valencia,2018,Halfmarathon,Garmin,-0.007500000000000284,0.007500000000000284,NA,1.9049999999999998
15,2476,M,55-64,1:54:18,17692513,1931762635,Garmin Edge 810,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.9049999999999998
17,2478,M,45-54,1:54:20,21992217,1932173973,Garmin Forerunner 735XT,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.9055555555555554
19,2480,M,NA,1:54:25,3731376,1932073247,Garmin Forerunner 220,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.9069444444444443
1,2482,M,25-34,1:54:26,17895009,1931665222,Strava Android App,NA,21.72,Valencia,2018,Halfmarathon,Strava,0.6224999999999987,0.6224999999999987,NA,1.9072222222222222
2,2483,M,25-34,1:54:26,24787739,1931689122,Garmin fenix 3,NA,21.43,Valencia,2018,Halfmarathon,Garmin,0.3324999999999996,0.3324999999999996,NA,1.9072222222222222
3,2484,F,25-34,1:54:26,23947515,1931695469,Garmin fenix 5S,NA,21.46,Valencia,2018,Halfmarathon,Garmin,0.3625000000000007,0.3625000000000007,NA,1.9072222222222222
4,2485,M,35-44,1:54:26,12219664,1931815537,Garmin Forerunner 935,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.9072222222222222
6,2487,M,25-34,1:54:28,8452889,1931671955,Garmin fenix 3,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.9077777777777778
7,2488,M,45-54,1:54:34,30006482,1931631357,TomTom,NA,21.26,Valencia,2018,Halfmarathon,TomTom,0.16250000000000142,0.16250000000000142,NA,1.9094444444444443
8,2489,M,35-44,1:54:34,37071520,2010640531,Garmin Forerunner 235,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.9094444444444443
9,2490,M,25-34,1:54:35,22489129,1931720351,Polar M430,Saucony Ride 9,21.47,Valencia,2018,Halfmarathon,Polar,0.3724999999999987,0.3724999999999987,Saucony,1.909722222222222
10,2491,M,45-54,1:54:36,6621594,1931704808,Garmin Forerunner 235,Mizuno Ultima 10,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,Mizuno,1.91
11,2492,M,35-44,1:54:36,35605448,1975385284,Garmin fenix 3,NA,21.46,Valencia,2018,Halfmarathon,Garmin,0.3625000000000007,0.3625000000000007,NA,1.91
13,2494,M,25-34,1:54:38,35535128,1931766546,Garmin fenix 5,NA,21.43,Valencia,2018,Halfmarathon,Garmin,0.3324999999999996,0.3324999999999996,NA,1.9105555555555556
14,2495,M,35-44,1:54:39,35010529,1931614161,Garmin Forerunner 235,NA,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,NA,1.9108333333333332
15,2496,M,45-54,1:54:40,11797780,1931610423,Garmin fenix 3,NA,21.41,Valencia,2018,Halfmarathon,Garmin,0.3125,0.3125,NA,1.911111111111111
16,2497,M,NA,1:54:40,23303412,1931614163,Garmin Forerunner 235,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.911111111111111
17,2498,F,25-34,1:54:44,12394703,1931701076,Garmin fenix 5S,Asics Noosa Ff,21.49,Valencia,2018,Halfmarathon,Garmin,0.3924999999999983,0.3924999999999983,Asics,1.912222222222222
19,2500,M,45-54,1:54:45,26698101,1931643707,Garmin Forerunner 235,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.9124999999999999
0,2501,F,NA,1:54:45,28008888,1931785006,Garmin Forerunner 630,NA,21.45,Valencia,2018,Halfmarathon,Garmin,0.35249999999999915,0.35249999999999915,NA,1.9124999999999999
1,2502,M,25-34,1:54:45,33476738,1931810637,Polar M400,NA,21.49,Valencia,2018,Halfmarathon,Polar,0.3924999999999983,0.3924999999999983,NA,1.9124999999999999
2,2503,M,45-54,1:54:45,15690438,1933035335,Garmin fenix 3,Adidas Adizero Tempo,21.92,Valencia,2018,Halfmarathon,Garmin,0.8225000000000016,0.8225000000000016,Adidas,1.9124999999999999
5,2506,M,45-54,1:54:53,37865346,2057740989,Garmin fenix 3,NA,21.42,Valencia,2018,Halfmarathon,Garmin,0.32250000000000156,0.32250000000000156,NA,1.9147222222222222
6,2507,F,NA,1:54:54,15997476,1931714479,Garmin fenix 5S,Asics Gt-2000 6,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,Asics,1.9149999999999998
7,2508,F,25-34,1:54:54,35279280,1931723527,Polar M430,NA,21.47,Valencia,2018,Halfmarathon,Polar,0.3724999999999987,0.3724999999999987,NA,1.9149999999999998
9,2510,M,35-44,1:54:56,25321474,1931633646,Garmin vivoactive HR,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.9155555555555555
10,2511,F,45-54,1:54:56,38634191,2098453331,Suunto Trainer Wrist HR,NA,21.66,Valencia,2018,Halfmarathon,Suunto,0.5625,0.5625,NA,1.9155555555555555
11,2512,F,45-54,1:54:57,34991967,1931607098,Strava iPhone App,NA,21.6,Valencia,2018,Halfmarathon,Strava,0.5025000000000013,0.5025000000000013,NA,1.9158333333333333
12,2513,M,35-44,1:54:58,18514275,1931639503,Garmin Forerunner 935,Nike Nike Air Zoom Pegasus 34,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,Nike,1.916111111111111
13,2514,M,35-44,1:54:58,16848685,1932116597,Garmin Forerunner 935,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.916111111111111
14,2515,F,35-44,1:54:59,15752454,1931615849,Strava iPhone App,NA,21.41,Valencia,2018,Halfmarathon,Strava,0.3125,0.3125,NA,1.9163888888888887
15,2516,M,45-54,1:54:59,20276091,1932927391,Garmin fenix 3,NA,21.44,Valencia,2018,Halfmarathon,Garmin,0.34250000000000114,0.34250000000000114,NA,1.9163888888888887
16,2517,M,45-54,1:55:00,9071654,1931671487,Polar M200,NA,21.49,Valencia,2018,Halfmarathon,Polar,0.3924999999999983,0.3924999999999983,NA,1.9166666666666665
17,2518,M,25-34,1:55:01,27652134,1931642091,Garmin Forerunner 220,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.9169444444444443
18,2519,M,NA,1:55:01,3787327,1931789215,Garmin Forerunner 235,NA,21.16,Valencia,2018,Halfmarathon,Garmin,0.0625,0.0625,NA,1.9169444444444443
0,2521,M,45-54,1:55:01,37768692,2053046113,Garmin Forerunner 235,NA,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,NA,1.9169444444444443
1,2522,M,25-34,1:55:03,34854409,1954266489,Garmin Forerunner 235,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.9174999999999998
2,2523,M,45-54,1:55:04,35742096,1931999321,Garmin Forerunner 225,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.9177777777777776
3,2524,M,35-44,1:55:04,16942152,1932258098,Garmin fenix 5,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.9177777777777776
4,2525,M,25-34,1:55:04,28232686,1932482757,Garmin Forerunner 735XT,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.9177777777777776
5,2526,F,NA,1:55:05,26352851,1932070736,NA,NA,21.27,Valencia,2018,Halfmarathon,NA,0.17249999999999943,0.17249999999999943,NA,1.9180555555555554
6,2527,M,NA,1:55:07,3678189,1931648530,Garmin Forerunner 230,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.918611111111111
7,2528,M,NA,1:55:07,13289065,1931648592,Garmin Forerunner 230,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.918611111111111
8,2529,F,NA,1:55:07,33756719,1931877303,Garmin Forerunner 220,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.918611111111111
9,2530,F,NA,1:55:12,21850053,1931809079,Polar M430,NA,21.49,Valencia,2018,Halfmarathon,Polar,0.3924999999999983,0.3924999999999983,NA,1.92
10,2531,M,NA,1:55:12,8123833,1932243532,Garmin fenix 3,NA,21.48,Valencia,2018,Halfmarathon,Garmin,0.3825000000000003,0.3825000000000003,NA,1.92
12,2533,M,45-54,1:55:15,11943765,1931709978,Garmin Forerunner 225,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.9208333333333332
13,2534,M,NA,1:55:16,19740443,1931732569,Huami Amazfit Pace,NA,21.28,Valencia,2018,Halfmarathon,Huami,0.182500000000001,0.182500000000001,NA,1.921111111111111
14,2535,M,55-64,1:55:16,14819065,1931922510,Garmin vivoactive 3,New Balance M1260,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,New Balance,1.921111111111111
15,2536,M,35-44,1:55:17,6754194,1931640259,Garmin Forerunner 235,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.9213888888888888
16,2537,M,35-44,1:55:17,8203846,1931798765,Garmin Forerunner 235,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.9213888888888888
17,2538,M,45-54,1:55:21,15141916,1931733599,Suunto Spartan Ultra,Brooks Transced Serie 5,21.42,Valencia,2018,Halfmarathon,Suunto,0.32250000000000156,0.32250000000000156,Brooks,1.9224999999999999
18,2539,M,45-54,1:55:21,26650087,1931956544,TomTom,Nike Vomero 12,21.26,Valencia,2018,Halfmarathon,TomTom,0.16250000000000142,0.16250000000000142,Nike,1.9224999999999999
19,2540,M,45-54,1:55:21,19339486,1932947801,Apple Watch Series 2,Asics Gel Nimbus 18,21.24,Valencia,2018,Halfmarathon,Apple,0.1424999999999983,0.1424999999999983,Asics,1.9224999999999999
0,2541,NA,45-54,1:55:22,24882878,1931803657,Suunto,NA,21.41,Valencia,2018,Halfmarathon,Suunto,0.3125,0.3125,NA,1.9227777777777777
1,2542,M,35-44,1:55:23,37061214,2009810500,Garmin Forerunner 735XT,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.9230555555555555
2,2543,M,35-44,1:55:24,36045518,1931609627,Strava iPhone App,NA,21.57,Valencia,2018,Halfmarathon,Strava,0.47250000000000014,0.47250000000000014,NA,1.9233333333333331
3,2544,M,35-44,1:55:24,35150428,1931638923,Strava iPhone App,NA,21.51,Valencia,2018,Halfmarathon,Strava,0.4125000000000014,0.4125000000000014,NA,1.9233333333333331
4,2545,F,35-44,1:55:24,19921753,1931826979,Polar M400,NA,21.49,Valencia,2018,Halfmarathon,Polar,0.3924999999999983,0.3924999999999983,NA,1.9233333333333331
5,2546,M,25-34,1:55:24,35352919,1931834836,Garmin Forerunner 225,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.9233333333333331
6,2547,F,45-54,1:55:24,36031768,1957827169,Polar M400,NA,21.54,Valencia,2018,Halfmarathon,Polar,0.442499999999999,0.442499999999999,NA,1.9233333333333331
7,2548,M,45-54,1:55:25,17459030,1931611362,Garmin fenix 5X,NA,21.61,Valencia,2018,Halfmarathon,Garmin,0.5124999999999993,0.5124999999999993,NA,1.923611111111111
8,2549,M,NA,1:55:25,34399566,1931760566,Garmin Forerunner 225,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.923611111111111
9,2550,M,NA,1:55:25,17387572,1933655009,Polar M400,NA,21.48,Valencia,2018,Halfmarathon,Polar,0.3825000000000003,0.3825000000000003,NA,1.923611111111111
10,2551,M,25-34,1:55:26,35278880,1931614582,Strava Android App,NA,21.48,Valencia,2018,Halfmarathon,Strava,0.3825000000000003,0.3825000000000003,NA,1.9238888888888888
11,2552,F,35-44,1:55:26,32373711,1931989102,Strava Android App,NA,21.33,Valencia,2018,Halfmarathon,Strava,0.23249999999999815,0.23249999999999815,NA,1.9238888888888888
12,2553,F,25-34,1:55:27,24088980,1931961657,TomTom,NA,21.32,Valencia,2018,Halfmarathon,TomTom,0.22250000000000014,0.22250000000000014,NA,1.9241666666666666
13,2554,F,25-34,1:55:28,23939523,1931626152,Polar M430,NA,21.48,Valencia,2018,Halfmarathon,Polar,0.3825000000000003,0.3825000000000003,NA,1.9244444444444444
14,2555,M,NA,1:55:28,7872866,1931941756,Huami Amazfit Pace,NA,21.28,Valencia,2018,Halfmarathon,Huami,0.182500000000001,0.182500000000001,NA,1.9244444444444444
15,2556,M,45-54,1:55:29,34267466,1931725143,Apple Watch Series 3,Saucony Guide 10,21.75,Valencia,2018,Halfmarathon,Apple,0.6524999999999999,0.6524999999999999,Saucony,1.924722222222222
16,2557,M,25-34,1:55:29,31247863,1931964438,Garmin Forerunner 735XT,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.924722222222222
17,2558,M,35-44,1:55:30,22436763,1931640863,Strava iPhone App,NA,21.79,Valencia,2018,Halfmarathon,Strava,0.692499999999999,0.692499999999999,NA,1.9249999999999998
19,2560,F,25-34,1:55:30,25199172,1931847771,Garmin Forerunner 35,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.9249999999999998
0,2561,M,25-34,1:55:30,24353285,1931933413,Garmin Forerunner 220,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.9249999999999998
2,2563,M,25-34,1:55:31,16865620,1932108769,Garmin Forerunner 920XT,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.9252777777777776
3,2564,M,45-54,1:55:32,35700149,1931926877,Polar M400,Nike Structure 20,21.38,Valencia,2018,Halfmarathon,Polar,0.28249999999999886,0.28249999999999886,Nike,1.9255555555555555
4,2565,M,25-34,1:55:33,669256,1931893348,Garmin fenix 3,NA,21.45,Valencia,2018,Halfmarathon,Garmin,0.35249999999999915,0.35249999999999915,NA,1.9258333333333333
5,2566,M,45-54,1:55:33,25761886,1933025574,Polar M400,NA,21.51,Valencia,2018,Halfmarathon,Polar,0.4125000000000014,0.4125000000000014,NA,1.9258333333333333
6,2567,M,NA,1:55:34,7821603,1931720427,Garmin fenix 3,NA,21.49,Valencia,2018,Halfmarathon,Garmin,0.3924999999999983,0.3924999999999983,NA,1.9261111111111109
7,2568,M,35-44,1:55:34,11997014,1931796496,Garmin fenix 5X,NA,21.5,Valencia,2018,Halfmarathon,Garmin,0.40249999999999986,0.40249999999999986,NA,1.9261111111111109
8,2569,M,35-44,1:55:34,2889730,1933652864,Garmin Forerunner 15,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.9261111111111109
11,2572,M,45-54,1:55:38,27034465,1936410595,Garmin Forerunner 110,NA,21.52,Valencia,2018,Halfmarathon,Garmin,0.42249999999999943,0.42249999999999943,NA,1.9272222222222222
12,2573,M,35-44,1:55:38,17715978,1937078737,Garmin Forerunner 110,NA,21.52,Valencia,2018,Halfmarathon,Garmin,0.42249999999999943,0.42249999999999943,NA,1.9272222222222222
14,2575,M,35-44,1:55:39,6196850,1932809594,Garmin Forerunner 735XT,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.9274999999999998
15,2576,F,45-54,1:55:40,5483625,1935436364,Garmin Forerunner 35,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.9277777777777776
16,2577,M,NA,1:55:41,4399195,1931833080,Garmin fenix 3,Nike Structure 21,21.48,Valencia,2018,Halfmarathon,Garmin,0.3825000000000003,0.3825000000000003,Nike,1.9280555555555554
17,2578,F,35-44,1:55:42,26969669,1931689903,Garmin Forerunner 235,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.9283333333333332
18,2579,M,35-44,1:55:43,26956545,1934691749,Garmin Forerunner 235,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.928611111111111
19,2580,M,25-34,1:55:44,18009654,1931796871,Garmin Forerunner 35,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.9288888888888887
