,Rank,Gender,Age,Finish,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
15,376,M,35-44,1:25:45,7808438,1932356901,Polar M400,Adidas Supernova Aktiv,21.38,Valencia,2018,Halfmarathon,Polar,0.28249999999999886,0.28249999999999886,Adidas,1.4291666666666667
16,377,M,45-54,1:25:45,7266979,1932769379,Garmin Forerunner 310XT,Nike Air Zoom Vomero 11,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,Nike,1.4291666666666667
17,378,M,35-44,1:25:46,38250595,2076807349,Garmin fenix 5X Plus,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.4294444444444445
19,380,M,NA,1:25:47,17708093,1931730864,Garmin fenix 3,NA,21.39,Valencia,2018,Halfmarathon,Garmin,0.2925000000000004,0.2925000000000004,NA,1.4297222222222223
0,381,M,25-34,1:25:47,11594766,1931878425,Garmin Forerunner 235,NA,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,NA,1.4297222222222223
1,382,M,45-54,1:25:49,7501632,1931601210,Garmin Forerunner 620,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.4302777777777778
2,383,M,NA,1:25:51,20213024,1932485223,Polar M400,NA,21.53,Valencia,2018,Halfmarathon,Polar,0.432500000000001,0.432500000000001,NA,1.4308333333333334
3,384,M,35-44,1:25:52,26006949,1931639803,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.4311111111111112
4,385,F,25-34,1:25:53,26181769,1966640077,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.431388888888889
5,386,M,35-44,1:25:54,32618325,1931544807,Polar M430,NA,21.45,Valencia,2018,Halfmarathon,Polar,0.35249999999999915,0.35249999999999915,NA,1.4316666666666666
6,387,M,NA,1:25:55,6207538,1931552612,Garmin Forerunner 235,Adidas Glide Boost,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,Adidas,1.4319444444444445
7,388,M,35-44,1:25:55,24901893,1931716491,Polar V800,NA,21.42,Valencia,2018,Halfmarathon,Polar,0.32250000000000156,0.32250000000000156,NA,1.4319444444444445
8,389,M,35-44,1:25:58,27962613,1933153070,Garmin Forerunner 310XT,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.432777777777778
9,390,M,25-34,1:25:59,14315293,1931567190,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.4330555555555555
12,393,M,35-44,1:26:02,25996346,1932126477,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.433888888888889
13,394,M,35-44,1:26:05,18679577,1931591342,Garmin fenix 3,NA,21.39,Valencia,2018,Halfmarathon,Garmin,0.2925000000000004,0.2925000000000004,NA,1.4347222222222222
14,395,M,45-54,1:26:05,5999642,1931661861,Garmin fenix 5X,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.4347222222222222
15,396,M,35-44,1:26:07,22307693,1931625985,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.4352777777777779
16,397,M,55-64,1:26:07,8929296,1931652942,Garmin fenix 3,Nike Pegasus 35,21.43,Valencia,2018,Halfmarathon,Garmin,0.3324999999999996,0.3324999999999996,Nike,1.4352777777777779
17,398,M,35-44,1:26:07,8556037,1931930624,Garmin fenix 3,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.4352777777777779
18,399,M,35-44,1:26:08,29987093,1932756760,TomTom,NA,21.24,Valencia,2018,Halfmarathon,TomTom,0.1424999999999983,0.1424999999999983,NA,1.4355555555555555
19,400,M,NA,1:26:08,11539206,1936458275,NA,NA,21.29,Valencia,2018,Halfmarathon,NA,0.192499999999999,0.192499999999999,NA,1.4355555555555555
0,401,M,35-44,1:26:08,36920899,1998602716,Garmin Forerunner 935,NA,21.16,Valencia,2018,Halfmarathon,Garmin,0.0625,0.0625,NA,1.4355555555555555
1,402,M,35-44,1:26:09,2339932,1934263246,Polar M400,Salming Speed 6,21.36,Valencia,2018,Halfmarathon,Polar,0.2624999999999993,0.2624999999999993,Salming,1.4358333333333333
2,403,M,35-44,1:26:09,4516775,1941897539,Suunto Ambit2 R,On Cloudsurfer,21.43,Valencia,2018,Halfmarathon,Suunto,0.3324999999999996,0.3324999999999996,On,1.4358333333333333
3,404,M,25-34,1:26:09,37605265,2046212808,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.4358333333333333
4,405,M,35-44,1:26:16,31870349,1931598226,Garmin Forerunner 35,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.4377777777777778
5,406,M,45-54,1:26:17,26186442,1931571716,Garmin fenix 5X Plus,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.4380555555555556
6,407,M,35-44,1:26:18,13771290,1932831089,Suunto,NA,21.4,Valencia,2018,Halfmarathon,Suunto,0.30249999999999844,0.30249999999999844,NA,1.4383333333333332
7,408,M,35-44,1:26:21,3522949,1931556317,Garmin fenix 5,New Balance 1400 V6,21.39,Valencia,2018,Halfmarathon,Garmin,0.2925000000000004,0.2925000000000004,New Balance,1.4391666666666667
8,409,M,NA,1:26:21,25344210,1931584697,Garmin fenix 3,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.4391666666666667
10,411,M,35-44,1:26:22,8515187,1931730481,Garmin fenix 3,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.4394444444444445
11,412,NA,NA,1:26:23,11657955,1931775231,Garmin Forerunner 220,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.4397222222222223
12,413,M,35-44,1:26:24,15508328,1931601959,Garmin fenix 3,NA,21.39,Valencia,2018,Halfmarathon,Garmin,0.2925000000000004,0.2925000000000004,NA,1.44
13,414,NA,NA,1:26:24,18540626,1931688374,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.44
14,415,M,45-54,1:26:27,14554871,1931773780,Garmin Forerunner 230,New Balance Boracay V3,21.2,Valencia,2018,Halfmarathon,Garmin,0.10249999999999915,0.10249999999999915,New Balance,1.4408333333333334
15,416,M,25-34,1:26:30,4825683,1931797816,Garmin Forerunner 235,Nike Zoom Fly,21.17,Valencia,2018,Halfmarathon,Garmin,0.07250000000000156,0.07250000000000156,Nike,1.4416666666666667
16,417,M,45-54,1:26:35,31143516,1931613764,Garmin Forerunner 920XT,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.4430555555555555
17,418,M,35-44,1:26:36,23335974,1931587504,Polar M400,NA,21.41,Valencia,2018,Halfmarathon,Polar,0.3125,0.3125,NA,1.4433333333333334
18,419,M,45-54,1:26:37,11078468,1932492063,Garmin Forerunner 610,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.4436111111111112
19,420,M,20-24,1:26:38,1679084,1931624262,Garmin Forerunner 920XT,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.443888888888889
0,421,M,20-24,1:26:39,18478902,1931791784,Garmin fenix 3,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.4441666666666666
1,422,M,25-34,1:26:41,19647224,1932123027,NA,NA,21.6,Valencia,2018,Halfmarathon,NA,0.5025000000000013,0.5025000000000013,NA,1.4447222222222222
2,423,M,45-54,1:26:45,17302578,1931637030,Garmin fenix 3,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.4458333333333333
3,424,M,25-34,1:26:45,35023582,1931819826,Polar M430,NA,21.46,Valencia,2018,Halfmarathon,Polar,0.3625000000000007,0.3625000000000007,NA,1.4458333333333333
4,425,M,25-34,1:26:48,20306764,1931977940,Garmin Forerunner 735XT,Saucony Type A,21.17,Valencia,2018,Halfmarathon,Garmin,0.07250000000000156,0.07250000000000156,Saucony,1.4466666666666668
5,426,M,35-44,1:26:49,26633236,1937115800,Suunto Ambit3 Sport,NA,21.35,Valencia,2018,Halfmarathon,Suunto,0.2525000000000013,0.2525000000000013,NA,1.4469444444444444
6,427,M,25-34,1:26:52,27906462,1931640820,Garmin fenix 3,NA,21.09,Valencia,2018,Halfmarathon,Garmin,-0.007500000000000284,0.007500000000000284,NA,1.4477777777777778
7,428,M,NA,1:26:54,1939175,1931550987,Garmin fenix 5X,NA,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,NA,1.4483333333333333
8,429,M,35-44,1:26:54,10888840,1931929250,Garmin Forerunner 910XT,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.4483333333333333
9,430,M,NA,1:26:54,10889181,1931929308,Garmin Forerunner 910XT,NA,21.29,Valencia,2018,Halfmarathon,Garmin,0.192499999999999,0.192499999999999,NA,1.4483333333333333
10,431,M,25-34,1:26:54,29635707,1932050100,Garmin fenix 5,NA,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,NA,1.4483333333333333
11,432,M,35-44,1:26:55,37553781,2043513718,Garmin Forerunner 310XT,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.448611111111111
12,433,M,35-44,1:26:56,7004411,1931610815,Garmin fenix 3,NA,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,NA,1.448888888888889
13,434,M,35-44,1:26:56,16216827,1931766225,Garmin fenix 5X,NA,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,NA,1.448888888888889
14,435,M,35-44,1:26:58,13024671,1931699041,Garmin Forerunner 935,New Balance 1260 V4,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,New Balance,1.4494444444444445
15,436,M,NA,1:26:58,4282996,1931879614,Garmin fenix 3,NA,21.45,Valencia,2018,Halfmarathon,Garmin,0.35249999999999915,0.35249999999999915,NA,1.4494444444444445
16,437,M,35-44,1:27:00,8749259,1932509183,Polar V800,Merrell Bare Access Flex E-Mesh,21.4,Valencia,2018,Halfmarathon,Polar,0.30249999999999844,0.30249999999999844,Merrell,1.45
17,438,M,35-44,1:27:02,30718180,1931648297,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.4505555555555556
18,439,M,45-54,1:27:03,6284997,1931664934,Garmin Forerunner 235,Brooks Glycerin,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,Brooks,1.4508333333333332
19,440,M,NA,1:27:06,28435988,1931680865,Garmin Forerunner 235,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.4516666666666667
0,441,M,25-34,1:27:07,19311772,1931676848,Polar V800,NA,21.42,Valencia,2018,Halfmarathon,Polar,0.32250000000000156,0.32250000000000156,NA,1.4519444444444445
1,442,M,35-44,1:27:07,23386610,1931798178,Garmin Forerunner 235,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.4519444444444445
2,443,M,25-34,1:27:11,27115420,1931560302,Garmin fenix 5 Plus,NA,21.3,Valencia,2018,Halfmarathon,Garmin,0.20250000000000057,0.20250000000000057,NA,1.4530555555555555
3,444,M,NA,1:27:12,11248441,1931556625,Garmin Forerunner 235,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.4533333333333334
4,445,M,25-34,1:27:12,26631685,1931761019,Garmin Forerunner 230,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.4533333333333334
6,447,M,35-44,1:27:15,30557062,1933112728,Garmin Forerunner 235,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.4541666666666666
7,448,M,35-44,1:27:16,30743602,1931568423,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.4544444444444444
8,449,M,35-44,1:27:16,22802403,1931568429,Garmin fenix 3,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.4544444444444444
9,450,M,35-44,1:27:17,25046646,1931678956,Garmin Forerunner 220,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.4547222222222222
11,452,M,NA,1:27:19,1715604,1931837191,Garmin Forerunner 410,Asics Ds Trainer 22,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,Asics,1.4552777777777777
12,453,M,35-44,1:27:21,12276645,1933117793,Garmin Forerunner 230,Saucony Ride 9,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,Saucony,1.4558333333333333
13,454,M,35-44,1:27:21,7233499,1938151549,Garmin fenix 2,Asics Ninbus,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,Asics,1.4558333333333333
14,455,M,25-34,1:27:22,33575027,1931630144,Garmin Forerunner 235,NA,21.17,Valencia,2018,Halfmarathon,Garmin,0.07250000000000156,0.07250000000000156,NA,1.4561111111111111
15,456,M,25-34,1:27:22,28284945,1931754491,Garmin Forerunner 620,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.4561111111111111
16,457,M,35-44,1:27:22,5123069,1931889780,Huami Amazfit Pace,Brooks Ghost 11,21.2,Valencia,2018,Halfmarathon,Huami,0.10249999999999915,0.10249999999999915,Brooks,1.4561111111111111
17,458,M,25-34,1:27:23,27516755,1931548274,Garmin Forerunner 935,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.456388888888889
18,459,M,25-34,1:27:23,28190911,1933550464,Garmin Forerunner 235,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.456388888888889
0,461,M,25-34,1:27:24,17658356,1931822185,Polar M400,Adidas Pure Boosts Dpt,21.37,Valencia,2018,Halfmarathon,Polar,0.27250000000000085,0.27250000000000085,Adidas,1.4566666666666666
1,462,M,NA,1:27:24,12373148,1932262804,Suunto,Mizuno Sawonara,21.32,Valencia,2018,Halfmarathon,Suunto,0.22250000000000014,0.22250000000000014,Mizuno,1.4566666666666666
2,463,M,35-44,1:27:25,27967396,1932164874,TomTom,NA,21.25,Valencia,2018,Halfmarathon,TomTom,0.15249999999999986,0.15249999999999986,NA,1.4569444444444444
3,464,M,45-54,1:27:26,3765619,1931629028,Garmin fenix 3,NA,21.47,Valencia,2018,Halfmarathon,Garmin,0.3724999999999987,0.3724999999999987,NA,1.4572222222222222
4,465,M,35-44,1:27:27,15932188,1931647769,Garmin Forerunner 935,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.4575
5,466,M,35-44,1:27:28,35960196,1931873225,Garmin fenix 3,NA,21.35,Valencia,2018,Halfmarathon,Garmin,0.2525000000000013,0.2525000000000013,NA,1.4577777777777778
6,467,M,NA,1:27:30,18819987,1931651161,Garmin Forerunner 920XT,Mizuno Wave Rider 20,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,Mizuno,1.4583333333333333
7,468,M,35-44,1:27:31,18989186,1932762789,Garmin Forerunner 735XT,NA,20.94,Valencia,2018,Halfmarathon,Garmin,-0.15749999999999886,0.15749999999999886,NA,1.458611111111111
8,469,M,20-24,1:27:32,27304926,1931539337,NA,Nike Zoom Fly,21.25,Valencia,2018,Halfmarathon,NA,0.15249999999999986,0.15249999999999986,Nike,1.458888888888889
9,470,M,35-44,1:27:32,14106919,1931739937,Garmin fenix 3,New Balance Ff Zante V4,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,New Balance,1.458888888888889
10,471,M,25-34,1:27:32,38095846,2075808291,Garmin Forerunner 235,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.458888888888889
11,472,M,NA,1:27:33,33911427,1931574836,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.4591666666666667
12,473,M,45-54,1:27:33,37154748,2018180811,Garmin fenix 3,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.4591666666666667
13,474,M,20-24,1:27:36,5972250,1932182516,Suunto Ambit3 Sport,Saucony Breakthrough,21.39,Valencia,2018,Halfmarathon,Suunto,0.2925000000000004,0.2925000000000004,Saucony,1.46
14,475,M,35-44,1:27:37,24128624,1931625367,Garmin fenix 3,NA,21.31,Valencia,2018,Halfmarathon,Garmin,0.21249999999999858,0.21249999999999858,NA,1.4602777777777778
15,476,M,25-34,1:27:38,7690625,1931591690,Garmin fenix 5,NA,21.34,Valencia,2018,Halfmarathon,Garmin,0.24249999999999972,0.24249999999999972,NA,1.4605555555555556
16,477,M,35-44,1:27:38,3825040,1932302522,Polar V800,NA,21.42,Valencia,2018,Halfmarathon,Polar,0.32250000000000156,0.32250000000000156,NA,1.4605555555555556
17,478,M,NA,1:27:39,4636202,1931644991,Garmin fenix 3,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.4608333333333332
18,479,M,45-54,1:27:39,8803599,1931918804,TomTom,Adidas Boston 7 Black.,21.21,Valencia,2018,Halfmarathon,TomTom,0.11250000000000071,0.11250000000000071,Adidas,1.4608333333333332
19,480,M,25-34,1:27:39,13796648,1931978125,TomTom,NA,21.28,Valencia,2018,Halfmarathon,TomTom,0.182500000000001,0.182500000000001,NA,1.4608333333333332
0,481,M,35-44,1:27:41,12710666,1931565109,Garmin fenix 5,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.4613888888888888
1,482,M,25-34,1:27:41,10800521,1931625221,Suunto Ambit3 Sport,NA,21.35,Valencia,2018,Halfmarathon,Suunto,0.2525000000000013,0.2525000000000013,NA,1.4613888888888888
2,483,M,NA,1:27:43,14017897,1931641089,Garmin Forerunner 235,NA,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,NA,1.4619444444444445
3,484,M,25-34,1:27:45,163028,1931684815,Garmin Forerunner 735XT,Nike Pegasus 32,21.17,Valencia,2018,Halfmarathon,Garmin,0.07250000000000156,0.07250000000000156,Nike,1.4625
4,485,M,35-44,1:27:45,19812921,1931731967,Garmin Forerunner 225,NA,20.98,Valencia,2018,Halfmarathon,Garmin,-0.11749999999999972,0.11749999999999972,NA,1.4625
5,486,M,25-34,1:27:47,7681866,1931703305,Garmin fenix 3,On Cloud Flow,21.39,Valencia,2018,Halfmarathon,Garmin,0.2925000000000004,0.2925000000000004,On,1.4630555555555556
6,487,M,NA,1:27:47,12495507,1932022689,Garmin Forerunner 935,NA,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,NA,1.4630555555555556
7,488,M,45-54,1:27:52,12865835,1932031606,Garmin fenix 3,Asics Gel Ziruss,21.42,Valencia,2018,Halfmarathon,Garmin,0.32250000000000156,0.32250000000000156,Asics,1.4644444444444444
8,489,M,35-44,1:27:53,26141010,1931552055,Garmin Forerunner 225,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.4647222222222223
9,490,M,35-44,1:27:54,4142607,1932183323,Garmin fenix 2,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.4649999999999999
10,491,M,20-24,1:27:56,25951758,1931649142,Polar M400,NA,21.36,Valencia,2018,Halfmarathon,Polar,0.2624999999999993,0.2624999999999993,NA,1.4655555555555555
11,492,M,35-44,1:27:56,15400508,1932175190,Suunto Spartan Sport Wrist HR Baro,Brooks Launch 5,21.36,Valencia,2018,Halfmarathon,Suunto,0.2624999999999993,0.2624999999999993,Brooks,1.4655555555555555
12,493,M,25-34,1:27:56,34818233,1941821469,Garmin Forerunner 230,NA,21.24,Valencia,2018,Halfmarathon,Garmin,0.1424999999999983,0.1424999999999983,NA,1.4655555555555555
13,494,M,45-54,1:27:56,37710451,2050628823,Garmin Forerunner 920XT,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.4655555555555555
14,495,M,45-54,1:27:57,11236049,1931590119,Garmin fenix 3,NA,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,NA,1.4658333333333333
15,496,M,NA,1:28:00,9652923,1931576945,Garmin Forerunner 920XT,NA,21.22,Valencia,2018,Halfmarathon,Garmin,0.12249999999999872,0.12249999999999872,NA,1.4666666666666668
16,497,M,NA,1:28:00,21734430,1931798221,TomTom,NA,21.26,Valencia,2018,Halfmarathon,TomTom,0.16250000000000142,0.16250000000000142,NA,1.4666666666666668
18,499,M,35-44,1:28:05,23436538,1931579433,Garmin vivoactive 3,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.4680555555555557
19,500,M,25-34,1:28:05,34869006,1946972788,Garmin Forerunner 735XT,NA,21.27,Valencia,2018,Halfmarathon,Garmin,0.17249999999999943,0.17249999999999943,NA,1.4680555555555557
0,501,M,25-34,1:28:06,26664085,1931773585,Polar V800,Salomon Sonic Pro2,21.4,Valencia,2018,Halfmarathon,Polar,0.30249999999999844,0.30249999999999844,Salomon,1.4683333333333335
2,503,NA,NA,1:28:10,20223392,1931604188,Garmin Forerunner 235,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.4694444444444446
4,505,M,35-44,1:28:12,12214442,1931548517,Garmin Forerunner 235,Adidas Ultra Boost,21.26,Valencia,2018,Halfmarathon,Garmin,0.16250000000000142,0.16250000000000142,Adidas,1.4700000000000002
5,506,M,35-44,1:28:18,19076096,1931606809,Garmin Forerunner 235,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.4716666666666667
6,507,M,35-44,1:28:19,12720841,1931625265,Garmin fenix 3,Nike Vomero 13,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,Nike,1.4719444444444445
7,508,M,25-34,1:28:20,38531609,2107136462,Suunto Trainer Wrist HR,Adidas Boston Adizero,21.28,Valencia,2018,Halfmarathon,Suunto,0.182500000000001,0.182500000000001,Adidas,1.4722222222222223
8,509,M,35-44,1:28:21,25547604,1931632291,Garmin Forerunner 230,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.4725000000000001
9,510,M,35-44,1:28:22,19387156,1931784353,Polar V800,Nike Epic React 2018,21.48,Valencia,2018,Halfmarathon,Polar,0.3825000000000003,0.3825000000000003,Nike,1.472777777777778
10,511,M,NA,1:28:24,11158977,1931600333,Garmin Forerunner 935,NA,21.25,Valencia,2018,Halfmarathon,Garmin,0.15249999999999986,0.15249999999999986,NA,1.4733333333333334
11,512,M,25-34,1:28:24,13312757,1931682088,Garmin fenix 3,NA,21.28,Valencia,2018,Halfmarathon,Garmin,0.182500000000001,0.182500000000001,NA,1.4733333333333334
12,513,M,25-34,1:28:25,32752662,1931602430,NA,Adidas Adizero Boston,21.37,Valencia,2018,Halfmarathon,NA,0.27250000000000085,0.27250000000000085,Adidas,1.4736111111111112
13,514,M,25-34,1:28:26,28023810,1933178927,Garmin fenix 3,NA,21.4,Valencia,2018,Halfmarathon,Garmin,0.30249999999999844,0.30249999999999844,NA,1.473888888888889
14,515,M,25-34,1:28:27,1726494,1931627558,Garmin fenix 5,NA,21.38,Valencia,2018,Halfmarathon,Garmin,0.28249999999999886,0.28249999999999886,NA,1.4741666666666668
15,516,M,25-34,1:28:27,15721580,1931662129,Garmin fenix 5,NA,21.37,Valencia,2018,Halfmarathon,Garmin,0.27250000000000085,0.27250000000000085,NA,1.4741666666666668
17,518,M,25-34,1:28:30,32043532,1931761053,Garmin fenix 3,NA,21.41,Valencia,2018,Halfmarathon,Garmin,0.3125,0.3125,NA,1.475
18,519,M,NA,1:28:31,4726779,1932357916,Garmin fenix 5,Mizuno Wave Rider 19,21.41,Valencia,2018,Halfmarathon,Garmin,0.3125,0.3125,Mizuno,1.475277777777778
19,520,M,35-44,1:28:31,29658043,1933580581,Garmin Forerunner 910XT,NA,21.32,Valencia,2018,Halfmarathon,Garmin,0.22250000000000014,0.22250000000000014,NA,1.475277777777778
0,521,M,25-34,1:28:31,26901135,2003148411,Garmin fenix 3,Adidas Ultraboost St,21.36,Valencia,2018,Halfmarathon,Garmin,0.2624999999999993,0.2624999999999993,Adidas,1.475277777777778
2,523,M,55-64,1:28:33,4018808,1931686817,Garmin Forerunner 735XT,NA,21.21,Valencia,2018,Halfmarathon,Garmin,0.11250000000000071,0.11250000000000071,NA,1.4758333333333336
3,524,M,25-34,1:28:33,15658520,1931796325,Garmin fenix 5,NA,21.46,Valencia,2018,Halfmarathon,Garmin,0.3625000000000007,0.3625000000000007,NA,1.4758333333333336
4,525,M,25-34,1:28:33,38136035,2070410666,Garmin Forerunner 235,NA,21.23,Valencia,2018,Halfmarathon,Garmin,0.13250000000000028,0.13250000000000028,NA,1.4758333333333336
5,526,M,45-54,1:28:34,16874354,1931602586,Suunto Spartan Ultra,NA,21.42,Valencia,2018,Halfmarathon,Suunto,0.32250000000000156,0.32250000000000156,NA,1.4761111111111112
6,527,M,45-54,1:28:34,28207806,1931692278,Garmin fenix 3,NA,21.39,Valencia,2018,Halfmarathon,Garmin,0.2925000000000004,0.2925000000000004,NA,1.4761111111111112
7,528,M,25-34,1:28:34,6526987,1931885674,Garmin Forerunner 910XT,NA,20.98,Valencia,2018,Halfmarathon,Garmin,-0.11749999999999972,0.11749999999999972,NA,1.4761111111111112
8,529,M,25-34,1:28:35,15256986,1932350308,Garmin Forerunner 225,NA,21.18,Valencia,2018,Halfmarathon,Garmin,0.08249999999999957,0.08249999999999957,NA,1.476388888888889
9,530,M,NA,1:28:36,17152413,1932283384,Garmin Forerunner 225,NA,21.07,Valencia,2018,Halfmarathon,Garmin,-0.027499999999999858,0.027499999999999858,NA,1.4766666666666668
10,531,M,35-44,1:28:38,13572049,1931561863,Garmin Forerunner 920XT,Mizuno Wave Inspire 13,21.19,Valencia,2018,Halfmarathon,Garmin,0.09250000000000114,0.09250000000000114,Mizuno,1.4772222222222224
11,532,M,35-44,1:28:38,27370396,1931572024,Garmin fenix 3,NA,21.43,Valencia,2018,Halfmarathon,Garmin,0.3324999999999996,0.3324999999999996,NA,1.4772222222222224
12,533,M,25-34,1:28:38,3983804,1931631007,Garmin fenix 5,NA,21.33,Valencia,2018,Halfmarathon,Garmin,0.23249999999999815,0.23249999999999815,NA,1.4772222222222224
