Rank,Gender,Age,Finish,Pace,athlet_url,race_url,Watch,Shoes,Distance,city,year,race_type,Watch_Brand,Watch_Error,Watch_Error_Abs,Finish_num
515,M,35-44,3:28:59,4:57/km,21661488,1424556375,Garmin Forerunner 235,NA,42.98,Tokyo,2018,Marathon,Garmin,0.7849999999999966,0.7849999999999966,3.4830555555555556
516,M,,3:29:14,4:58/km,28092344,1424586500,Garmin fenix 5,NA,44.29,Tokyo,2018,Marathon,Garmin,2.094999999999999,2.094999999999999,3.4872222222222224
517,,,3:29:17,4:58/km,12110646,1424627660,Garmin vivoactive HR,NA,43.5,Tokyo,2018,Marathon,Garmin,1.3049999999999997,1.3049999999999997,3.4880555555555555
518,M,35-44,3:29:18,4:58/km,6240014,1424569692,,adidas Adizero Takumi Ren Boost 3(634.2 km),42.91,Tokyo,2018,Marathon,,0.7149999999999963,0.7149999999999963,3.4883333333333333
519,M,,3:29:30,4:58/km,17359545,1424905197,Garmin Forerunner 220,NA,43.26,Tokyo,2018,Marathon,Garmin,1.0649999999999977,1.0649999999999977,3.4916666666666667
520,M,55-64,3:29:47,4:58/km,25417594,1424705472,,NA,43.31,Tokyo,2018,Marathon,,1.115000000000002,1.115000000000002,3.4963888888888888
521,M,,3:29:49,4:58/km,28470373,1424620712,,NA,43.26,Tokyo,2018,Marathon,,1.0649999999999977,1.0649999999999977,3.4969444444444444
522,F,,3:29:56,4:59/km,12385004,1424585135,Garmin vivoactive HR,NA,42.92,Tokyo,2018,Marathon,Garmin,0.7250000000000014,0.7250000000000014,3.498888888888889
523,M,45-54,3:30:04,4:59/km,23234985,1424598195,,NA,43.12,Tokyo,2018,Marathon,,0.9249999999999972,0.9249999999999972,3.5011111111111113
524,F,45-54,3:30:17,4:59/km,16682866,1424584701,Garmin Forerunner 935,NA,42.98,Tokyo,2018,Marathon,Garmin,0.7849999999999966,0.7849999999999966,3.504722222222222
525,M,25-34,3:30:21,4:59/km,7267247,1424616314,Garmin Forerunner 920XT,NA,43.25,Tokyo,2018,Marathon,Garmin,1.0549999999999997,1.0549999999999997,3.5058333333333334
526,M,25-34,3:30:29,4:59/km,8571224,1424589441,Garmin fenix 3,NA,44.34,Tokyo,2018,Marathon,Garmin,2.145000000000003,2.145000000000003,3.5080555555555555
527,F,35-44,3:30:31,4:59/km,6439991,1424618783,Garmin fenix 5S,NA,44.3,Tokyo,2018,Marathon,Garmin,2.104999999999997,2.104999999999997,3.508611111111111
528,M,45-54,3:30:36,4:59/km,7617427,1424595272,,ASICS SKYSENSOR GLIDE2(895.6 km),42.87,Tokyo,2018,Marathon,,0.6749999999999972,0.6749999999999972,3.51
529,F,35-44,3:30:38,5:00/km,11006782,1424558141,Garmin Forerunner 630,NA,42.84,Tokyo,2018,Marathon,Garmin,0.6450000000000031,0.6450000000000031,3.5105555555555554
530,F,45-54,3:30:39,5:00/km,7508399,1424662862,Garmin vivoactive HR,NA,43.14,Tokyo,2018,Marathon,Garmin,0.9450000000000003,0.9450000000000003,3.5108333333333333
531,F,,3:30:40,5:00/km,18318139,1424654130,Garmin fenix 5S,NA,44.26,Tokyo,2018,Marathon,Garmin,2.0649999999999977,2.0649999999999977,3.511111111111111
532,M,,3:31:00,5:00/km,15749527,1424674138,Garmin Forerunner 630,NA,43.53,Tokyo,2018,Marathon,Garmin,1.3350000000000009,1.3350000000000009,3.5166666666666666
533,M,,3:31:00,5:00/km,21019287,1424676644,Garmin fenix 3,NA,44.52,Tokyo,2018,Marathon,Garmin,2.325000000000003,2.325000000000003,3.5166666666666666
534,M,45-54,3:31:03,5:00/km,2036454,1440394420,Garmin Forerunner 235,HOKA ONE ONE Bondi 5 (2)(898.4 km),42.86,Tokyo,2018,Marathon,Garmin,0.6649999999999991,0.6649999999999991,3.5175
535,M,35-44,3:31:05,5:00/km,24926189,1424689206,,NA,42.95,Tokyo,2018,Marathon,,0.7550000000000026,0.7550000000000026,3.5180555555555557
536,,,3:31:13,5:00/km,9742631,1424578404,Garmin Forerunner 235,"HOKA ONE ONE Clifton 2(4,921.2 km)",42.82,Tokyo,2018,Marathon,Garmin,0.625,0.625,3.520277777777778
537,M,35-44,3:31:17,5:00/km,11930573,1424557944,Garmin Forerunner 920XT,ASICS TARTHERZEAL6 TENKA(814.3 km),43.91,Tokyo,2018,Marathon,Garmin,1.7149999999999963,1.7149999999999963,3.5213888888888887
538,M,55-64,3:31:30,5:01/km,28519780,1424582566,Garmin Forerunner 235,NA,43.28,Tokyo,2018,Marathon,Garmin,1.0850000000000009,1.0850000000000009,3.525
539,F,35-44,3:31:30,5:01/km,6169116,1424595577,Garmin Forerunner 235,Brooks Glycerin(400.4 km),43.61,Tokyo,2018,Marathon,Garmin,1.4149999999999991,1.4149999999999991,3.525
541,,,3:31:42,5:01/km,10465951,1425139471,Garmin Forerunner 935,NA,43.0,Tokyo,2018,Marathon,Garmin,0.8049999999999997,0.8049999999999997,3.5283333333333333
542,M,45-54,3:31:47,5:01/km,27396226,1426403286,Garmin fenix 5,NA,44.52,Tokyo,2018,Marathon,Garmin,2.325000000000003,2.325000000000003,3.529722222222222
543,M,45-54,3:32:09,5:02/km,25286388,1424672174,Polar M430,NA,43.32,Tokyo,2018,Marathon,Polar,1.125,1.125,3.535833333333333
544,M,35-44,3:32:13,5:02/km,20119073,1424575092,,NA,43.08,Tokyo,2018,Marathon,,0.884999999999998,0.884999999999998,3.5369444444444444
545,F,35-44,3:32:16,5:02/km,27898543,1424622433,Garmin fenix 3,NA,44.59,Tokyo,2018,Marathon,Garmin,2.395000000000003,2.395000000000003,3.5377777777777775
546,F,25-34,3:32:16,5:02/km,26051784,1545243777,Garmin fenix 3,"Newton Gravity IV(2,769.8 km)",44.59,Tokyo,2018,Marathon,Garmin,2.395000000000003,2.395000000000003,3.5377777777777775
547,M,,3:32:21,5:02/km,16043870,1424722712,,NA,43.73,Tokyo,2018,Marathon,,1.5349999999999966,1.5349999999999966,3.5391666666666666
548,M,55-64,3:32:22,5:02/km,15020649,1424593978,Garmin Forerunner 920XT,"adidas アディゼロ マナ イエロー(5,379.9 km)",43.11,Tokyo,2018,Marathon,Garmin,0.9149999999999991,0.9149999999999991,3.5394444444444444
549,M,,3:32:24,5:02/km,16395169,1424645628,Suunto Spartan Ultra,On CloudX(631.2 km),43.95,Tokyo,2018,Marathon,Suunto,1.7550000000000026,1.7550000000000026,3.54
550,M,45-54,3:32:24,5:02/km,23277056,1424905054,Garmin fenix 5,NA,44.13,Tokyo,2018,Marathon,Garmin,1.9350000000000023,1.9350000000000023,3.54
552,F,,3:32:50,5:03/km,12004538,1424571774,Garmin Forerunner 920XT,NA,44.0,Tokyo,2018,Marathon,Garmin,1.8049999999999997,1.8049999999999997,3.547222222222222
553,M,55-64,3:32:58,5:03/km,22572035,1432366958,Garmin Forerunner 920XT,NA,43.62,Tokyo,2018,Marathon,Garmin,1.4249999999999972,1.4249999999999972,3.549444444444444
554,M,45-54,3:33:05,5:03/km,6106821,1471088101,Garmin Forerunner 920XT,NA,42.89,Tokyo,2018,Marathon,Garmin,0.6950000000000003,0.6950000000000003,3.551388888888889
555,M,,3:33:21,5:03/km,24911782,1424585153,,NA,42.84,Tokyo,2018,Marathon,,0.6450000000000031,0.6450000000000031,3.555833333333333
556,M,35-44,3:33:23,5:03/km,6477353,1424560466,,NA,43.07,Tokyo,2018,Marathon,,0.875,0.875,3.556388888888889
557,M,45-54,3:33:24,5:03/km,23238715,1424557507,,NA,44.08,Tokyo,2018,Marathon,,1.884999999999998,1.884999999999998,3.5566666666666666
558,M,,3:33:28,5:04/km,16624925,1424590677,,NA,43.21,Tokyo,2018,Marathon,,1.0150000000000006,1.0150000000000006,3.5577777777777775
559,M,35-44,3:33:29,5:04/km,17891226,1424573831,,adidas boost(484.7 km),43.0,Tokyo,2018,Marathon,,0.8049999999999997,0.8049999999999997,3.5580555555555553
560,F,25-34,3:33:43,5:04/km,18690648,1424614393,Garmin Forerunner 235,NA,42.93,Tokyo,2018,Marathon,Garmin,0.7349999999999994,0.7349999999999994,3.5619444444444444
561,M,35-44,3:33:49,5:04/km,30930358,2410199793,Polar M400,NA,43.37,Tokyo,2018,Marathon,Polar,1.1749999999999972,1.1749999999999972,3.563611111111111
562,M,35-44,3:33:55,5:04/km,18799378,1424585817,Garmin Forerunner 920XT,NA,45.61,Tokyo,2018,Marathon,Garmin,3.414999999999999,3.414999999999999,3.5652777777777778
564,M,35-44,3:34:00,5:04/km,24254849,1424563430,Garmin fenix 5,"Nike Zoom Fly(2,666.2 km)",44.24,Tokyo,2018,Marathon,Garmin,2.0450000000000017,2.0450000000000017,3.5666666666666664
565,M,,3:34:04,5:04/km,24427271,1426955717,,NA,43.6,Tokyo,2018,Marathon,,1.4050000000000011,1.4050000000000011,3.5677777777777777
566,M,45-54,3:34:07,5:04/km,7095412,1424622960,Garmin Forerunner 230,Nike VaporFly 4%(221.4 km),42.92,Tokyo,2018,Marathon,Garmin,0.7250000000000014,0.7250000000000014,3.5686111111111107
567,F,45-54,3:34:10,5:05/km,19159917,1424574307,Garmin Forerunner 935,NA,43.02,Tokyo,2018,Marathon,Garmin,0.8250000000000028,0.8250000000000028,3.569444444444444
569,M,25-34,3:34:12,5:05/km,7227448,1424587024,Garmin Forerunner 735XT,NA,43.1,Tokyo,2018,Marathon,Garmin,0.9050000000000011,0.9050000000000011,3.57
570,M,35-44,3:34:14,5:05/km,18026320,1424607846,,On Cloud(925.4 km),43.09,Tokyo,2018,Marathon,,0.8950000000000031,0.8950000000000031,3.5705555555555555
571,M,,3:34:34,5:05/km,13481712,1424684074,Suunto Ambit3 Sport,ASICS ターサージール5(65.9 km),45.18,Tokyo,2018,Marathon,Suunto,2.9849999999999994,2.9849999999999994,3.576111111111111
572,F,35-44,3:34:43,5:05/km,26294354,1424756053,,NA,43.16,Tokyo,2018,Marathon,,0.9649999999999963,0.9649999999999963,3.578611111111111
573,M,35-44,3:34:44,5:05/km,18786160,1424564047,Garmin Forerunner 935,NA,42.88,Tokyo,2018,Marathon,Garmin,0.6850000000000023,0.6850000000000023,3.578888888888889
574,F,,3:34:45,5:05/km,9478224,1424635723,Garmin fenix 5S,NA,45.07,Tokyo,2018,Marathon,Garmin,2.875,2.875,3.5791666666666666
575,M,45-54,3:35:06,5:06/km,12422893,1424574655,Garmin Forerunner 935,ASICS LYTERACER RS 5 Wide TJL433 25.5(134.6 km),43.44,Tokyo,2018,Marathon,Garmin,1.2449999999999974,1.2449999999999974,3.585
576,M,,3:35:06,5:06/km,12406891,1424647499,,NA,41.74,Tokyo,2018,Marathon,,-0.4549999999999983,0.4549999999999983,3.585
577,M,25-34,3:35:16,5:06/km,17572887,1424581703,Suunto,NA,44.39,Tokyo,2018,Marathon,Suunto,2.1950000000000003,2.1950000000000003,3.5877777777777777
578,M,,3:35:35,5:07/km,22268226,1424589696,Garmin Forerunner 935,NA,43.1,Tokyo,2018,Marathon,Garmin,0.9050000000000011,0.9050000000000011,3.593055555555556
579,M,35-44,3:35:40,5:07/km,6397076,1425341868,Garmin Forerunner 935,adidas Japan boost(198.9 km),43.08,Tokyo,2018,Marathon,Garmin,0.884999999999998,0.884999999999998,3.5944444444444446
580,F,,3:35:43,5:07/km,11244311,1425193228,Garmin Forerunner 935,NA,43.3,Tokyo,2018,Marathon,Garmin,1.1049999999999969,1.1049999999999969,3.595277777777778
581,M,,3:35:44,5:07/km,10770260,1424595651,Garmin fenix 5,NA,45.02,Tokyo,2018,Marathon,Garmin,2.825000000000003,2.825000000000003,3.595555555555556
582,F,45-54,3:35:46,5:07/km,11301931,1424566536,,NA,43.0,Tokyo,2018,Marathon,,0.8049999999999997,0.8049999999999997,3.5961111111111115
583,M,55-64,3:35:51,5:07/km,6341905,1424676033,Garmin fenix 3,"Saucony triumph iso 3(2,257.3 km)",44.46,Tokyo,2018,Marathon,Garmin,2.2650000000000006,2.2650000000000006,3.5975
584,M,,3:35:53,5:07/km,18033841,1424629197,Garmin Forerunner 225,NA,43.3,Tokyo,2018,Marathon,Garmin,1.1049999999999969,1.1049999999999969,3.598055555555556
585,M,45-54,3:35:59,5:07/km,28415763,1425477479,,NA,43.3,Tokyo,2018,Marathon,,1.1049999999999969,1.1049999999999969,3.5997222222222223
586,M,70-74,3:35:59,5:07/km,13512367,1427283039,Suunto,NA,45.59,Tokyo,2018,Marathon,Suunto,3.395000000000003,3.395000000000003,3.5997222222222223
587,M,45-54,3:36:04,5:07/km,27882279,1424595740,Fitbit Surge,NA,43.39,Tokyo,2018,Marathon,Fitbit,1.1950000000000003,1.1950000000000003,3.6011111111111114
588,M,35-44,3:36:07,5:07/km,6995825,1424615388,Garmin fenix 3,Skechers GoMeb Speed3(318.1 km),44.69,Tokyo,2018,Marathon,Garmin,2.4949999999999974,2.4949999999999974,3.6019444444444444
590,M,,3:36:07,5:07/km,3567586,1449406534,Garmin vivoactive 3,"Saucony Mirage 5(1,957.4 km)",43.24,Tokyo,2018,Marathon,Garmin,1.0450000000000017,1.0450000000000017,3.6019444444444444
591,,,3:36:14,5:07/km,16158002,1425445567,Garmin Forerunner 935,NA,43.26,Tokyo,2018,Marathon,Garmin,1.0649999999999977,1.0649999999999977,3.603888888888889
592,M,35-44,3:36:15,5:08/km,6834743,1424634760,Garmin fenix 3,NA,44.85,Tokyo,2018,Marathon,Garmin,2.655000000000001,2.655000000000001,3.604166666666667
593,M,35-44,3:36:18,5:08/km,5990608,1424604925,Garmin Forerunner 735XT,"New Balance Fresh Foam Boracay v2(1,000.7 km)",42.84,Tokyo,2018,Marathon,Garmin,0.6450000000000031,0.6450000000000031,3.605
594,M,35-44,3:36:29,5:08/km,17140988,1424640274,Garmin Forerunner 920XT,NA,43.01,Tokyo,2018,Marathon,Garmin,0.8149999999999977,0.8149999999999977,3.6080555555555556
595,F,45-54,3:36:29,5:08/km,637616,1424678222,Garmin Forerunner 920XT,NA,43.01,Tokyo,2018,Marathon,Garmin,0.8149999999999977,0.8149999999999977,3.6080555555555556
596,M,45-54,3:36:37,5:08/km,18928434,1424601874,Suunto Ambit3 Peak,NA,45.4,Tokyo,2018,Marathon,Suunto,3.2049999999999983,3.2049999999999983,3.6102777777777777
598,M,45-54,3:36:39,5:08/km,12516780,1424598050,Garmin Forerunner 935,NA,42.84,Tokyo,2018,Marathon,Garmin,0.6450000000000031,0.6450000000000031,3.6108333333333333
599,,,3:36:40,5:08/km,18007928,1429139315,,NA,45.4,Tokyo,2018,Marathon,,3.2049999999999983,3.2049999999999983,3.611111111111111
600,M,,3:36:50,5:08/km,5184626,1428209935,TomTom,NA,43.84,Tokyo,2018,Marathon,TomTom,1.6450000000000031,1.6450000000000031,3.613888888888889
601,M,,3:36:55,5:08/km,24802337,1424577185,Garmin fenix 5S,NA,44.15,Tokyo,2018,Marathon,Garmin,1.9549999999999983,1.9549999999999983,3.615277777777778
602,M,35-44,3:37:01,5:09/km,22844046,1424568873,,ASICS Gel-DS Trainer 22(325.8 km),42.88,Tokyo,2018,Marathon,,0.6850000000000023,0.6850000000000023,3.6169444444444445
603,M,35-44,3:37:06,5:09/km,9912510,1424617242,Garmin Forerunner 920XT,NA,45.01,Tokyo,2018,Marathon,Garmin,2.8149999999999977,2.8149999999999977,3.618333333333333
604,M,45-54,3:37:08,5:09/km,27548199,1424600583,Garmin Forerunner 935,NA,43.17,Tokyo,2018,Marathon,Garmin,0.9750000000000014,0.9750000000000014,3.618888888888889
605,M,45-54,3:37:23,5:09/km,7527271,1424579566,,"ASICS LYTERACER TS 5-wide(1,864.8 km)",40.53,Tokyo,2018,Marathon,,-1.6649999999999991,1.6649999999999991,3.6230555555555557
606,F,45-54,3:37:23,5:09/km,6215845,1427825518,Suunto Ambit3 Sport,NA,44.7,Tokyo,2018,Marathon,Suunto,2.5050000000000026,2.5050000000000026,3.6230555555555557
607,M,,3:37:27,5:09/km,22291183,1424594596,TomTom,NA,43.32,Tokyo,2018,Marathon,TomTom,1.125,1.125,3.6241666666666665
608,M,35-44,3:37:29,5:09/km,26669274,1424682926,Garmin Forerunner 935,NA,42.92,Tokyo,2018,Marathon,Garmin,0.7250000000000014,0.7250000000000014,3.624722222222222
609,M,35-44,3:37:31,5:09/km,15224974,1424615802,Garmin Forerunner 735XT,NA,43.1,Tokyo,2018,Marathon,Garmin,0.9050000000000011,0.9050000000000011,3.625277777777778
610,F,35-44,3:37:34,5:09/km,7531409,1437649141,Garmin Forerunner 735XT,NA,42.86,Tokyo,2018,Marathon,Garmin,0.6649999999999991,0.6649999999999991,3.6261111111111113
611,M,55-64,3:37:41,5:10/km,3536743,1424610670,Garmin Forerunner 935,NA,43.12,Tokyo,2018,Marathon,Garmin,0.9249999999999972,0.9249999999999972,3.6280555555555556
612,M,35-44,3:37:46,5:10/km,11403202,1424590549,,adidas Japan Boost 3(646.1 km),43.64,Tokyo,2018,Marathon,,1.4450000000000003,1.4450000000000003,3.6294444444444447
613,F,35-44,3:37:49,5:10/km,7045645,1424637333,Garmin Forerunner 735XT,NA,43.11,Tokyo,2018,Marathon,Garmin,0.9149999999999991,0.9149999999999991,3.6302777777777777
614,M,45-54,3:37:52,5:10/km,17804639,1424602991,Suunto,NA,44.3,Tokyo,2018,Marathon,Suunto,2.104999999999997,2.104999999999997,3.631111111111111
615,F,45-54,3:37:56,5:10/km,6335201,1424615208,Garmin Forerunner 235,NA,42.95,Tokyo,2018,Marathon,Garmin,0.7550000000000026,0.7550000000000026,3.6322222222222225
616,M,35-44,3:37:56,5:10/km,15318891,1424654741,Apple Watch Series 2,NA,42.99,Tokyo,2018,Marathon,Apple,0.7950000000000017,0.7950000000000017,3.6322222222222225
617,M,35-44,3:38:06,5:10/km,24227143,1424685520,Suunto Ambit3 Sport,ASICS Kayano 24(411.0 km),45.59,Tokyo,2018,Marathon,Suunto,3.395000000000003,3.395000000000003,3.635
619,M,,3:38:18,5:10/km,13153983,1424895745,Garmin Forerunner 920XT,NA,43.26,Tokyo,2018,Marathon,Garmin,1.0649999999999977,1.0649999999999977,3.638333333333333
620,M,,3:38:22,5:11/km,22851165,1424567858,Garmin Forerunner 935,NA,41.52,Tokyo,2018,Marathon,Garmin,-0.6749999999999972,0.6749999999999972,3.6394444444444445
621,,,3:38:23,5:11/km,15789047,1449257162,Garmin Forerunner 920XT,NA,44.18,Tokyo,2018,Marathon,Garmin,1.9849999999999994,1.9849999999999994,3.6397222222222223
622,M,45-54,3:38:27,5:11/km,22682162,1425448321,,NA,43.5,Tokyo,2018,Marathon,,1.3049999999999997,1.3049999999999997,3.640833333333333
623,M,45-54,3:38:35,5:11/km,24509066,1424650130,,NA,43.21,Tokyo,2018,Marathon,,1.0150000000000006,1.0150000000000006,3.6430555555555557
624,M,,3:38:37,5:11/km,19207506,1425283468,,NA,44.34,Tokyo,2018,Marathon,,2.145000000000003,2.145000000000003,3.643611111111111
625,M,35-44,3:38:41,5:11/km,12484096,1424608559,Garmin fenix 3,NA,44.37,Tokyo,2018,Marathon,Garmin,2.174999999999997,2.174999999999997,3.644722222222222
626,M,,3:38:50,5:11/km,28885169,1446787689,,"Mizuno Wave Shadow(1,465.9 km)",43.51,Tokyo,2018,Marathon,,1.3149999999999977,1.3149999999999977,3.647222222222222
627,M,,3:38:52,5:11/km,15774599,1425191176,Garmin fenix 3,NA,44.11,Tokyo,2018,Marathon,Garmin,1.9149999999999991,1.9149999999999991,3.647777777777778
628,F,,3:38:54,5:11/km,12378126,1424580713,Garmin vivoactive 3,NA,42.98,Tokyo,2018,Marathon,Garmin,0.7849999999999966,0.7849999999999966,3.6483333333333334
629,M,45-54,3:38:54,5:11/km,12436975,1424593221,,Nike Zoom Fly(316.5 km),44.89,Tokyo,2018,Marathon,,2.6950000000000003,2.6950000000000003,3.6483333333333334
630,M,,3:38:56,5:11/km,20134174,1424611824,TomTom,NA,43.37,Tokyo,2018,Marathon,TomTom,1.1749999999999972,1.1749999999999972,3.648888888888889
631,M,45-54,3:39:01,5:11/km,1042292,1424800279,Garmin Forerunner 235,NA,42.86,Tokyo,2018,Marathon,Garmin,0.6649999999999991,0.6649999999999991,3.6502777777777777
632,M,,3:39:07,5:12/km,4683451,1424564163,Garmin Forerunner 630,NA,44.0,Tokyo,2018,Marathon,Garmin,1.8049999999999997,1.8049999999999997,3.651944444444444
633,M,45-54,3:39:07,5:12/km,15416395,1424565718,Garmin fenix 5,adidas adizero japan boost3 wide(793.0 km),43.82,Tokyo,2018,Marathon,Garmin,1.625,1.625,3.651944444444444
634,F,,3:39:14,5:12/km,13189237,1426455658,Garmin Forerunner 235,NA,42.77,Tokyo,2018,Marathon,Garmin,0.5750000000000028,0.5750000000000028,3.653888888888889
635,M,,3:39:22,5:12/km,12878352,1424593948,Garmin Forerunner 735XT,Saucony Omni 16(688.9 km),42.9,Tokyo,2018,Marathon,Garmin,0.7049999999999983,0.7049999999999983,3.656111111111111
636,M,35-44,3:39:26,5:12/km,14942859,1424566994,Garmin Forerunner 235,NA,43.4,Tokyo,2018,Marathon,Garmin,1.2049999999999983,1.2049999999999983,3.657222222222222
637,F,,3:39:30,5:12/km,20126203,1424574506,Garmin Forerunner 235,NA,43.06,Tokyo,2018,Marathon,Garmin,0.865000000000002,0.865000000000002,3.658333333333333
638,M,,3:39:31,5:12/km,6488509,1424577453,Garmin Forerunner 735XT,NA,43.17,Tokyo,2018,Marathon,Garmin,0.9750000000000014,0.9750000000000014,3.658611111111111
639,F,45-54,3:39:36,5:12/km,14806019,1424668842,Garmin fenix 2,New Balance 880(656.8 km),44.42,Tokyo,2018,Marathon,Garmin,2.2250000000000014,2.2250000000000014,3.6599999999999997
640,M,45-54,3:39:37,5:12/km,27086807,1424632084,Garmin Forerunner 935,On Cloud(306.7 km),44.41,Tokyo,2018,Marathon,Garmin,2.2149999999999963,2.2149999999999963,3.6602777777777775
641,M,55-64,3:39:41,5:12/km,7231412,1424606245,Garmin fenix 3,NA,44.86,Tokyo,2018,Marathon,Garmin,2.664999999999999,2.664999999999999,3.661388888888889
642,M,45-54,3:39:42,5:12/km,18231533,1424587057,Garmin Forerunner 630,NA,43.17,Tokyo,2018,Marathon,Garmin,0.9750000000000014,0.9750000000000014,3.6616666666666666
643,M,35-44,3:39:48,5:13/km,2017791,1424615730,Garmin fenix 3,ASICS Gel-Kayano 24(340.5 km),44.04,Tokyo,2018,Marathon,Garmin,1.8449999999999989,1.8449999999999989,3.663333333333333
644,M,35-44,3:39:49,5:13/km,19933673,1424564013,Garmin fenix 3,NA,44.94,Tokyo,2018,Marathon,Garmin,2.7449999999999974,2.7449999999999974,3.663611111111111
645,M,45-54,3:39:54,5:13/km,23128394,1424581835,Suunto Ambit3 Sport,ASICS Gel Kayano 23(397.9 km),46.01,Tokyo,2018,Marathon,Suunto,3.8149999999999977,3.8149999999999977,3.665
646,M,45-54,3:40:03,5:13/km,288584,1427250238,Suunto Ambit2 S,Brooks Pureflow(459.2 km),43.84,Tokyo,2018,Marathon,Suunto,1.6450000000000031,1.6450000000000031,3.6675
648,M,45-54,3:40:17,5:13/km,6354094,1424662643,Garmin fenix 3,NA,42.36,Tokyo,2018,Marathon,Garmin,0.16499999999999915,0.16499999999999915,3.6713888888888886
649,M,45-54,3:40:23,5:13/km,1130474,1424663957,Garmin fenix 3,"Brooks Ravenna(1,035.8 km)",44.07,Tokyo,2018,Marathon,Garmin,1.875,1.875,3.6730555555555555
650,F,35-44,3:40:24,5:13/km,20845483,1427408191,Garmin Forerunner 310XT,NA,43.65,Tokyo,2018,Marathon,Garmin,1.4549999999999983,1.4549999999999983,3.6733333333333333
651,M,45-54,3:40:31,5:14/km,16433871,1435529288,Garmin Forerunner 910XT,ASICS Tartherzeal 4(965.1 km),43.21,Tokyo,2018,Marathon,Garmin,1.0150000000000006,1.0150000000000006,3.6752777777777776
652,F,,3:40:35,5:14/km,13992573,1424595733,Garmin Forerunner 235,NA,42.75,Tokyo,2018,Marathon,Garmin,0.5549999999999997,0.5549999999999997,3.676388888888889
653,M,45-54,3:40:37,5:14/km,4461463,1424561803,Garmin Forerunner 630,"adidas adizero mana 6(1,673.2 km)",43.74,Tokyo,2018,Marathon,Garmin,1.5450000000000017,1.5450000000000017,3.676944444444444
654,M,25-34,3:40:38,5:14/km,85759,1424592921,Garmin fenix 5,Mizuno Wave Shadow 2017(717.8 km),44.06,Tokyo,2018,Marathon,Garmin,1.865000000000002,1.865000000000002,3.677222222222222
655,M,25-34,3:40:45,5:14/km,13283136,1424577019,Garmin fenix 3,NA,45.73,Tokyo,2018,Marathon,Garmin,3.5349999999999966,3.5349999999999966,3.6791666666666667
656,M,35-44,3:41:10,5:14/km,27617882,1424577776,,NA,44.05,Tokyo,2018,Marathon,,1.8549999999999969,1.8549999999999969,3.6861111111111113
657,M,25-34,3:41:19,5:15/km,29505916,1494701148,,NA,42.85,Tokyo,2018,Marathon,,0.6550000000000011,0.6550000000000011,3.6886111111111113
658,F,35-44,3:41:28,5:15/km,22676611,1427515828,Garmin Forerunner 235,NA,42.98,Tokyo,2018,Marathon,Garmin,0.7849999999999966,0.7849999999999966,3.6911111111111112
659,M,35-44,3:41:30,5:15/km,6429702,1424568251,,NA,43.01,Tokyo,2018,Marathon,,0.8149999999999977,0.8149999999999977,3.691666666666667
660,,,3:41:31,5:15/km,18550968,1510986216,Garmin fenix 3,NA,44.65,Tokyo,2018,Marathon,Garmin,2.4549999999999983,2.4549999999999983,3.6919444444444447
661,M,55-64,3:41:37,5:15/km,136541,1424592984,Garmin Forerunner 935,HOKA ONE ONE Clifton 4(636.5 km),42.82,Tokyo,2018,Marathon,Garmin,0.625,0.625,3.693611111111111
662,M,,3:41:38,5:15/km,16585098,1899330021,,"ASICS Nimbus 18(5,582.5 km)",43.85,Tokyo,2018,Marathon,,1.6550000000000011,1.6550000000000011,3.693888888888889
663,M,35-44,3:41:40,5:15/km,21283273,1448858006,Garmin Forerunner 220,NA,42.96,Tokyo,2018,Marathon,Garmin,0.7650000000000006,0.7650000000000006,3.6944444444444446
664,M,35-44,3:41:43,5:15/km,21087545,1424646612,,NA,42.96,Tokyo,2018,Marathon,,0.7650000000000006,0.7650000000000006,3.695277777777778
665,F,35-44,3:41:46,5:15/km,3460835,1424617135,Garmin Forerunner 920XT,On Racer(193.8 km),43.04,Tokyo,2018,Marathon,Garmin,0.8449999999999989,0.8449999999999989,3.6961111111111116
666,,,3:41:49,5:15/km,22330030,1424566708,Garmin Forerunner 935,NA,42.72,Tokyo,2018,Marathon,Garmin,0.5249999999999986,0.5249999999999986,3.6969444444444446
667,M,35-44,3:41:53,5:16/km,22981433,1430731819,Garmin fenix 3,NA,45.21,Tokyo,2018,Marathon,Garmin,3.0150000000000006,3.0150000000000006,3.698055555555556
668,M,45-54,3:41:56,5:16/km,22382454,1424565990,Garmin Forerunner 935,NA,43.59,Tokyo,2018,Marathon,Garmin,1.3950000000000031,1.3950000000000031,3.6988888888888893
669,M,35-44,3:41:59,5:16/km,321123,1425086744,Garmin fenix 3,NA,44.64,Tokyo,2018,Marathon,Garmin,2.4450000000000003,2.4450000000000003,3.6997222222222224
670,F,25-34,3:42:03,5:16/km,16950609,1424602957,Polar M400,NA,43.59,Tokyo,2018,Marathon,Polar,1.3950000000000031,1.3950000000000031,3.7008333333333336
671,M,25-34,3:42:12,5:16/km,1628281,1432162808,Garmin Forerunner 920XT,NA,43.12,Tokyo,2018,Marathon,Garmin,0.9249999999999972,0.9249999999999972,3.7033333333333336
672,M,55-64,3:42:28,5:16/km,7247862,1424605442,Garmin Forerunner 935,NA,40.43,Tokyo,2018,Marathon,Garmin,-1.7650000000000006,1.7650000000000006,3.707777777777778
