,Rank,Gender,Age,Finish,Pace,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
1,1,M,35-44,2:25:02,3:26/km,7029099,1512221840,Garmin Forerunner 235,NA,42.37,Boston,2018,Marathon,Garmin,0.17499999999999716,0.17499999999999716,NA,2.417222222222222
3,3,M,NA,2:29:01,3:32/km,17895639,1512205886,Garmin Forerunner 630,Adidas Adios Boost,42.35,Boston,2018,Marathon,Garmin,0.15500000000000114,0.15500000000000114,Adidas,2.483611111111111
4,4,M,25-34,2:29:01,3:32/km,13590849,1512322766,Garmin fenix 5S,New Balance Hanzo,42.52,Boston,2018,Marathon,Garmin,0.32500000000000284,0.32500000000000284,New Balance,2.483611111111111
5,5,M,25-34,2:31:02,3:35/km,17080027,1512237455,Garmin Forerunner 235,Nike Lunar Glide ,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,Nike,2.5172222222222222
6,6,M,25-34,2:31:44,3:36/km,22518441,1512649166,Garmin Forerunner 25,NA,42.5,Boston,2018,Marathon,Garmin,0.3049999999999997,0.3049999999999997,NA,2.528888888888889
7,7,M,NA,2:32:44,3:37/km,18044110,1512305241,Garmin Forerunner 220,NA,42.36,Boston,2018,Marathon,Garmin,0.16499999999999915,0.16499999999999915,NA,2.5455555555555556
8,8,M,25-34,2:32:48,3:37/km,7398671,1512221057,Garmin vivoactive HR,Saucony Fastwich 8,42.4,Boston,2018,Marathon,Garmin,0.2049999999999983,0.2049999999999983,Saucony,2.5466666666666664
9,9,M,25-34,2:32:50,3:37/km,2190398,1512289713,Garmin Forerunner 935,NA,42.38,Boston,2018,Marathon,Garmin,0.18500000000000227,0.18500000000000227,NA,2.547222222222222
10,10,M,25-34,2:32:50,3:37/km,13637894,1515230308,Garmin Forerunner 225,Nike Nike Pegasus 33,42.24,Boston,2018,Marathon,Garmin,0.045000000000001705,0.045000000000001705,Nike,2.547222222222222
11,11,M,25-34,2:32:58,3:38/km,16022398,1512277082,Garmin vivoactive,NA,42.4,Boston,2018,Marathon,Garmin,0.2049999999999983,0.2049999999999983,NA,2.549444444444444
12,12,M,25-34,2:33:16,3:38/km,18439657,1512226641,Garmin Forerunner 235,NA,42.41,Boston,2018,Marathon,Garmin,0.2149999999999963,0.2149999999999963,NA,2.554444444444444
13,13,M,25-34,2:33:23,3:38/km,19228946,1514771808,Garmin Forerunner 230,Nike Flys ,42.72,Boston,2018,Marathon,Garmin,0.5249999999999986,0.5249999999999986,Nike,2.556388888888889
14,14,M,25-34,2:33:35,3:38/km,11936615,1512620745,Garmin Forerunner 235,Nike Streak Lt3 Grey,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,Nike,2.5597222222222222
15,15,M,NA,2:33:44,3:39/km,13220337,1512383287,Garmin fenix 3,Asics Hyper Speed 7 Jaune,42.45,Boston,2018,Marathon,Garmin,0.25500000000000256,0.25500000000000256,Asics,2.562222222222222
16,16,M,25-34,2:34:21,3:39/km,20016792,1512942504,Garmin Forerunner 220,NA,42.62,Boston,2018,Marathon,Garmin,0.42499999999999716,0.42499999999999716,NA,2.5725
17,17,M,NA,2:34:28,3:40/km,23334487,1512826317,Garmin Forerunner 235,NA,42.42,Boston,2018,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.574444444444444
18,18,M,NA,2:34:35,3:40/km,11824477,1512879330,Garmin vivoactive HR,Nike Vaporfly,42.55,Boston,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,Nike,2.576388888888889
19,19,M,20-24,2:34:43,3:40/km,5925711,1512244790,Garmin fenix 3,NA,42.55,Boston,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,NA,2.578611111111111
20,20,M,25-34,2:34:52,3:40/km,26861891,1551936158,TomTom,NA,44.37,Boston,2018,Marathon,TomTom,2.174999999999997,2.174999999999997,NA,2.581111111111111
21,21,M,35-44,2:35:02,3:40/km,615060,1513349833,Suunto Ambit3 Peak,Nike Zoom Vaporfly 4%,42.52,Boston,2018,Marathon,Suunto,0.32500000000000284,0.32500000000000284,Nike,2.583888888888889
22,22,M,25-34,2:35:09,3:41/km,19376591,1512783043,Garmin Forerunner 35,NA,42.44,Boston,2018,Marathon,Garmin,0.24499999999999744,0.24499999999999744,NA,2.5858333333333334
23,23,M,25-34,2:35:14,3:41/km,12706513,1512454640,Garmin Forerunner 230,Nike Vaporfly 4%,42.41,Boston,2018,Marathon,Garmin,0.2149999999999963,0.2149999999999963,Nike,2.5872222222222225
24,24,M,25-34,2:35:38,3:41/km,17595608,1512218377,Garmin Forerunner 230,NA,42.42,Boston,2018,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.593888888888889
25,25,M,NA,2:35:48,3:42/km,14784701,1513003383,Garmin vivoactive,NA,42.43,Boston,2018,Marathon,Garmin,0.23499999999999943,0.23499999999999943,NA,2.5966666666666667
26,26,M,25-34,2:35:57,3:42/km,439266,1512403890,Garmin Forerunner 235,Nike Vomero 12,42.38,Boston,2018,Marathon,Garmin,0.18500000000000227,0.18500000000000227,Nike,2.5991666666666666
27,27,M,NA,2:36:01,3:42/km,18954818,1512586885,Garmin Forerunner 935,NA,42.43,Boston,2018,Marathon,Garmin,0.23499999999999943,0.23499999999999943,NA,2.600277777777778
28,28,M,25-34,2:36:05,3:42/km,15894497,1512807691,Garmin Forerunner 220,New Balance 1400 V5,42.53,Boston,2018,Marathon,Garmin,0.33500000000000085,0.33500000000000085,New Balance,2.601388888888889
29,29,M,25-34,2:36:14,3:42/km,8426473,1512759625,Garmin vivoactive HR,Hoka One One Clifton 2 Blue/Black,42.46,Boston,2018,Marathon,Garmin,0.26500000000000057,0.26500000000000057,Hoka,2.603888888888889
30,30,M,25-34,2:36:30,3:43/km,4032500,1512370863,Garmin Forerunner 235,Nike Pegs 33 - 2,42.45,Boston,2018,Marathon,Garmin,0.25500000000000256,0.25500000000000256,Nike,2.6083333333333334
31,31,M,NA,2:36:33,3:43/km,7733247,1513807499,Garmin Forerunner 410,Nike 4,42.43,Boston,2018,Marathon,Garmin,0.23499999999999943,0.23499999999999943,Nike,2.609166666666667
32,32,M,NA,2:36:37,3:43/km,8678513,1512742848,Suunto Ambit2 R,NA,42.5,Boston,2018,Marathon,Suunto,0.3049999999999997,0.3049999999999997,NA,2.6102777777777777
33,33,M,20-24,2:36:39,3:43/km,5605679,1512252502,Garmin Forerunner 235,NA,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,NA,2.6108333333333333
34,34,M,35-44,2:37:08,3:43/km,3746861,1512482081,Garmin Forerunner 630,Nike Vaporfly 4%,42.47,Boston,2018,Marathon,Garmin,0.2749999999999986,0.2749999999999986,Nike,2.618888888888889
35,35,M,25-34,2:37:10,3:43/km,13447751,1512757840,Garmin Forerunner 230,NA,42.43,Boston,2018,Marathon,Garmin,0.23499999999999943,0.23499999999999943,NA,2.6194444444444445
36,36,M,25-34,2:37:11,3:44/km,7089325,1512582714,Garmin Forerunner 235,NA,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,NA,2.6197222222222223
37,37,M,NA,2:37:14,3:44/km,24637773,1512239486,Garmin Forerunner 35,NA,42.45,Boston,2018,Marathon,Garmin,0.25500000000000256,0.25500000000000256,NA,2.6205555555555557
38,38,M,NA,2:37:15,3:44/km,8394724,1512836903,Garmin Forerunner 25,Nike Vaporfly 4%,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,Nike,2.6208333333333336
39,39,M,NA,2:37:20,3:44/km,9465064,1512349434,Garmin Forerunner 235,NA,42.35,Boston,2018,Marathon,Garmin,0.15500000000000114,0.15500000000000114,NA,2.6222222222222222
40,40,M,25-34,2:37:23,3:44/km,26607115,1512281312,Garmin Forerunner 630,Adidas Adios,42.37,Boston,2018,Marathon,Garmin,0.17499999999999716,0.17499999999999716,Adidas,2.6230555555555557
41,41,M,35-44,2:37:27,3:44/km,632436,1512249349,Garmin Forerunner 235,Nike Vapor Fly 4%,42.43,Boston,2018,Marathon,Garmin,0.23499999999999943,0.23499999999999943,Nike,2.6241666666666665
42,42,M,25-34,2:37:29,3:44/km,6701875,1512472772,Garmin Forerunner 230,Hoka One One Clayton,42.43,Boston,2018,Marathon,Garmin,0.23499999999999943,0.23499999999999943,Hoka,2.624722222222222
43,43,M,25-34,2:37:34,3:44/km,12505676,1512334761,Garmin Forerunner 620,NA,42.46,Boston,2018,Marathon,Garmin,0.26500000000000057,0.26500000000000057,NA,2.6261111111111113
44,44,M,NA,2:37:39,3:44/km,10278138,1512263706,Garmin Forerunner 630,NA,42.44,Boston,2018,Marathon,Garmin,0.24499999999999744,0.24499999999999744,NA,2.6275
45,45,M,35-44,2:37:39,3:44/km,4045081,1512287632,Garmin fenix 5S,NA,42.56,Boston,2018,Marathon,Garmin,0.365000000000002,0.365000000000002,NA,2.6275
46,46,M,35-44,2:37:43,3:44/km,983716,1518263442,NA,NA,42.43,Boston,2018,Marathon,NA,0.23499999999999943,0.23499999999999943,NA,2.6286111111111112
47,47,M,NA,2:37:49,3:44/km,10017624,1512363405,Garmin Forerunner 920XT,Nike Zoom Vaporfly 4%,42.48,Boston,2018,Marathon,Garmin,0.2849999999999966,0.2849999999999966,Nike,2.6302777777777777
48,48,M,25-34,2:38:06,3:45/km,2593082,1512402370,Garmin Forerunner 235,Nike Zoomfly,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,Nike,2.635
49,49,M,NA,2:38:07,3:45/km,11871459,1514567310,Garmin Forerunner 220,Nike Vaporfly,42.3,Boston,2018,Marathon,Garmin,0.10499999999999687,0.10499999999999687,Nike,2.6352777777777776
50,50,M,25-34,2:38:15,3:45/km,5847665,1512426382,Garmin Forerunner 620,NA,42.67,Boston,2018,Marathon,Garmin,0.4750000000000014,0.4750000000000014,NA,2.6375
51,51,M,35-44,2:38:17,3:45/km,6989907,1512766660,Garmin fenix 3,NA,42.51,Boston,2018,Marathon,Garmin,0.3149999999999977,0.3149999999999977,NA,2.6380555555555554
52,52,M,35-44,2:38:19,3:45/km,8051023,1512353297,Garmin Forerunner 630,Adidas Adizero Adios Boost,42.34,Boston,2018,Marathon,Garmin,0.14500000000000313,0.14500000000000313,Adidas,2.638611111111111
53,53,M,NA,2:38:20,3:45/km,12779886,1512329759,Garmin Forerunner 235,Nike Zoom Vaporfly 4%,42.4,Boston,2018,Marathon,Garmin,0.2049999999999983,0.2049999999999983,Nike,2.638888888888889
54,54,M,NA,2:38:27,3:45/km,6207747,1512445658,Garmin Forerunner 920XT,Brooks Addiction,42.57,Boston,2018,Marathon,Garmin,0.375,0.375,Brooks,2.640833333333333
55,55,M,25-34,2:38:30,3:45/km,3761363,1512437190,Garmin Forerunner 230,Adidas Adizero Adios,42.43,Boston,2018,Marathon,Garmin,0.23499999999999943,0.23499999999999943,Adidas,2.6416666666666666
56,56,M,NA,2:38:30,3:45/km,18496975,1513086114,Garmin Forerunner 230,NA,42.37,Boston,2018,Marathon,Garmin,0.17499999999999716,0.17499999999999716,NA,2.6416666666666666
57,57,M,35-44,2:38:32,3:45/km,14282629,1512577259,Garmin Forerunner 645 Music,NA,42.35,Boston,2018,Marathon,Garmin,0.15500000000000114,0.15500000000000114,NA,2.6422222222222222
58,58,M,25-34,2:38:33,3:45/km,15924032,1512272273,Garmin Forerunner 630,NA,42.4,Boston,2018,Marathon,Garmin,0.2049999999999983,0.2049999999999983,NA,2.6425
59,59,M,25-34,2:38:33,3:45/km,22000967,1513035045,Garmin Forerunner 935,Nike Vaporfly 4%,42.42,Boston,2018,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Nike,2.6425
60,60,M,NA,2:38:35,3:46/km,11399357,1512742680,Garmin Forerunner 220,NA,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,NA,2.6430555555555557
61,61,M,35-44,2:38:40,3:46/km,15127489,1512293018,Garmin Forerunner 630,NA,42.36,Boston,2018,Marathon,Garmin,0.16499999999999915,0.16499999999999915,NA,2.6444444444444444
62,62,M,NA,2:38:48,3:46/km,14661828,1512451872,Garmin fenix 5X,NA,42.55,Boston,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,NA,2.6466666666666665
63,63,M,25-34,2:38:49,3:46/km,4386034,1515015366,Garmin Forerunner 235,NA,42.37,Boston,2018,Marathon,Garmin,0.17499999999999716,0.17499999999999716,NA,2.6469444444444443
64,64,M,25-34,2:39:16,3:46/km,22033453,1512267679,Garmin Forerunner 235,Nike Zoom Fly,42.42,Boston,2018,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Nike,2.654444444444444
65,65,M,25-34,2:39:22,3:47/km,17236629,1512244576,Garmin Forerunner 935,NA,42.38,Boston,2018,Marathon,Garmin,0.18500000000000227,0.18500000000000227,NA,2.656111111111111
66,66,M,35-44,2:39:25,3:47/km,7662564,1512725329,Garmin Forerunner 935,NA,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,NA,2.6569444444444446
67,67,M,25-34,2:39:32,3:47/km,1300595,1512362997,Garmin Forerunner 235,Nike Vaporfly 4%,42.38,Boston,2018,Marathon,Garmin,0.18500000000000227,0.18500000000000227,Nike,2.658888888888889
68,68,M,25-34,2:39:36,3:47/km,1837681,1512541699,Garmin Forerunner 230,NA,42.37,Boston,2018,Marathon,Garmin,0.17499999999999716,0.17499999999999716,NA,2.6599999999999997
69,69,M,35-44,2:39:36,3:47/km,29212085,1617808457,Garmin Forerunner 25,NA,42.46,Boston,2018,Marathon,Garmin,0.26500000000000057,0.26500000000000057,NA,2.6599999999999997
70,70,M,NA,2:39:58,3:47/km,19136672,1512625041,Garmin Forerunner 235,Adidas Adios Boost,42.39,Boston,2018,Marathon,Garmin,0.19500000000000028,0.19500000000000028,Adidas,2.666111111111111
71,71,M,25-34,2:40:02,3:48/km,10860860,1512474276,Garmin vivoactive,Nike Vapor Fly 4% #1,42.41,Boston,2018,Marathon,Garmin,0.2149999999999963,0.2149999999999963,Nike,2.667222222222222
72,72,M,35-44,2:40:33,3:48/km,2374789,1512691386,Garmin Forerunner 220,NA,42.26,Boston,2018,Marathon,Garmin,0.06499999999999773,0.06499999999999773,NA,2.6758333333333333
73,73,M,NA,2:40:35,3:48/km,15199965,1513664945,NA,NA,42.45,Boston,2018,Marathon,NA,0.25500000000000256,0.25500000000000256,NA,2.676388888888889
74,74,M,35-44,2:40:46,3:49/km,1971045,1512774901,Garmin Forerunner 630,NA,42.41,Boston,2018,Marathon,Garmin,0.2149999999999963,0.2149999999999963,NA,2.6794444444444445
75,75,M,25-34,2:40:47,3:49/km,19767203,1512423209,Garmin Forerunner 35,NA,42.42,Boston,2018,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.679722222222222
