Rank,Gender,Age,Finish,Pace,athlet_url,race_url,Watch,Shoes,Distance,city,year,race_type,Watch_Brand,Watch_Error,Watch_Error_Abs,Finish_num
2473,M,25-34,3:26:22,4:53/km,28330184,1845654224,Garmin fenix 5,adidas Adizero Adios 3(161.0 km),42.96,Berlin,2018,Marathon,Garmin,0.7650000000000006,0.7650000000000006,3.4394444444444447
2474,M,45-54,3:26:22,4:53/km,699753,1845731114,Garmin Forerunner 620,"Brooks Adrenaline GTS(1,026.5 km)",42.53,Berlin,2018,Marathon,Garmin,0.33500000000000085,0.33500000000000085,3.4394444444444447
2475,M,25-34,3:26:23,4:53/km,11088772,1845547608,Garmin fenix 5,NA,43.1,Berlin,2018,Marathon,Garmin,0.9050000000000011,0.9050000000000011,3.4397222222222226
2476,M,45-54,3:26:23,4:53/km,26291997,1845621815,Garmin vivoactive HR,NA,42.56,Berlin,2018,Marathon,Garmin,0.365000000000002,0.365000000000002,3.4397222222222226
2477,M,45-54,3:26:24,4:53/km,9481470,1845028161,iPhone App,Altra One v 3(741.3 km),43.45,Berlin,2018,Marathon,iPhone,1.2550000000000026,1.2550000000000026,3.4400000000000004
2478,M,45-54,3:26:24,4:53/km,32465497,1845091067,Polar V800,NA,42.83,Berlin,2018,Marathon,Polar,0.634999999999998,0.634999999999998,3.4400000000000004
2479,M,45-54,3:26:24,4:53/km,167800,1845664731,Garmin Forerunner 920XT,ASICS Hyperspeed 7(137.3 km),42.51,Berlin,2018,Marathon,Garmin,0.3149999999999977,0.3149999999999977,3.4400000000000004
2480,M,35-44,3:26:26,4:54/km,23445805,1845040921,Garmin Forerunner 235,NA,42.42,Berlin,2018,Marathon,Garmin,0.22500000000000142,0.22500000000000142,3.4405555555555556
2481,M,,3:26:26,4:54/km,10204850,1845402196,Garmin Forerunner 735XT,Altra Escalante(304.3 km),42.61,Berlin,2018,Marathon,Garmin,0.41499999999999915,0.41499999999999915,3.4405555555555556
2482,M,35-44,3:26:26,4:54/km,27952297,1847596913,Garmin Forerunner 235,NA,42.62,Berlin,2018,Marathon,Garmin,0.42499999999999716,0.42499999999999716,3.4405555555555556
2483,M,35-44,3:26:27,4:54/km,32285593,1845758617,Garmin Forerunner 920XT,NA,42.52,Berlin,2018,Marathon,Garmin,0.32500000000000284,0.32500000000000284,3.4408333333333334
2484,,,3:26:29,4:54/km,11323628,1949279733,Garmin Forerunner 935,NA,42.57,Berlin,2018,Marathon,Garmin,0.375,0.375,3.441388888888889
2485,M,45-54,3:26:30,4:54/km,1806168,1845047345,Garmin Forerunner 935,NA,42.85,Berlin,2018,Marathon,Garmin,0.6550000000000011,0.6550000000000011,3.441666666666667
2486,M,25-34,3:26:30,4:54/km,2917047,1845583027,iPhone App,"ASICS Gel-DS Racer 11(1,976.8 km)",43.24,Berlin,2018,Marathon,iPhone,1.0450000000000017,1.0450000000000017,3.441666666666667
2487,M,,3:26:31,4:54/km,12472250,1850736464,Garmin Forerunner 620,"Nike Pegasus 33(3,577.3 km)",42.55,Berlin,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,3.4419444444444447
2488,M,35-44,3:26:32,4:54/km,25478236,1844990369,iPhone App,NA,44.05,Berlin,2018,Marathon,iPhone,1.8549999999999969,1.8549999999999969,3.4422222222222225
2489,M,,3:26:32,4:54/km,11164024,1845190526,Garmin Forerunner 935,NA,42.77,Berlin,2018,Marathon,Garmin,0.5750000000000028,0.5750000000000028,3.4422222222222225
2490,M,,3:26:32,4:54/km,15640157,1845337050,Garmin Forerunner 235,NA,42.58,Berlin,2018,Marathon,Garmin,0.384999999999998,0.384999999999998,3.4422222222222225
2491,M,35-44,3:26:32,4:54/km,7454722,1845556040,Suunto Spartan Ultra,Salomon SLAB Sonic 2(347.8 km),42.9,Berlin,2018,Marathon,Suunto,0.7049999999999983,0.7049999999999983,3.4422222222222225
2492,F,25-34,3:26:34,4:54/km,18511549,1845007652,Garmin Forerunner 235,adidas terrex 215(697.6 km),42.55,Berlin,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,3.442777777777778
2493,M,35-44,3:26:34,4:54/km,4144058,1845152083,Garmin Forerunner 735XT,New Balance Boracay v2 yellow(830.4 km),42.8,Berlin,2018,Marathon,Garmin,0.6049999999999969,0.6049999999999969,3.442777777777778
2494,F,45-54,3:26:35,4:54/km,7049580,1845076530,Garmin Forerunner 235,New Balance 1400v3(254.6 km),42.54,Berlin,2018,Marathon,Garmin,0.34499999999999886,0.34499999999999886,3.443055555555556
2495,F,25-34,3:26:35,4:54/km,1890199,1845166675,Garmin Forerunner 235,NA,42.62,Berlin,2018,Marathon,Garmin,0.42499999999999716,0.42499999999999716,3.443055555555556
2496,M,35-44,3:26:36,4:54/km,4643540,1845062611,Garmin Forerunner 935,NA,42.84,Berlin,2018,Marathon,Garmin,0.6450000000000031,0.6450000000000031,3.4433333333333334
2497,M,35-44,3:26:36,4:54/km,6366986,1845080260,Garmin Forerunner 220,Nike Flex RN 2016 (Blue)(623.0 km),42.59,Berlin,2018,Marathon,Garmin,0.3950000000000031,0.3950000000000031,3.4433333333333334
2498,M,45-54,3:26:37,4:54/km,13145539,1845392649,Garmin Forerunner 735XT,NA,42.57,Berlin,2018,Marathon,Garmin,0.375,0.375,3.443611111111111
2499,F,,3:26:37,4:54/km,9037800,1845394964,Garmin fenix 5S,NA,43.06,Berlin,2018,Marathon,Garmin,0.865000000000002,0.865000000000002,3.443611111111111
2500,M,,3:26:37,4:54/km,11313630,1846973637,Garmin Forerunner 235,NA,42.44,Berlin,2018,Marathon,Garmin,0.24499999999999744,0.24499999999999744,3.443611111111111
2502,M,35-44,3:26:39,4:54/km,21605276,1845062438,Garmin Forerunner 235,NA,42.58,Berlin,2018,Marathon,Garmin,0.384999999999998,0.384999999999998,3.444166666666667
2503,M,,3:26:39,4:54/km,24842779,1845117931,Garmin fenix 5X,NA,43.03,Berlin,2018,Marathon,Garmin,0.8350000000000009,0.8350000000000009,3.444166666666667
2504,F,,3:26:39,4:54/km,19176101,1845276942,Garmin Forerunner 230,NA,42.46,Berlin,2018,Marathon,Garmin,0.26500000000000057,0.26500000000000057,3.444166666666667
2505,M,55-64,3:26:39,4:54/km,13997400,1845929634,Garmin Forerunner 235,"New Balance Zantee V3(7,585.7 km)",42.54,Berlin,2018,Marathon,Garmin,0.34499999999999886,0.34499999999999886,3.444166666666667
2506,M,,3:26:41,4:54/km,5153714,1845061600,Garmin Forerunner 735XT,NA,42.48,Berlin,2018,Marathon,Garmin,0.2849999999999966,0.2849999999999966,3.4447222222222225
2507,M,35-44,3:26:41,4:54/km,6153360,1845636985,Garmin Forerunner 235,HOKA ONE ONE hapuna(840.7 km),42.52,Berlin,2018,Marathon,Garmin,0.32500000000000284,0.32500000000000284,3.4447222222222225
2508,M,35-44,3:26:41,4:54/km,2545418,1850663348,Garmin Forerunner 735XT,NA,42.61,Berlin,2018,Marathon,Garmin,0.41499999999999915,0.41499999999999915,3.4447222222222225
2509,M,35-44,3:26:41,4:54/km,4485214,1899057485,Garmin fenix 3,"adidas Glide Boost(4,647.3 km)",42.87,Berlin,2018,Marathon,Garmin,0.6749999999999972,0.6749999999999972,3.4447222222222225
2510,M,35-44,3:26:43,4:54/km,15303275,1845176664,Garmin fenix 5 Plus,On CLOUDFLYER(240.5 km),43.42,Berlin,2018,Marathon,Garmin,1.2250000000000014,1.2250000000000014,3.445277777777778
2511,M,35-44,3:26:43,4:54/km,18670743,1845218330,Garmin Forerunner 935,NA,42.45,Berlin,2018,Marathon,Garmin,0.25500000000000256,0.25500000000000256,3.445277777777778
2512,F,25-34,3:26:44,4:54/km,15959363,1846366045,Garmin fenix 5S,NA,43.05,Berlin,2018,Marathon,Garmin,0.8549999999999969,0.8549999999999969,3.445555555555556
2513,M,35-44,3:26:46,4:54/km,477459,1845205962,Garmin Forerunner 230,adidas Adizero  Sub 2(493.5 km),42.53,Berlin,2018,Marathon,Garmin,0.33500000000000085,0.33500000000000085,3.4461111111111116
2514,M,20-24,3:26:46,4:54/km,18742717,1845326390,Garmin Forerunner 235,ASICS GEL - PULSE 8(458.6 km),42.51,Berlin,2018,Marathon,Garmin,0.3149999999999977,0.3149999999999977,3.4461111111111116
2515,M,35-44,3:26:47,4:54/km,12201324,1845258248,Garmin Forerunner 630,NA,42.67,Berlin,2018,Marathon,Garmin,0.4750000000000014,0.4750000000000014,3.446388888888889
2516,M,25-34,3:26:48,4:54/km,16401048,1847317193,Garmin Forerunner 920XT,NA,42.52,Berlin,2018,Marathon,Garmin,0.32500000000000284,0.32500000000000284,3.4466666666666668
2518,M,35-44,3:26:50,4:54/km,26802005,1845343575,Garmin fenix 5S,Nike Pegasus 32(327.2 km),43.08,Berlin,2018,Marathon,Garmin,0.884999999999998,0.884999999999998,3.4472222222222224
2519,F,35-44,3:26:51,4:54/km,22909939,1850166047,Suunto,NA,42.9,Berlin,2018,Marathon,Suunto,0.7049999999999983,0.7049999999999983,3.4475000000000002
2520,M,35-44,3:26:52,4:54/km,24488104,1845057080,Garmin fenix 5X,NA,43.09,Berlin,2018,Marathon,Garmin,0.8950000000000031,0.8950000000000031,3.447777777777778
2521,F,35-44,3:26:53,4:54/km,18634204,1845587553,Garmin Forerunner 735XT,NA,42.5,Berlin,2018,Marathon,Garmin,0.3049999999999997,0.3049999999999997,3.448055555555556
2522,M,35-44,3:26:53,4:54/km,26322572,1845728343,Garmin fenix 3,Brooks Levitate(813.2 km),43.0,Berlin,2018,Marathon,Garmin,0.8049999999999997,0.8049999999999997,3.448055555555556
2523,M,45-54,3:26:54,4:54/km,9387567,1845102981,Garmin Forerunner 920XT,NA,42.52,Berlin,2018,Marathon,Garmin,0.32500000000000284,0.32500000000000284,3.4483333333333337
2524,M,35-44,3:26:54,4:54/km,2642828,1845483170,Garmin Forerunner 735XT,"Nike EpicReact(1,173.5 km)",42.58,Berlin,2018,Marathon,Garmin,0.384999999999998,0.384999999999998,3.4483333333333337
2525,F,35-44,3:26:55,4:54/km,18945186,1846075215,Garmin vivoactive HR,"Brooks Adrenaline GTS(1,125.4 km)",42.47,Berlin,2018,Marathon,Garmin,0.2749999999999986,0.2749999999999986,3.4486111111111115
2526,M,35-44,3:26:57,4:54/km,19087235,1845051419,Garmin fenix 3,NA,42.92,Berlin,2018,Marathon,Garmin,0.7250000000000014,0.7250000000000014,3.4491666666666667
2527,M,45-54,3:26:58,4:54/km,22585226,1845056277,Garmin fenix 5X,NA,43.17,Berlin,2018,Marathon,Garmin,0.9750000000000014,0.9750000000000014,3.4494444444444445
2528,M,,3:26:58,4:54/km,12612875,1845104931,Garmin Forerunner 235,NA,42.55,Berlin,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,3.4494444444444445
2529,M,35-44,3:26:58,4:54/km,23019451,1845356959,Garmin Forerunner 35,NA,42.53,Berlin,2018,Marathon,Garmin,0.33500000000000085,0.33500000000000085,3.4494444444444445
2530,M,45-54,3:26:59,4:54/km,25906905,1846711128,Apple Watch Series 3,NA,42.22,Berlin,2018,Marathon,Apple,0.02499999999999858,0.02499999999999858,3.4497222222222224
2531,M,25-34,3:27:00,4:54/km,12059670,1845250973,Garmin fenix 5,NA,43.18,Berlin,2018,Marathon,Garmin,0.9849999999999994,0.9849999999999994,3.45
2532,M,35-44,3:27:01,4:54/km,9703259,1845209433,Garmin fenix 5X,Altra New Escalante(232.2 km),42.9,Berlin,2018,Marathon,Garmin,0.7049999999999983,0.7049999999999983,3.450277777777778
2533,M,75+,3:27:02,4:54/km,27642345,1845189665,Garmin Forerunner 235,NA,42.68,Berlin,2018,Marathon,Garmin,0.48499999999999943,0.48499999999999943,3.450555555555556
2534,M,45-54,3:27:03,4:54/km,31725565,1845061543,Garmin fenix 3,NA,43.03,Berlin,2018,Marathon,Garmin,0.8350000000000009,0.8350000000000009,3.4508333333333336
2535,M,25-34,3:27:03,4:54/km,32197835,1845409813,Garmin Forerunner 225,NA,42.5,Berlin,2018,Marathon,Garmin,0.3049999999999997,0.3049999999999997,3.4508333333333336
2536,M,45-54,3:27:03,4:54/km,11318945,1845782850,Garmin Forerunner 735XT,Nike Vaporfly 4% Flyknit(147.5 km),42.33,Berlin,2018,Marathon,Garmin,0.134999999999998,0.134999999999998,3.4508333333333336
2537,M,35-44,3:27:05,4:54/km,13908704,1845248544,Garmin fenix 5,NA,42.98,Berlin,2018,Marathon,Garmin,0.7849999999999966,0.7849999999999966,3.4513888888888893
2538,M,45-54,3:27:06,4:54/km,6171981,1845193981,Garmin Forerunner 230,Saucony Zealot 3 drei(376.4 km),42.48,Berlin,2018,Marathon,Garmin,0.2849999999999966,0.2849999999999966,3.4516666666666667
2539,M,,3:27:06,4:54/km,13951679,1850530501,Suunto Ambit3 Peak,NA,42.71,Berlin,2018,Marathon,Suunto,0.5150000000000006,0.5150000000000006,3.4516666666666667
2540,M,45-54,3:27:07,4:55/km,22932480,1845056313,Polar M430,Puma Speed 300(499.0 km),42.86,Berlin,2018,Marathon,Polar,0.6649999999999991,0.6649999999999991,3.4519444444444445
2541,F,35-44,3:27:07,4:55/km,26747195,1845445907,Suunto 9,adidas adizero adios(273.7 km),42.86,Berlin,2018,Marathon,Suunto,0.6649999999999991,0.6649999999999991,3.4519444444444445
2542,M,45-54,3:27:08,4:55/km,371292,1845264069,Garmin Forerunner 935,NA,42.91,Berlin,2018,Marathon,Garmin,0.7149999999999963,0.7149999999999963,3.4522222222222223
2543,M,45-54,3:27:08,4:55/km,4659934,1845337107,Garmin Forerunner 630,"Mizuno Wave Hitogami 2(5,264.5 km)",42.49,Berlin,2018,Marathon,Garmin,0.2950000000000017,0.2950000000000017,3.4522222222222223
2544,M,35-44,3:27:09,4:55/km,12849071,1845049436,iPhone App,Saucony Guide Iso White Noise(598.1 km),43.06,Berlin,2018,Marathon,iPhone,0.865000000000002,0.865000000000002,3.4525
2545,M,,3:27:09,4:55/km,17535511,1846524559,Garmin Forerunner 230,NA,42.59,Berlin,2018,Marathon,Garmin,0.3950000000000031,0.3950000000000031,3.4525
2546,M,35-44,3:27:09,4:55/km,28988912,1846895824,Garmin Forerunner 735XT,NA,42.58,Berlin,2018,Marathon,Garmin,0.384999999999998,0.384999999999998,3.4525
2547,M,25-34,3:27:11,4:55/km,27918521,1845179034,,On Cloudflow(297.0 km),43.26,Berlin,2018,Marathon,,1.0649999999999977,1.0649999999999977,3.4530555555555558
2548,M,35-44,3:27:12,4:55/km,13336264,1845468199,Suunto,ASICS Cumulus 19(156.2 km),43.14,Berlin,2018,Marathon,Suunto,0.9450000000000003,0.9450000000000003,3.4533333333333336
2549,M,35-44,3:27:12,4:55/km,9841065,1848553307,Garmin Forerunner 920XT,NA,42.71,Berlin,2018,Marathon,Garmin,0.5150000000000006,0.5150000000000006,3.4533333333333336
2550,M,35-44,3:27:12,4:55/km,14759468,1943479449,Garmin Forerunner 35,NA,42.85,Berlin,2018,Marathon,Garmin,0.6550000000000011,0.6550000000000011,3.4533333333333336
2551,M,35-44,3:27:13,4:55/km,17173281,1845046470,Garmin Forerunner 920XT,"adidas Adizero Adios 3(1,444.9 km)",42.48,Berlin,2018,Marathon,Garmin,0.2849999999999966,0.2849999999999966,3.4536111111111114
2552,M,45-54,3:27:13,4:55/km,24791028,1845327849,Garmin Forerunner 225,"Mizuno wave ultima 8(3,149.2 km)",42.69,Berlin,2018,Marathon,Garmin,0.49499999999999744,0.49499999999999744,3.4536111111111114
2553,,,3:27:13,4:55/km,32557852,1845720456,Garmin fenix 3,NA,42.64,Berlin,2018,Marathon,Garmin,0.4450000000000003,0.4450000000000003,3.4536111111111114
2554,M,25-34,3:27:14,4:55/km,13503813,1845070013,Garmin fenix 5X,"adidas Adizero Boston 7 2018(2,829.0 km)",43.0,Berlin,2018,Marathon,Garmin,0.8049999999999997,0.8049999999999997,3.4538888888888892
2555,F,25-34,3:27:14,4:55/km,19637922,1845237063,Garmin Forerunner 235,"Mizuno Wave Raider 20(1,521.7 km)",42.57,Berlin,2018,Marathon,Garmin,0.375,0.375,3.4538888888888892
2556,M,,3:27:14,4:55/km,18014192,1846178457,Polar M430,NA,42.78,Berlin,2018,Marathon,Polar,0.5850000000000009,0.5850000000000009,3.4538888888888892
2558,,25-34,3:27:16,4:55/km,16647544,1845294296,Garmin fenix 3,NA,43.16,Berlin,2018,Marathon,Garmin,0.9649999999999963,0.9649999999999963,3.4544444444444444
2560,M,35-44,3:27:18,4:55/km,25104051,1845627270,Garmin Forerunner 935,"Nike Vaporfly(3,102.4 km)",42.53,Berlin,2018,Marathon,Garmin,0.33500000000000085,0.33500000000000085,3.455
2561,F,,3:27:18,4:55/km,18314083,1849086107,Garmin Forerunner 910XT,NA,42.61,Berlin,2018,Marathon,Garmin,0.41499999999999915,0.41499999999999915,3.455
2562,M,35-44,3:27:19,4:55/km,27613591,1845420946,Garmin Forerunner 735XT,NA,42.49,Berlin,2018,Marathon,Garmin,0.2950000000000017,0.2950000000000017,3.455277777777778
2563,M,,3:27:20,4:55/km,14373556,1845470107,Garmin fenix 3,NA,43.34,Berlin,2018,Marathon,Garmin,1.1450000000000031,1.1450000000000031,3.4555555555555557
2564,M,,3:27:21,4:55/km,22943401,1935347361,,"ASICS GT1000(1,985.1 km)",43.2,Berlin,2018,Marathon,,1.0050000000000026,1.0050000000000026,3.4558333333333335
2565,M,45-54,3:27:22,4:55/km,21143601,1846800460,Polar V800,NA,42.82,Berlin,2018,Marathon,Polar,0.625,0.625,3.4561111111111114
2566,F,75+,3:27:22,4:55/km,34748544,1919395952,Garmin Forerunner 235,NA,42.63,Berlin,2018,Marathon,Garmin,0.4350000000000023,0.4350000000000023,3.4561111111111114
2568,M,45-54,3:27:24,4:55/km,24726140,1846899380,Garmin Forerunner 630,NA,42.54,Berlin,2018,Marathon,Garmin,0.34499999999999886,0.34499999999999886,3.456666666666667
2569,M,25-34,3:27:25,4:55/km,13568995,1845060113,Garmin Forerunner 630,NA,42.55,Berlin,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,3.456944444444445
2571,M,25-34,3:27:25,4:55/km,26723841,1845863078,Suunto Spartan Ultra,NA,43.01,Berlin,2018,Marathon,Suunto,0.8149999999999977,0.8149999999999977,3.456944444444445
2572,M,25-34,3:27:26,4:55/km,7495039,1846381541,Garmin fenix 3,adidas UltraBoost(855.5 km),43.2,Berlin,2018,Marathon,Garmin,1.0050000000000026,1.0050000000000026,3.457222222222222
2573,M,25-34,3:27:27,4:55/km,21940103,1845139267,Garmin Forerunner 735XT,Mizuno Sayonara gelb(611.9 km),42.73,Berlin,2018,Marathon,Garmin,0.5349999999999966,0.5349999999999966,3.4575
2574,F,25-34,3:27:27,4:55/km,16163472,1845253727,Garmin Forerunner 230,NA,42.48,Berlin,2018,Marathon,Garmin,0.2849999999999966,0.2849999999999966,3.4575
2575,M,,3:27:29,4:55/km,20936136,1845673638,Garmin Forerunner 35,Nike Zoom Fly(96.4 km),42.59,Berlin,2018,Marathon,Garmin,0.3950000000000031,0.3950000000000031,3.4580555555555557
2576,M,35-44,3:27:30,4:55/km,15448837,1845384868,Garmin fenix 3,NA,42.99,Berlin,2018,Marathon,Garmin,0.7950000000000017,0.7950000000000017,3.4583333333333335
2577,M,25-34,3:27:30,4:55/km,18144622,1845627763,Garmin Forerunner 235,"adidas Energy Boost(3,183.4 km)",43.42,Berlin,2018,Marathon,Garmin,1.2250000000000014,1.2250000000000014,3.4583333333333335
2578,M,35-44,3:27:31,4:55/km,11286278,1845244206,,Saucony Kinvara-9(874.6 km),42.98,Berlin,2018,Marathon,,0.7849999999999966,0.7849999999999966,3.4586111111111113
2579,M,25-34,3:27:31,4:55/km,29930896,1845424117,Apple Watch Series 3,NA,42.62,Berlin,2018,Marathon,Apple,0.42499999999999716,0.42499999999999716,3.4586111111111113
2580,M,35-44,3:27:31,4:55/km,14018474,1847016076,Garmin fenix,NA,42.68,Berlin,2018,Marathon,Garmin,0.48499999999999943,0.48499999999999943,3.4586111111111113
2581,F,,3:27:32,4:55/km,16630697,1845116239,Garmin Forerunner 235,"adidas Supernova Glide(5,431.6 km)",42.51,Berlin,2018,Marathon,Garmin,0.3149999999999977,0.3149999999999977,3.458888888888889
2582,M,25-34,3:27:32,4:55/km,31627029,1845535883,Garmin Forerunner 735XT,NA,42.57,Berlin,2018,Marathon,Garmin,0.375,0.375,3.458888888888889
2583,M,,3:27:32,4:55/km,1825361,1906496843,Garmin Forerunner 220,NA,42.56,Berlin,2018,Marathon,Garmin,0.365000000000002,0.365000000000002,3.458888888888889
2584,M,35-44,3:27:33,4:55/km,393121,1845771467,Garmin Forerunner 630,Nike PEGASUS 34(654.9 km),42.55,Berlin,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,3.459166666666667
2585,M,,3:27:34,4:55/km,2201323,1845133970,Garmin Forerunner 225,Nike Lunaracer(574.9 km),42.54,Berlin,2018,Marathon,Garmin,0.34499999999999886,0.34499999999999886,3.4594444444444448
2586,M,,3:27:35,4:55/km,15179263,1845630511,Garmin fenix 3,NA,43.18,Berlin,2018,Marathon,Garmin,0.9849999999999994,0.9849999999999994,3.4597222222222226
2587,M,45-54,3:27:35,4:55/km,7943860,1846101191,Garmin fenix 5,adidas Energy Boost(810.0 km),42.88,Berlin,2018,Marathon,Garmin,0.6850000000000023,0.6850000000000023,3.4597222222222226
2588,M,,3:27:35,4:55/km,17686754,1846190167,Suunto,NA,42.87,Berlin,2018,Marathon,Suunto,0.6749999999999972,0.6749999999999972,3.4597222222222226
2589,M,,3:27:36,4:55/km,16503178,1845249361,Garmin Forerunner 235,NA,42.57,Berlin,2018,Marathon,Garmin,0.375,0.375,3.46
2590,,,3:27:36,4:55/km,15104799,1845439003,Garmin Forerunner 235,NA,42.6,Berlin,2018,Marathon,Garmin,0.40500000000000114,0.40500000000000114,3.46
2591,M,45-54,3:27:37,4:55/km,8326818,1846007457,Garmin Forerunner 935,NA,42.96,Berlin,2018,Marathon,Garmin,0.7650000000000006,0.7650000000000006,3.460277777777778
2592,M,45-54,3:27:38,4:55/km,20703608,1845034744,Garmin fenix 5,NA,42.99,Berlin,2018,Marathon,Garmin,0.7950000000000017,0.7950000000000017,3.4605555555555556
2593,M,45-54,3:27:38,4:55/km,2798100,1845198315,Garmin fenix 5X,NA,43.36,Berlin,2018,Marathon,Garmin,1.1649999999999991,1.1649999999999991,3.4605555555555556
2594,M,20-24,3:27:38,4:55/km,30883082,1851636049,Garmin Forerunner 920XT,NA,42.47,Berlin,2018,Marathon,Garmin,0.2749999999999986,0.2749999999999986,3.4605555555555556
2595,F,35-44,3:27:40,4:55/km,32337125,1845077802,Garmin Forerunner 235,NA,42.63,Berlin,2018,Marathon,Garmin,0.4350000000000023,0.4350000000000023,3.4611111111111112
2596,M,55-64,3:27:40,4:55/km,34734451,1946100722,Garmin Forerunner 910XT,NA,42.88,Berlin,2018,Marathon,Garmin,0.6850000000000023,0.6850000000000023,3.4611111111111112
2597,F,,3:27:42,4:55/km,2737959,1845327401,Garmin Forerunner 35,NA,43.04,Berlin,2018,Marathon,Garmin,0.8449999999999989,0.8449999999999989,3.461666666666667
2598,M,25-34,3:27:42,4:55/km,25435935,1845795713,Garmin Forerunner 935,"New Balance Fresh Foam Zante(3,244.6 km)",42.79,Berlin,2018,Marathon,Garmin,0.5949999999999989,0.5949999999999989,3.461666666666667
2601,M,25-34,3:27:43,4:55/km,13898293,1845175876,Polar M400,New Balance M1500V4(609.8 km),42.99,Berlin,2018,Marathon,Polar,0.7950000000000017,0.7950000000000017,3.4619444444444447
2603,M,35-44,3:27:44,4:55/km,24211885,1845528696,Garmin Forerunner 920XT,NA,42.2,Berlin,2018,Marathon,Garmin,0.005000000000002558,0.005000000000002558,3.4622222222222225
2604,M,,3:27:45,4:55/km,6528111,1845292748,Garmin Forerunner 225,"Mizuno Wave Inspire 13(3,080.0 km)",41.89,Berlin,2018,Marathon,Garmin,-0.3049999999999997,0.3049999999999997,3.4625000000000004
2605,M,35-44,3:27:45,4:55/km,12729189,1845952506,Polar V800,New Balance 1500v4(222.6 km),42.75,Berlin,2018,Marathon,Polar,0.5549999999999997,0.5549999999999997,3.4625000000000004
2606,M,20-24,3:27:47,4:55/km,28842741,1845899116,Garmin Forerunner 235,"Nike Zoom fly RED(1,156.9 km)",42.63,Berlin,2018,Marathon,Garmin,0.4350000000000023,0.4350000000000023,3.4630555555555556
2607,M,,3:27:49,4:56/km,25468126,1845349264,Garmin fenix 3,NA,42.87,Berlin,2018,Marathon,Garmin,0.6749999999999972,0.6749999999999972,3.463611111111111
2608,M,35-44,3:27:49,4:56/km,16455908,1845543245,Garmin fenix 5,ASICS GT-1000 6(131.4 km),42.69,Berlin,2018,Marathon,Garmin,0.49499999999999744,0.49499999999999744,3.463611111111111
2609,M,,3:27:49,4:56/km,11692069,1845745244,Garmin fenix 3,"ASICS Gel Nimbus 19(1,175.9 km)",42.87,Berlin,2018,Marathon,Garmin,0.6749999999999972,0.6749999999999972,3.463611111111111
2610,M,35-44,3:27:50,4:56/km,28511040,1845056261,Garmin Forerunner 235,NA,42.53,Berlin,2018,Marathon,Garmin,0.33500000000000085,0.33500000000000085,3.463888888888889
2611,M,20-24,3:27:50,4:56/km,20067973,1845695288,Polar M430,"Nike Air Zoom Vomero 13(1,574.5 km)",42.93,Berlin,2018,Marathon,Polar,0.7349999999999994,0.7349999999999994,3.463888888888889
2612,M,,3:27:50,4:56/km,12424796,1852892380,Garmin Forerunner 735XT,NA,42.54,Berlin,2018,Marathon,Garmin,0.34499999999999886,0.34499999999999886,3.463888888888889
2613,F,35-44,3:27:51,4:56/km,27448752,1848524732,Garmin fenix 5S,NA,43.02,Berlin,2018,Marathon,Garmin,0.8250000000000028,0.8250000000000028,3.464166666666667
2614,M,35-44,3:27:52,4:56/km,11172397,1845207261,Fitbit Ionic,NA,42.55,Berlin,2018,Marathon,Fitbit,0.3549999999999969,0.3549999999999969,3.4644444444444447
2615,M,45-54,3:27:52,4:56/km,27658117,1845326483,Garmin fenix Chronos,"On CloudRacer(1,998.0 km)",43.06,Berlin,2018,Marathon,Garmin,0.865000000000002,0.865000000000002,3.4644444444444447
2616,M,25-34,3:27:52,4:56/km,18529027,1949313907,Polar V800,NA,42.78,Berlin,2018,Marathon,Polar,0.5850000000000009,0.5850000000000009,3.4644444444444447
2617,M,35-44,3:27:54,4:56/km,30443996,1845219056,Garmin Forerunner 935,NA,42.58,Berlin,2018,Marathon,Garmin,0.384999999999998,0.384999999999998,3.4650000000000003
2618,M,35-44,3:27:54,4:56/km,9120668,1845551777,Garmin fenix 3,"adidas EnergyBoost(1,629.3 km)",42.88,Berlin,2018,Marathon,Garmin,0.6850000000000023,0.6850000000000023,3.4650000000000003
2619,M,25-34,3:27:54,4:56/km,1202004,1848468673,Garmin Forerunner 620,NA,42.59,Berlin,2018,Marathon,Garmin,0.3950000000000031,0.3950000000000031,3.4650000000000003
2620,M,25-34,3:27:56,4:56/km,29154413,1845125386,iPhone App,NA,43.1,Berlin,2018,Marathon,iPhone,0.9050000000000011,0.9050000000000011,3.465555555555556
2621,M,35-44,3:27:56,4:56/km,18274405,1845523913,Suunto,adidas ADIZERO BOSTON 6(812.8 km),42.89,Berlin,2018,Marathon,Suunto,0.6950000000000003,0.6950000000000003,3.465555555555556
2622,M,20-24,3:27:56,4:56/km,14086949,1847473025,Garmin Forerunner 735XT,NA,42.59,Berlin,2018,Marathon,Garmin,0.3950000000000031,0.3950000000000031,3.465555555555556
2623,,,3:27:57,4:56/km,30857983,1845095653,Garmin Forerunner 235,NA,42.55,Berlin,2018,Marathon,Garmin,0.3549999999999969,0.3549999999999969,3.4658333333333333
