,Rank,Gender,Age,Finish,Pace,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
1,1,M,35-44,2:22:18,3:22/km,14064754,768098300,Garmin Forerunner 230,NA,42.51,New York,2016,Marathon,Garmin,0.3149999999999977,0.3149999999999977,NA,2.3716666666666666
2,2,M,25-34,2:26:50,3:29/km,10301465,772195229,Garmin Forerunner 610,Adidas Adizero Adios Boost 2 M,42.27,New York,2016,Marathon,Garmin,0.07500000000000284,0.07500000000000284,Adidas,2.4472222222222224
3,3,M,35-44,2:30:44,3:34/km,7844666,768177830,TomTom,Adidas Adios,42.51,New York,2016,Marathon,TomTom,0.3149999999999977,0.3149999999999977,Adidas,2.5122222222222224
4,4,M,NA,2:30:49,3:34/km,13501456,768191818,Garmin Forerunner 230,NA,42.83,New York,2016,Marathon,Garmin,0.634999999999998,0.634999999999998,NA,2.513611111111111
5,5,NA,NA,2:31:49,3:36/km,10586380,768381661,Fitbit Surge,NA,42.29,New York,2016,Marathon,Fitbit,0.09499999999999886,0.09499999999999886,NA,2.5302777777777776
6,6,M,25-34,2:32:37,3:37/km,7094960,768053133,Garmin Forerunner 15,New Balance Vazee,42.61,New York,2016,Marathon,Garmin,0.41499999999999915,0.41499999999999915,New Balance,2.543611111111111
7,7,M,45-54,2:33:34,3:38/km,1108954,768726458,Suunto,NA,42.93,New York,2016,Marathon,Suunto,0.7349999999999994,0.7349999999999994,NA,2.5594444444444444
8,8,M,35-44,2:34:49,3:40/km,787427,768384284,Garmin Forerunner 735XT,Adidas Adios 2 Boost,42.43,New York,2016,Marathon,Garmin,0.23499999999999943,0.23499999999999943,Adidas,2.5802777777777774
9,9,NA,NA,2:36:07,3:42/km,3022689,772452889,Garmin Forerunner 25,Altra One,42.44,New York,2016,Marathon,Garmin,0.24499999999999744,0.24499999999999744,Altra,2.6019444444444444
10,10,M,35-44,2:36:10,3:42/km,3911261,768230809,Garmin Forerunner 920XT,NA,42.46,New York,2016,Marathon,Garmin,0.26500000000000057,0.26500000000000057,NA,2.602777777777778
11,11,M,35-44,2:36:47,3:43/km,72954,768187892,Garmin Forerunner 910XT,Skechers Gorun 4 2016,42.7,New York,2016,Marathon,Garmin,0.5050000000000026,0.5050000000000026,Skechers,2.6130555555555555
12,12,M,35-44,2:36:57,3:43/km,7811808,768027107,Garmin Forerunner 735XT,NA,42.78,New York,2016,Marathon,Garmin,0.5850000000000009,0.5850000000000009,NA,2.6158333333333332
13,13,M,NA,2:37:41,3:44/km,17434466,774329187,Garmin Forerunner 910XT,NA,42.38,New York,2016,Marathon,Garmin,0.18500000000000227,0.18500000000000227,NA,2.6280555555555556
14,14,M,35-44,2:37:47,3:44/km,4961696,768315113,Garmin Forerunner 920XT,Adidas Adios Boost Orange,42.79,New York,2016,Marathon,Garmin,0.5949999999999989,0.5949999999999989,Adidas,2.629722222222222
15,15,M,25-34,2:38:02,3:45/km,1956409,768032880,Garmin Forerunner 920XT,NA,42.61,New York,2016,Marathon,Garmin,0.41499999999999915,0.41499999999999915,NA,2.633888888888889
16,16,M,NA,2:38:11,3:45/km,12779886,768149102,Garmin Forerunner 235,Unbranded,42.4,New York,2016,Marathon,Garmin,0.2049999999999983,0.2049999999999983,Unbranded,2.636388888888889
17,17,M,NA,2:38:38,3:46/km,9646245,768072370,Garmin Forerunner 620,NA,43.11,New York,2016,Marathon,Garmin,0.9149999999999991,0.9149999999999991,NA,2.6438888888888887
18,18,M,35-44,2:39:01,3:46/km,10513773,768150139,Garmin Forerunner 110,Asics Gel Hyper Speed 7,42.84,New York,2016,Marathon,Garmin,0.6450000000000031,0.6450000000000031,Asics,2.6502777777777777
19,19,M,45-54,2:39:11,3:46/km,1618079,768279864,Garmin Forerunner 230,NA,42.6,New York,2016,Marathon,Garmin,0.40500000000000114,0.40500000000000114,NA,2.6530555555555555
20,20,M,25-34,2:39:37,3:47/km,4815718,767988610,Garmin Forerunner 225,NA,42.22,New York,2016,Marathon,Garmin,0.02499999999999858,0.02499999999999858,NA,2.6602777777777775
21,21,M,25-34,2:39:51,3:47/km,1286794,768133737,Garmin Forerunner 620,NA,42.62,New York,2016,Marathon,Garmin,0.42499999999999716,0.42499999999999716,NA,2.6641666666666666
22,22,M,20-24,2:40:44,3:49/km,14298754,768329710,Garmin Forerunner 10,NA,42.31,New York,2016,Marathon,Garmin,0.11500000000000199,0.11500000000000199,NA,2.678888888888889
23,23,M,35-44,2:40:49,3:49/km,440907,768058635,Garmin Forerunner 620,Adidas Adidas Adios Boost 3,42.88,New York,2016,Marathon,Garmin,0.6850000000000023,0.6850000000000023,Adidas,2.6802777777777775
24,24,M,25-34,2:40:50,3:49/km,11283613,768630660,Garmin Forerunner 230,Nike Zoom Streak 6,42.44,New York,2016,Marathon,Garmin,0.24499999999999744,0.24499999999999744,Nike,2.6805555555555554
25,25,M,35-44,2:40:52,3:49/km,7503400,768104129,Garmin fenix 3,Adidas Boston 6,43.2,New York,2016,Marathon,Garmin,1.0050000000000026,1.0050000000000026,Adidas,2.681111111111111
26,26,M,35-44,2:41:00,3:49/km,9018505,768080277,Garmin Forerunner 920XT,Adidas Adizero Boost,42.41,New York,2016,Marathon,Garmin,0.2149999999999963,0.2149999999999963,Adidas,2.6833333333333336
27,27,M,35-44,2:41:34,3:50/km,6616769,768027100,Garmin Forerunner 235,Nike Zoom Streak 6 ,42.35,New York,2016,Marathon,Garmin,0.15500000000000114,0.15500000000000114,Nike,2.692777777777778
28,28,M,35-44,2:41:39,3:50/km,413146,768148118,Garmin Forerunner 735XT,Brooks St Racer 5,42.38,New York,2016,Marathon,Garmin,0.18500000000000227,0.18500000000000227,Brooks,2.694166666666667
29,29,M,25-34,2:41:46,3:50/km,8605442,768045063,Garmin fenix 3,Asics Gel-Ds Racer,43.17,New York,2016,Marathon,Garmin,0.9750000000000014,0.9750000000000014,Asics,2.6961111111111116
30,30,M,35-44,2:41:51,3:50/km,1070755,768167638,Garmin Forerunner 15,NA,42.19,New York,2016,Marathon,Garmin,-0.005000000000002558,0.005000000000002558,NA,2.6975000000000002
31,31,M,35-44,2:42:09,3:51/km,8975827,768178222,Garmin Forerunner 620,NA,43.09,New York,2016,Marathon,Garmin,0.8950000000000031,0.8950000000000031,NA,2.7025
32,32,M,NA,2:42:15,3:51/km,2980463,768186152,Garmin Forerunner 610,NA,42.52,New York,2016,Marathon,Garmin,0.32500000000000284,0.32500000000000284,NA,2.704166666666667
