,Rank,Gender,Age,Finish,Pace,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
1,1,M,NA,2:09:03,3:04/km,9647279,743899423,Garmin Edge 510,NA,42.48,Chicago,2016,Marathon,Garmin,0.2849999999999966,0.2849999999999966,NA,2.1508333333333334
2,2,M,NA,2:19:39,3:19/km,9721808,739582034,Garmin Forerunner 235,NA,43.56,Chicago,2016,Marathon,Garmin,1.365000000000002,1.365000000000002,NA,2.3274999999999997
3,3,M,NA,2:19:52,3:19/km,11747326,739530382,Garmin Forerunner 220,NA,43.52,Chicago,2016,Marathon,Garmin,1.3250000000000028,1.3250000000000028,NA,2.331111111111111
4,4,M,25-34,2:20:21,3:20/km,7381998,740787808,Garmin Forerunner 620,NA,43.95,Chicago,2016,Marathon,Garmin,1.7550000000000026,1.7550000000000026,NA,2.339166666666667
5,5,M,NA,2:21:02,3:21/km,9387884,739534927,Garmin Forerunner 235,Asics Ds-Trainer 21,43.05,Chicago,2016,Marathon,Garmin,0.8549999999999969,0.8549999999999969,Asics,2.3505555555555557
6,6,M,25-34,2:22:25,3:23/km,8256022,739659788,Garmin Forerunner 630,Asics 33 Fa,42.64,Chicago,2016,Marathon,Garmin,0.4450000000000003,0.4450000000000003,Asics,2.3736111111111113
7,7,M,35-44,2:22:25,3:23/km,1706134,1880136495,Garmin Forerunner 630,NA,42.64,Chicago,2016,Marathon,Garmin,0.4450000000000003,0.4450000000000003,NA,2.3736111111111113
8,8,M,35-44,2:24:10,3:25/km,4341277,739558047,Garmin Forerunner 620,NA,43.33,Chicago,2016,Marathon,Garmin,1.134999999999998,1.134999999999998,NA,2.4027777777777777
9,9,M,25-34,2:24:55,3:26/km,21785650,991322672,Garmin Forerunner 630,NA,44.17,Chicago,2016,Marathon,Garmin,1.9750000000000014,1.9750000000000014,NA,2.415277777777778
10,10,M,25-34,2:24:56,3:26/km,18026844,743428111,GPX,NA,43.03,Chicago,2016,Marathon,GPX,0.8350000000000009,0.8350000000000009,NA,2.4155555555555557
11,11,M,NA,2:25:28,3:27/km,17080735,753910943,Garmin Forerunner 235,NA,44.88,Chicago,2016,Marathon,Garmin,2.6850000000000023,2.6850000000000023,NA,2.424444444444444
12,12,M,25-34,2:26:44,3:29/km,307920,739711000,Garmin Forerunner 310XT,NA,43.03,Chicago,2016,Marathon,Garmin,0.8350000000000009,0.8350000000000009,NA,2.445555555555556
13,13,M,25-34,2:27:42,3:30/km,11969441,739726418,Garmin Forerunner 25,NA,43.61,Chicago,2016,Marathon,Garmin,1.4149999999999991,1.4149999999999991,NA,2.461666666666667
14,14,M,25-34,2:27:49,3:30/km,14913658,739912359,Garmin fenix 3,Saucony Zelot,43.98,Chicago,2016,Marathon,Garmin,1.7849999999999966,1.7849999999999966,Saucony,2.463611111111111
15,15,M,35-44,2:30:04,3:33/km,9426736,740409876,Garmin Forerunner 620,NA,43.83,Chicago,2016,Marathon,Garmin,1.634999999999998,1.634999999999998,NA,2.5011111111111113
16,16,M,35-44,2:30:14,3:34/km,1149587,739975011,Garmin fenix 3,Skechers Gospeed Elite - White/Black Wear Test,44.09,Chicago,2016,Marathon,Garmin,1.8950000000000031,1.8950000000000031,Skechers,2.503888888888889
17,17,M,NA,2:30:52,3:35/km,18155850,766864761,GPX,NA,43.69,Chicago,2016,Marathon,GPX,1.4949999999999974,1.4949999999999974,NA,2.5144444444444445
18,18,M,25-34,2:31:09,3:35/km,982789,739523241,Garmin Forerunner 620,Nike Zoom Streak 6 White,43.7,Chicago,2016,Marathon,Garmin,1.5050000000000026,1.5050000000000026,Nike,2.5191666666666666
19,19,M,NA,2:31:10,3:35/km,11341262,739672823,Garmin Forerunner 220,NA,43.35,Chicago,2016,Marathon,Garmin,1.1550000000000011,1.1550000000000011,NA,2.5194444444444444
20,20,F,20-24,2:31:33,3:35/km,6391501,739912788,Garmin Forerunner 920XT,NA,43.83,Chicago,2016,Marathon,Garmin,1.634999999999998,1.634999999999998,NA,2.5258333333333334
21,21,M,NA,2:31:43,3:36/km,11763993,739945721,Garmin Forerunner 25,Saucony A6,43.35,Chicago,2016,Marathon,Garmin,1.1550000000000011,1.1550000000000011,Saucony,2.528611111111111
22,22,M,35-44,2:31:53,3:36/km,4728612,739558167,Garmin Forerunner 220,New Balance 1400V4,42.6,Chicago,2016,Marathon,Garmin,0.40500000000000114,0.40500000000000114,New Balance,2.531388888888889
23,23,M,45-54,2:32:04,3:36/km,1108954,743373935,Suunto,NA,44.09,Chicago,2016,Marathon,Suunto,1.8950000000000031,1.8950000000000031,NA,2.5344444444444445
24,24,M,25-34,2:32:06,3:36/km,2143402,744886908,Garmin Forerunner 620,Adidas Adios Boots,42.76,Chicago,2016,Marathon,Garmin,0.5649999999999977,0.5649999999999977,Adidas,2.5349999999999997
25,25,M,NA,2:32:12,3:36/km,13493336,739653883,Garmin Forerunner 220,NA,44.28,Chicago,2016,Marathon,Garmin,2.085000000000001,2.085000000000001,NA,2.5366666666666666
26,26,M,NA,2:32:17,3:37/km,17955817,739637554,Garmin Forerunner 220,NA,44.08,Chicago,2016,Marathon,Garmin,1.884999999999998,1.884999999999998,NA,2.5380555555555553
27,27,M,25-34,2:33:01,3:38/km,13692773,739857196,Garmin Forerunner 620,NA,43.44,Chicago,2016,Marathon,Garmin,1.2449999999999974,1.2449999999999974,NA,2.5502777777777776
28,28,M,25-34,2:33:10,3:38/km,23807531,1109523906,Garmin Forerunner 610,Saucony Guide,42.88,Chicago,2016,Marathon,Garmin,0.6850000000000023,0.6850000000000023,Saucony,2.5527777777777776
29,29,M,35-44,2:33:18,3:38/km,10338169,739997043,Garmin Forerunner 220,Adidas Adios Boost 2.0,43.86,Chicago,2016,Marathon,Garmin,1.6649999999999991,1.6649999999999991,Adidas,2.5549999999999997
30,30,M,25-34,2:34:25,3:40/km,61985,740307382,Garmin Forerunner 235,NA,43.73,Chicago,2016,Marathon,Garmin,1.5349999999999966,1.5349999999999966,NA,2.573611111111111
31,31,M,45-54,2:34:59,3:40/km,15405687,739749021,Garmin Forerunner 220,NA,43.4,Chicago,2016,Marathon,Garmin,1.2049999999999983,1.2049999999999983,NA,2.583055555555555
32,32,M,35-44,2:35:33,3:41/km,6198190,739718000,Garmin Forerunner 235,Salming 2016 Race,43.25,Chicago,2016,Marathon,Garmin,1.0549999999999997,1.0549999999999997,Salming,2.5925000000000002
33,33,M,25-34,2:35:45,3:41/km,12250294,739576729,Garmin Forerunner 620,NA,43.11,Chicago,2016,Marathon,Garmin,0.9149999999999991,0.9149999999999991,NA,2.5958333333333337
34,34,M,25-34,2:36:00,3:42/km,5211155,739637014,Garmin Forerunner 220,Adidas Random Shoes,44.23,Chicago,2016,Marathon,Garmin,2.0349999999999966,2.0349999999999966,Adidas,2.6
35,35,M,35-44,2:36:11,3:42/km,13230775,740008057,Garmin Forerunner 235,NA,43.24,Chicago,2016,Marathon,Garmin,1.0450000000000017,1.0450000000000017,NA,2.6030555555555557
36,36,M,35-44,2:36:38,3:43/km,5255581,739851325,Garmin Forerunner 920XT,Adidas Boston,43.4,Chicago,2016,Marathon,Garmin,1.2049999999999983,1.2049999999999983,Adidas,2.6105555555555555
37,37,M,25-34,2:37:02,3:43/km,5715883,739612291,Garmin Forerunner 620,Mizuno Wave Inspire,43.75,Chicago,2016,Marathon,Garmin,1.5549999999999997,1.5549999999999997,Mizuno,2.6172222222222223
38,38,M,25-34,2:37:05,3:43/km,2886100,739837487,Garmin Forerunner 620,NA,43.66,Chicago,2016,Marathon,Garmin,1.4649999999999963,1.4649999999999963,NA,2.618055555555556
39,39,M,45-54,2:37:23,3:44/km,1363147,739533716,Garmin fenix 3,Asics Gel-Super J33 2,45.46,Chicago,2016,Marathon,Garmin,3.2650000000000006,3.2650000000000006,Asics,2.6230555555555557
40,40,M,25-34,2:38:02,3:45/km,13507601,739610831,Garmin Forerunner 220,Nike Pegasus 32,43.57,Chicago,2016,Marathon,Garmin,1.375,1.375,Nike,2.633888888888889
41,41,M,35-44,2:38:06,3:45/km,17785068,739812167,Garmin Forerunner 230,NA,44.4,Chicago,2016,Marathon,Garmin,2.2049999999999983,2.2049999999999983,NA,2.635
42,42,M,35-44,2:38:26,3:45/km,7427144,739697201,Garmin fenix 2,NA,43.6,Chicago,2016,Marathon,Garmin,1.4050000000000011,1.4050000000000011,NA,2.6405555555555553
43,43,M,25-34,2:38:43,3:46/km,8444732,739498843,Garmin Forerunner 620,Mizuno Wave Inspire 11,43.4,Chicago,2016,Marathon,Garmin,1.2049999999999983,1.2049999999999983,Mizuno,2.645277777777778
44,44,F,25-34,2:38:45,3:46/km,7842901,739498746,Garmin Forerunner 220,NA,43.55,Chicago,2016,Marathon,Garmin,1.3549999999999969,1.3549999999999969,NA,2.6458333333333335
45,45,M,35-44,2:38:45,3:46/km,10531745,741004116,TomTom,NA,42.5,Chicago,2016,Marathon,TomTom,0.3049999999999997,0.3049999999999997,NA,2.6458333333333335
46,46,M,45-54,2:39:00,3:46/km,5836122,739587609,Garmin Forerunner 15,Adidas Adios 1 Haile,42.64,Chicago,2016,Marathon,Garmin,0.4450000000000003,0.4450000000000003,Adidas,2.65
47,47,M,35-44,2:39:27,3:47/km,783362,739669312,Garmin Forerunner 220,Asics Gel Foundation 12 ,43.54,Chicago,2016,Marathon,Garmin,1.3449999999999989,1.3449999999999989,Asics,2.6574999999999998
48,48,M,35-44,2:39:30,3:47/km,12958374,747483061,Garmin Forerunner 220,NA,43.81,Chicago,2016,Marathon,Garmin,1.615000000000002,1.615000000000002,NA,2.658333333333333
49,49,M,45-54,2:39:41,3:47/km,13406631,772295429,Garmin Forerunner 235,NA,43.91,Chicago,2016,Marathon,Garmin,1.7149999999999963,1.7149999999999963,NA,2.661388888888889
50,50,NA,NA,2:39:45,3:47/km,11491402,739792871,NA,NA,42.97,Chicago,2016,Marathon,NA,0.7749999999999986,0.7749999999999986,NA,2.6625
51,51,M,45-54,2:39:47,3:47/km,11708537,739615542,TomTom,Nike Lunar Racer,43.03,Chicago,2016,Marathon,TomTom,0.8350000000000009,0.8350000000000009,Nike,2.6630555555555553
52,52,M,35-44,2:39:55,3:47/km,6495860,739592196,Garmin Forerunner 620,NA,43.68,Chicago,2016,Marathon,Garmin,1.4849999999999994,1.4849999999999994,NA,2.665277777777778
