,Rank,Gender,Age,Finish,Pace,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
1,1,M,45-54,1:46:05,2:31/km,3036349,946283046,Strava iPhone App,NA,42.7,Boston,2017,Marathon,Strava,0.5050000000000026,0.5050000000000026,NA,1.7680555555555555
2,2,M,25-34,2:20:19,3:20/km,641545,946445697,Garmin Forerunner 220,NA,42.36,Boston,2017,Marathon,Garmin,0.16499999999999915,0.16499999999999915,NA,2.338611111111111
3,3,M,NA,2:20:20,3:20/km,7115616,969415746,Garmin Forerunner 220,NA,42.42,Boston,2017,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.338888888888889
4,4,M,25-34,2:22:27,3:23/km,7398671,946683109,Garmin vivoactive HR,Saucony Fastwich 8,42.39,Boston,2017,Marathon,Garmin,0.19500000000000028,0.19500000000000028,Saucony,2.3741666666666665
5,5,M,25-34,2:23:24,3:24/km,8169908,946420982,Garmin Forerunner 620,NA,42.32,Boston,2017,Marathon,Garmin,0.125,0.125,NA,2.39
6,6,NA,NA,2:23:45,3:24/km,9103532,947037176,Garmin Forerunner 35,NA,42.47,Boston,2017,Marathon,Garmin,0.2749999999999986,0.2749999999999986,NA,2.3958333333333335
7,7,M,NA,2:23:55,3:25/km,17895639,946414438,Garmin Forerunner 630,Adidas Adios Boost,42.44,Boston,2017,Marathon,Garmin,0.24499999999999744,0.24499999999999744,Adidas,2.3986111111111112
8,8,M,35-44,2:24:27,3:25/km,615060,946688829,Suunto Ambit3 Peak,Hoka One One Tracer,42.5,Boston,2017,Marathon,Suunto,0.3049999999999997,0.3049999999999997,Hoka,2.4074999999999998
9,9,M,25-34,2:24:38,3:26/km,7038362,949695327,Garmin Forerunner 620,Skechers Gomeb Speed 2S,42.41,Boston,2017,Marathon,Garmin,0.2149999999999963,0.2149999999999963,Skechers,2.4105555555555553
10,10,M,35-44,2:25:04,3:26/km,307999,946404088,Garmin Forerunner 620,NA,42.26,Boston,2017,Marathon,Garmin,0.06499999999999773,0.06499999999999773,NA,2.417777777777778
11,11,M,25-34,2:25:35,3:27/km,2167255,946457042,Garmin Forerunner 405,Nike Flyknit Streak,42.34,Boston,2017,Marathon,Garmin,0.14500000000000313,0.14500000000000313,Nike,2.426388888888889
12,12,M,NA,2:26:40,3:29/km,15782456,946539707,Garmin Forerunner 235,NA,42.36,Boston,2017,Marathon,Garmin,0.16499999999999915,0.16499999999999915,NA,2.4444444444444446
13,13,M,35-44,2:26:52,3:29/km,5267227,951074315,Garmin Forerunner 910XT,Altra Escalante Boston 2017,42.54,Boston,2017,Marathon,Garmin,0.34499999999999886,0.34499999999999886,Altra,2.447777777777778
14,14,M,25-34,2:27:40,3:30/km,3395561,947427726,Suunto Ambit3 Sport,Salomon Sonic Pro,42.47,Boston,2017,Marathon,Suunto,0.2749999999999986,0.2749999999999986,Salomon,2.4611111111111112
15,15,M,NA,2:27:45,3:30/km,6785061,947507007,Garmin Forerunner 25,NA,42.37,Boston,2017,Marathon,Garmin,0.17499999999999716,0.17499999999999716,NA,2.4625000000000004
16,16,M,45-54,2:27:50,3:30/km,1108954,947444742,Suunto Ambit3 Peak,NA,42.49,Boston,2017,Marathon,Suunto,0.2950000000000017,0.2950000000000017,NA,2.463888888888889
17,17,M,25-34,2:28:28,3:31/km,2469040,946966295,Garmin Forerunner 235,Nike Boston 2017,42.45,Boston,2017,Marathon,Garmin,0.25500000000000256,0.25500000000000256,Nike,2.4744444444444444
18,18,M,35-44,2:28:43,3:31/km,77908,946600499,Garmin Forerunner 235,Nike Shoes,42.42,Boston,2017,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Nike,2.4786111111111113
19,19,M,NA,2:28:45,3:32/km,6886338,946551247,Suunto Spartan Ultra,Nike Lunar Racer,42.51,Boston,2017,Marathon,Suunto,0.3149999999999977,0.3149999999999977,Nike,2.479166666666667
20,20,M,25-34,2:29:42,3:33/km,1837681,946535900,Garmin Forerunner 230,NA,42.45,Boston,2017,Marathon,Garmin,0.25500000000000256,0.25500000000000256,NA,2.495
21,21,M,NA,2:30:21,3:34/km,9071721,946698335,Garmin Forerunner 220,Adidas Tempo,42.41,Boston,2017,Marathon,Garmin,0.2149999999999963,0.2149999999999963,Adidas,2.5058333333333334
22,22,M,25-34,2:30:34,3:34/km,6190674,946476469,Suunto,Hoka One One Clayton ,42.42,Boston,2017,Marathon,Suunto,0.22500000000000142,0.22500000000000142,Hoka,2.5094444444444446
23,23,M,35-44,2:30:42,3:34/km,4341277,946419176,Garmin Forerunner 620,NA,42.36,Boston,2017,Marathon,Garmin,0.16499999999999915,0.16499999999999915,NA,2.5116666666666667
24,24,M,25-34,2:31:13,3:35/km,13586293,946607210,Garmin Forerunner 230,NA,42.37,Boston,2017,Marathon,Garmin,0.17499999999999716,0.17499999999999716,NA,2.520277777777778
25,25,M,20-24,2:31:37,3:36/km,5605679,946451174,Garmin Forerunner 220,NA,42.4,Boston,2017,Marathon,Garmin,0.2049999999999983,0.2049999999999983,NA,2.526944444444444
26,26,M,NA,2:31:58,3:36/km,17080735,956093326,Garmin Forerunner 235,NA,42.35,Boston,2017,Marathon,Garmin,0.15500000000000114,0.15500000000000114,NA,2.5327777777777776
27,27,M,35-44,2:32:01,3:36/km,4649627,946886975,Suunto Ambit2,Asics Gel Racers ,42.47,Boston,2017,Marathon,Suunto,0.2749999999999986,0.2749999999999986,Asics,2.533611111111111
28,28,M,55-64,2:32:16,3:37/km,3459351,1473078765,NA,NA,42.46,Boston,2017,Marathon,NA,0.26500000000000057,0.26500000000000057,NA,2.5377777777777775
29,29,M,25-34,2:32:16,3:37/km,34557138,2112914296,Suunto,NA,42.46,Boston,2017,Marathon,Suunto,0.26500000000000057,0.26500000000000057,NA,2.5377777777777775
30,30,NA,NA,2:32:16,3:37/km,10383257,2235444909,Suunto,NA,42.46,Boston,2017,Marathon,Suunto,0.26500000000000057,0.26500000000000057,NA,2.5377777777777775
31,31,M,45-54,2:32:16,3:37/km,3641164,2248548756,Suunto,NA,42.46,Boston,2017,Marathon,Suunto,0.26500000000000057,0.26500000000000057,NA,2.5377777777777775
32,32,M,NA,2:32:20,3:37/km,13220337,946565974,Garmin fenix 3,NA,42.45,Boston,2017,Marathon,Garmin,0.25500000000000256,0.25500000000000256,NA,2.5388888888888888
33,33,M,NA,2:32:51,3:37/km,7733247,947515750,Garmin Forerunner 410,Adidas Adios Boost 3,42.41,Boston,2017,Marathon,Garmin,0.2149999999999963,0.2149999999999963,Adidas,2.5475
34,34,M,NA,2:33:04,3:38/km,12397376,947776668,Garmin Forerunner 230,NA,42.48,Boston,2017,Marathon,Garmin,0.2849999999999966,0.2849999999999966,NA,2.551111111111111
35,35,M,NA,2:33:05,3:38/km,17776370,1047204654,Garmin Forerunner 25,NA,42.41,Boston,2017,Marathon,Garmin,0.2149999999999963,0.2149999999999963,NA,2.551388888888889
37,37,M,20-24,2:33:21,3:38/km,13314418,946548733,Garmin Forerunner 220,Adidas Adizero Adios Boost 3,42.36,Boston,2017,Marathon,Garmin,0.16499999999999915,0.16499999999999915,Adidas,2.555833333333333
38,38,M,35-44,2:33:31,3:38/km,18988069,946524453,Garmin Forerunner 630,NA,42.38,Boston,2017,Marathon,Garmin,0.18500000000000227,0.18500000000000227,NA,2.558611111111111
39,39,M,35-44,2:33:53,3:39/km,1201972,946576510,Garmin Forerunner 630,NA,42.38,Boston,2017,Marathon,Garmin,0.18500000000000227,0.18500000000000227,NA,2.564722222222222
40,40,M,25-34,2:33:57,3:39/km,7135650,946551443,Garmin Forerunner 220,NA,42.27,Boston,2017,Marathon,Garmin,0.07500000000000284,0.07500000000000284,NA,2.565833333333333
41,41,M,NA,2:34:00,3:39/km,13847312,946802422,Garmin Forerunner 230,Nike Streak 6 ,42.36,Boston,2017,Marathon,Garmin,0.16499999999999915,0.16499999999999915,Nike,2.5666666666666664
42,42,M,35-44,2:34:09,3:39/km,11449077,946519572,Garmin Forerunner 630,Reebok All Terrain Super,42.42,Boston,2017,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Reebok,2.5691666666666664
43,43,M,25-34,2:34:27,3:40/km,2602836,946577257,Garmin Forerunner 220,New Balance 1080,42.35,Boston,2017,Marathon,Garmin,0.15500000000000114,0.15500000000000114,New Balance,2.5741666666666663
44,44,M,25-34,2:34:32,3:40/km,727367,946457105,Garmin Forerunner 235,Nike Streak 6 Oc,42.5,Boston,2017,Marathon,Garmin,0.3049999999999997,0.3049999999999997,Nike,2.5755555555555554
45,45,M,NA,2:34:41,3:40/km,4565928,946430014,Garmin Forerunner 220,NA,42.42,Boston,2017,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.5780555555555553
46,46,M,35-44,2:34:49,3:40/km,7761936,946470907,Garmin Forerunner 630,Saucony Freedom Iso Boston,42.4,Boston,2017,Marathon,Garmin,0.2049999999999983,0.2049999999999983,Saucony,2.5802777777777774
47,47,M,NA,2:35:19,3:41/km,3336379,946416276,Garmin Forerunner 620,Pearl Izumi N2,42.36,Boston,2017,Marathon,Garmin,0.16499999999999915,0.16499999999999915,Pearl,2.588611111111111
48,48,M,NA,2:35:27,3:41/km,22814204,1046376923,Garmin Forerunner 220,NA,42.28,Boston,2017,Marathon,Garmin,0.08500000000000085,0.08500000000000085,NA,2.5908333333333333
49,49,M,25-34,2:35:40,3:41/km,11448506,946475431,Garmin Forerunner 630,Adidas Adios Boost,42.48,Boston,2017,Marathon,Garmin,0.2849999999999966,0.2849999999999966,Adidas,2.5944444444444446
