,Rank,Gender,Age,Finish,Pace,Athlet url,Race url,Watch,Shoes,Distance,City,Year,Race Type,Watch Brand,Watch Error,Watch Error Abs,Shoes Brand,Finish Numeric
1,1,M,25-34,2:13:06,3:09/km,15591954,1210844161,Polar V800,Hoka One One Bondi5,42.63,Berlin,2017,Marathon,Polar,0.4350000000000023,0.4350000000000023,Hoka,2.2183333333333333
2,2,M,25-34,2:16:56,3:15/km,21108275,1199155072,Garmin Forerunner 920XT,NA,42.56,Berlin,2017,Marathon,Garmin,0.365000000000002,0.365000000000002,NA,2.2822222222222224
3,3,M,35-44,2:17:17,3:15/km,1562663,1199627994,Garmin Forerunner 630,Adidas Adizero Adios 3 - 2017,42.42,Berlin,2017,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Adidas,2.2880555555555553
4,4,M,25-34,2:17:33,3:16/km,17046618,1200823286,Garmin Forerunner 230,Nike Pegasus 34,42.53,Berlin,2017,Marathon,Garmin,0.33500000000000085,0.33500000000000085,Nike,2.2925
5,5,M,NA,2:17:59,3:16/km,17782492,1199269243,Garmin Forerunner 620,Asolo Hyperspeed,42.56,Berlin,2017,Marathon,Garmin,0.365000000000002,0.365000000000002,Asolo,2.299722222222222
6,6,M,NA,2:18:07,3:16/km,15453939,1199122174,Garmin fenix 5,NA,42.79,Berlin,2017,Marathon,Garmin,0.5949999999999989,0.5949999999999989,NA,2.301944444444444
7,7,M,25-34,2:18:17,3:17/km,6906008,1199066157,TomTom,NA,42.52,Berlin,2017,Marathon,TomTom,0.32500000000000284,0.32500000000000284,NA,2.304722222222222
8,8,M,25-34,2:18:42,3:17/km,2473196,1199697381,Garmin fenix 5,Nike Vaporfly 4%,42.86,Berlin,2017,Marathon,Garmin,0.6649999999999991,0.6649999999999991,Nike,2.3116666666666665
9,9,M,25-34,2:19:36,3:19/km,9157186,1205318719,NA,NA,42.75,Berlin,2017,Marathon,NA,0.5549999999999997,0.5549999999999997,NA,2.326666666666666
10,10,M,NA,2:19:37,3:19/km,3441611,1199081117,Garmin Forerunner 235,NA,42.64,Berlin,2017,Marathon,Garmin,0.4450000000000003,0.4450000000000003,NA,2.326944444444444
11,11,M,25-34,2:19:39,3:19/km,6563413,1198901827,Garmin Forerunner 235,NA,42.62,Berlin,2017,Marathon,Garmin,0.42499999999999716,0.42499999999999716,NA,2.3274999999999997
