,Rank,Gender,Age,Finish,Pace,Athlet_url,Race_url,Watch,Shoes,Distance,City,Year,Race_Type,Watch_Brand,Watch_Error,Watch_Error_Abs,Shoes_Brand,Finish_Numeric
9563,9563,M,35-44,4:13:04,6:00/km,269405,2325555640,iPhone App,NA,43.52,London,2019,Marathon,iPhone,1.3250000000000028,1.3250000000000028,NA,4.217777777777778
9565,9565,M,45-54,4:13:05,6:00/km,552850,2325565253,Garmin Forerunner 920XT,Mizuno Wave Inspire 15,42.62,London,2019,Marathon,Garmin,0.42499999999999716,0.42499999999999716,Mizuno,4.218055555555556
9567,9567,M,35-44,4:13:05,6:00/km,27423006,2326822973,iPhone App,NA,43.46,London,2019,Marathon,iPhone,1.2650000000000006,1.2650000000000006,NA,4.218055555555556
9569,9569,F,20-24,4:13:06,6:00/km,21879863,2325866995,Apple Watch Series 2,NA,42.86,London,2019,Marathon,Apple,0.6649999999999991,0.6649999999999991,NA,4.218333333333334
9570,9570,M,35-44,4:13:06,6:00/km,37351881,2326098102,Garmin fenix 3,NA,43.68,London,2019,Marathon,Garmin,1.4849999999999994,1.4849999999999994,NA,4.218333333333334
9571,9571,NA,45-54,4:13:06,6:00/km,37516850,2326219624,Strava GPX,NA,45.18,London,2019,Marathon,Strava,2.9849999999999994,2.9849999999999994,NA,4.218333333333334
9572,9572,M,35-44,4:13:07,6:00/km,14725414,2325560047,iPhone App,NA,43.55,London,2019,Marathon,iPhone,1.3549999999999969,1.3549999999999969,NA,4.2186111111111115
9573,9573,M,20-24,4:13:08,6:00/km,31262878,2325575939,iPhone App,NA,43.63,London,2019,Marathon,iPhone,1.4350000000000023,1.4350000000000023,NA,4.218888888888889
9574,9574,M,25-34,4:13:08,6:00/km,28952373,2326485311,Garmin Forerunner 230,NA,42.93,London,2019,Marathon,Garmin,0.7349999999999994,0.7349999999999994,NA,4.218888888888889
9575,9575,M,25-34,4:13:08,6:00/km,1158143,2326651555,NA,Brooks Ravenna 10,43.08,London,2019,Marathon,NA,0.884999999999998,0.884999999999998,Brooks,4.218888888888889
9576,9576,M,35-44,4:13:09,6:00/km,31194430,2325658420,Garmin Forerunner 735XT,Nike Vomero13,42.52,London,2019,Marathon,Garmin,0.32500000000000284,0.32500000000000284,Nike,4.219166666666667
9577,9577,NA,NA,4:13:10,6:00/km,2296145,2326072041,Garmin Forerunner 920XT,NA,42.66,London,2019,Marathon,Garmin,0.4649999999999963,0.4649999999999963,NA,4.219444444444445
9578,9578,F,35-44,4:13:11,6:00/km,14799894,2325687797,Garmin Forerunner 235,NA,42.75,London,2019,Marathon,Garmin,0.5549999999999997,0.5549999999999997,NA,4.219722222222222
9579,9579,F,35-44,4:13:11,6:00/km,14795867,2325687823,Garmin Forerunner 235,NA,42.75,London,2019,Marathon,Garmin,0.5549999999999997,0.5549999999999997,NA,4.219722222222222
9580,9580,M,45-54,4:13:12,6:00/km,15556902,2325811555,TomTom,NA,43.66,London,2019,Marathon,TomTom,1.4649999999999963,1.4649999999999963,NA,4.22
9581,9581,NA,NA,4:13:13,6:00/km,38718876,2325573460,iPhone App,NA,43.79,London,2019,Marathon,iPhone,1.5949999999999989,1.5949999999999989,NA,4.220277777777778
9582,9582,M,25-34,4:13:14,6:00/km,34382202,2325561304,iPhone App,NA,45.08,London,2019,Marathon,iPhone,2.884999999999998,2.884999999999998,NA,4.220555555555555
9583,9583,M,55-64,4:13:14,6:00/km,7191788,2325648808,Garmin Forerunner 235,NA,42.8,London,2019,Marathon,Garmin,0.6049999999999969,0.6049999999999969,NA,4.220555555555555
9584,9584,M,25-34,4:13:14,6:00/km,30327322,2326467799,Garmin Forerunner 235,Asics Gt2000 V7,42.98,London,2019,Marathon,Garmin,0.7849999999999966,0.7849999999999966,Asics,4.220555555555555
9585,9585,M,35-44,4:13:16,6:00/km,40454109,2325582695,Garmin vivoactive 3 Music,NA,43.84,London,2019,Marathon,Garmin,1.6450000000000031,1.6450000000000031,NA,4.221111111111111
9586,9586,F,35-44,4:13:16,6:00/km,4812078,2326123520,Garmin Forerunner 235,NA,42.72,London,2019,Marathon,Garmin,0.5249999999999986,0.5249999999999986,NA,4.221111111111111
9587,9587,M,65-69,4:13:17,6:00/km,7887655,2325551972,Garmin Forerunner 235,NA,42.78,London,2019,Marathon,Garmin,0.5850000000000009,0.5850000000000009,NA,4.221388888888889
9588,9588,M,45-54,4:13:17,6:00/km,16443207,2325578858,Garmin Forerunner 235,NA,42.88,London,2019,Marathon,Garmin,0.6850000000000023,0.6850000000000023,NA,4.221388888888889
9589,9589,M,NA,4:13:17,6:00/km,600218,2325638453,Garmin Forerunner 230,Adidas Solar Glide St,42.6,London,2019,Marathon,Garmin,0.40500000000000114,0.40500000000000114,Adidas,4.221388888888889
9590,9590,M,45-54,4:13:17,6:00/km,23727517,2327914706,Suunto Ambit3 Sport,NA,43.83,London,2019,Marathon,Suunto,1.634999999999998,1.634999999999998,NA,4.221388888888889
9591,9591,F,35-44,4:13:19,6:00/km,7400694,2325601943,Garmin Forerunner 235,Asics Nimbus 16,42.52,London,2019,Marathon,Garmin,0.32500000000000284,0.32500000000000284,Asics,4.2219444444444445
9592,9592,NA,NA,4:13:20,6:00/km,17293266,2327468565,Garmin Forerunner 735XT,NA,42.58,London,2019,Marathon,Garmin,0.384999999999998,0.384999999999998,NA,4.222222222222222
9593,9593,M,45-54,4:13:20,6:00/km,37652177,2327744133,Garmin Forerunner 235,NA,42.79,London,2019,Marathon,Garmin,0.5949999999999989,0.5949999999999989,NA,4.222222222222222
9594,9594,M,25-34,4:13:22,6:00/km,5054643,2326021905,Garmin fenix 5,NA,43.37,London,2019,Marathon,Garmin,1.1749999999999972,1.1749999999999972,NA,4.222777777777778
9595,9595,F,25-34,4:13:22,6:00/km,21434789,2326196015,Garmin Forerunner 35,Nike Air Zoom Pegasus 35,42.87,London,2019,Marathon,Garmin,0.6749999999999972,0.6749999999999972,Nike,4.222777777777778
9596,9596,NA,NA,4:13:23,6:00/km,11952297,2325634523,Garmin Forerunner 935,NA,42.39,London,2019,Marathon,Garmin,0.19500000000000028,0.19500000000000028,NA,4.223055555555556
9597,9597,F,25-34,4:13:23,6:00/km,13467165,2325968657,Garmin fenix 5S Plus,NA,44.13,London,2019,Marathon,Garmin,1.9350000000000023,1.9350000000000023,NA,4.223055555555556
9598,9598,F,45-54,4:13:23,6:00/km,11974497,2336248943,Garmin Forerunner 235,NA,42.76,London,2019,Marathon,Garmin,0.5649999999999977,0.5649999999999977,NA,4.223055555555556
9599,9599,NA,NA,4:13:24,6:00/km,14571951,2325607771,Garmin vivoactive 3,NA,42.28,London,2019,Marathon,Garmin,0.08500000000000085,0.08500000000000085,NA,4.223333333333334
9600,9600,F,45-54,4:13:25,6:00/km,37927968,2325619307,Garmin vivoactive HR,NA,42.98,London,2019,Marathon,Garmin,0.7849999999999966,0.7849999999999966,NA,4.223611111111111
9601,9601,F,35-44,4:13:25,6:00/km,19442080,2325798777,Garmin fenix 3,NA,43.25,London,2019,Marathon,Garmin,1.0549999999999997,1.0549999999999997,NA,4.223611111111111
9602,9602,M,45-54,4:13:26,6:00/km,37456307,2326134488,NA,NA,43.57,London,2019,Marathon,NA,1.375,1.375,NA,4.223888888888889
9603,9603,NA,NA,4:13:26,6:00/km,17893227,2326867624,Garmin Forerunner 235,Brooks Gt 19,42.64,London,2019,Marathon,Garmin,0.4450000000000003,0.4450000000000003,Brooks,4.223888888888889
9604,9604,F,25-34,4:13:28,6:00/km,7235700,2325554525,iPhone App,NA,45.26,London,2019,Marathon,iPhone,3.0649999999999977,3.0649999999999977,NA,4.224444444444445
9605,9605,NA,NA,4:13:28,6:00/km,19328410,2325576840,iPhone App,NA,44.22,London,2019,Marathon,iPhone,2.0249999999999986,2.0249999999999986,NA,4.224444444444445
9607,9607,F,45-54,4:13:29,6:00/km,14459322,2327466876,Fitbit Surge,NA,43.06,London,2019,Marathon,Fitbit,0.865000000000002,0.865000000000002,NA,4.224722222222223
9608,9608,F,35-44,4:13:30,6:00/km,9858650,2325632184,Garmin vivoactive 3,NA,42.35,London,2019,Marathon,Garmin,0.15500000000000114,0.15500000000000114,NA,4.2250000000000005
9609,9609,M,55-64,4:13:31,6:00/km,15514199,2325655926,Garmin Forerunner 235,Brooks Adrenaline Gts 19,42.86,London,2019,Marathon,Garmin,0.6649999999999991,0.6649999999999991,Brooks,4.2252777777777775
9610,9610,F,25-34,4:13:31,6:00/km,9505059,2326851788,Apple Watch Series 3,NA,42.82,London,2019,Marathon,Apple,0.625,0.625,NA,4.2252777777777775
9613,9613,M,35-44,4:13:33,6:01/km,38033251,2325569467,NA,NA,42.53,London,2019,Marathon,NA,0.33500000000000085,0.33500000000000085,NA,4.225833333333333
9614,9614,M,NA,4:13:33,6:01/km,3669804,2325604103,iPhone App,NA,44.88,London,2019,Marathon,iPhone,2.6850000000000023,2.6850000000000023,NA,4.225833333333333
9615,9615,M,35-44,4:13:33,6:01/km,18810954,2326288681,Garmin fenix 5X,NA,44.16,London,2019,Marathon,Garmin,1.9649999999999963,1.9649999999999963,NA,4.225833333333333
9616,9616,F,NA,4:13:36,6:01/km,1105051,2326417258,Garmin Forerunner 235,NA,42.34,London,2019,Marathon,Garmin,0.14500000000000313,0.14500000000000313,NA,4.226666666666667
9617,9617,F,20-24,4:13:37,6:01/km,39767996,2325578618,Apple Watch Series 4,NA,42.92,London,2019,Marathon,Apple,0.7250000000000014,0.7250000000000014,NA,4.226944444444444
9618,9618,M,20-24,4:13:39,6:01/km,20115852,2325536307,iPhone App,NA,43.5,London,2019,Marathon,iPhone,1.3049999999999997,1.3049999999999997,NA,4.2275
9619,9619,F,35-44,4:13:40,6:01/km,14324730,2325629332,Fitbit Ionic,NA,43.5,London,2019,Marathon,Fitbit,1.3049999999999997,1.3049999999999997,NA,4.227777777777778
9620,9620,M,35-44,4:13:41,6:01/km,16415440,2325718384,Garmin fenix 3,NA,43.48,London,2019,Marathon,Garmin,1.2849999999999966,1.2849999999999966,NA,4.228055555555556
9621,9621,M,NA,4:13:41,6:01/km,15352528,2394887841,Garmin fenix 5 Plus,NA,43.93,London,2019,Marathon,Garmin,1.7349999999999994,1.7349999999999994,NA,4.228055555555556
9622,9622,M,25-34,4:13:42,6:01/km,24473242,2325637446,Garmin Forerunner 235,Brooks Ghost,42.35,London,2019,Marathon,Garmin,0.15500000000000114,0.15500000000000114,Brooks,4.2283333333333335
9623,9623,M,35-44,4:13:42,6:01/km,919369,2326096822,Garmin fenix 5,Saucony Triumph Iso4,42.84,London,2019,Marathon,Garmin,0.6450000000000031,0.6450000000000031,Saucony,4.2283333333333335
9624,9624,F,45-54,4:13:42,6:01/km,4353470,2326962000,Garmin Forerunner 220,NA,42.51,London,2019,Marathon,Garmin,0.3149999999999977,0.3149999999999977,NA,4.2283333333333335
9625,9625,M,25-34,4:13:43,6:01/km,40211598,2325553469,iPhone App,NA,43.54,London,2019,Marathon,iPhone,1.3449999999999989,1.3449999999999989,NA,4.228611111111111
9626,9626,M,35-44,4:13:43,6:01/km,1726230,2325702551,Garmin fenix 5,Saucony Triumph Iso4,43.5,London,2019,Marathon,Garmin,1.3049999999999997,1.3049999999999997,Saucony,4.228611111111111
9627,9627,F,35-44,4:13:43,6:01/km,15603762,2325926359,Garmin fenix 3,Nike Air Zoom Pegasus 35,41.31,London,2019,Marathon,Garmin,-0.884999999999998,0.884999999999998,Nike,4.228611111111111
9628,9628,M,25-34,4:13:43,6:01/km,26157454,2326485683,Garmin Forerunner 235,NA,42.56,London,2019,Marathon,Garmin,0.365000000000002,0.365000000000002,NA,4.228611111111111
9629,9629,M,35-44,4:13:44,6:01/km,1939072,2325686586,Garmin fenix 5,NA,43.44,London,2019,Marathon,Garmin,1.2449999999999974,1.2449999999999974,NA,4.228888888888889
9630,9630,M,35-44,4:13:45,6:01/km,13166284,2326165144,Garmin Forerunner 935,Luna Sandals Venado Black,42.42,London,2019,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Luna,4.229166666666667
9631,9631,M,45-54,4:13:45,6:01/km,37818976,2326430657,Garmin fenix 5,NA,42.83,London,2019,Marathon,Garmin,0.634999999999998,0.634999999999998,NA,4.229166666666667
9632,9632,M,25-34,4:13:46,6:01/km,2135317,2326151920,Garmin Forerunner 235,NA,42.68,London,2019,Marathon,Garmin,0.48499999999999943,0.48499999999999943,NA,4.229444444444445
9633,9633,M,45-54,4:13:46,6:01/km,5326840,2326595903,Suunto Ambit2 S,Asics Gel Nimbus 19,43.09,London,2019,Marathon,Suunto,0.8950000000000031,0.8950000000000031,Asics,4.229444444444445
9634,9634,F,25-34,4:13:48,6:01/km,10670901,2325607679,iPhone App,NA,43.45,London,2019,Marathon,iPhone,1.2550000000000026,1.2550000000000026,NA,4.23
9635,9635,F,45-54,4:13:48,6:01/km,19700264,2326377507,vivosmart HR+,NA,43.82,London,2019,Marathon,vivosmart,1.625,1.625,NA,4.23
9636,9636,M,25-34,4:13:48,6:01/km,7517226,2326408493,Garmin Forerunner 235,NA,42.74,London,2019,Marathon,Garmin,0.5450000000000017,0.5450000000000017,NA,4.23
9637,9637,M,55-64,4:13:49,6:01/km,37414391,2325606894,Garmin Forerunner 235,NA,42.53,London,2019,Marathon,Garmin,0.33500000000000085,0.33500000000000085,NA,4.230277777777778
9640,9640,M,20-24,4:13:51,6:01/km,33813751,2325552395,Fitbit Blaze,NA,42.24,London,2019,Marathon,Fitbit,0.045000000000001705,0.045000000000001705,NA,4.230833333333334
9641,9641,M,NA,4:13:51,6:01/km,2031566,2326105628,Garmin vivoactive 3,NA,42.28,London,2019,Marathon,Garmin,0.08500000000000085,0.08500000000000085,NA,4.230833333333334
9642,9642,F,35-44,4:13:52,6:01/km,19198394,2325647457,Garmin vivoactive 3,NA,42.46,London,2019,Marathon,Garmin,0.26500000000000057,0.26500000000000057,NA,4.231111111111111
9643,9643,NA,NA,4:13:52,6:01/km,18519532,2326117823,Garmin vivoactive 3,NA,42.64,London,2019,Marathon,Garmin,0.4450000000000003,0.4450000000000003,NA,4.231111111111111
9644,9644,M,35-44,4:13:53,6:01/km,9593918,2325517331,iPhone App,NA,43.47,London,2019,Marathon,iPhone,1.2749999999999986,1.2749999999999986,NA,4.231388888888889
9645,9645,F,45-54,4:13:53,6:01/km,21988492,2325570459,Garmin Forerunner 735XT,Nike Pegasus 35,42.31,London,2019,Marathon,Garmin,0.11500000000000199,0.11500000000000199,Nike,4.231388888888889
9646,9646,M,25-34,4:13:53,6:01/km,11564592,2325904744,Garmin Forerunner 220,Adidas Supernova ,42.77,London,2019,Marathon,Garmin,0.5750000000000028,0.5750000000000028,Adidas,4.231388888888889
9647,9647,F,35-44,4:13:55,6:01/km,1572485,2325607743,Garmin Forerunner 735XT,NA,42.59,London,2019,Marathon,Garmin,0.3950000000000031,0.3950000000000031,NA,4.231944444444444
9649,9649,F,20-24,4:13:55,6:01/km,27489156,2329813157,Apple Watch Series 4,NA,43.62,London,2019,Marathon,Apple,1.4249999999999972,1.4249999999999972,NA,4.231944444444444
9650,9650,F,NA,4:13:56,6:01/km,20100610,2326172118,Garmin Forerunner 935,NA,42.43,London,2019,Marathon,Garmin,0.23499999999999943,0.23499999999999943,NA,4.232222222222222
9651,9651,F,25-34,4:13:56,6:01/km,2728142,2326630336,Apple Watch Series 4,NA,43.66,London,2019,Marathon,Apple,1.4649999999999963,1.4649999999999963,NA,4.232222222222222
9652,9652,M,NA,4:13:57,6:01/km,2260483,2325595030,iPhone App,NA,43.05,London,2019,Marathon,iPhone,0.8549999999999969,0.8549999999999969,NA,4.2325
9654,9654,M,45-54,4:13:58,6:01/km,8085670,2325904386,Garmin Forerunner 220,NA,42.8,London,2019,Marathon,Garmin,0.6049999999999969,0.6049999999999969,NA,4.232777777777778
9655,9655,F,35-44,4:13:58,6:01/km,24718116,2326168548,Garmin Forerunner 35,NA,42.79,London,2019,Marathon,Garmin,0.5949999999999989,0.5949999999999989,NA,4.232777777777778
9656,9656,F,20-24,4:13:58,6:01/km,4552100,2326202732,iPhone App,Saucony Saucony Triumph Iso 4,43.97,London,2019,Marathon,iPhone,1.7749999999999986,1.7749999999999986,Saucony,4.232777777777778
9657,9657,NA,25-34,4:13:58,6:01/km,15872281,2326465762,Apple Watch Series 4,Saucony Ride,42.98,London,2019,Marathon,Apple,0.7849999999999966,0.7849999999999966,Saucony,4.232777777777778
9658,9658,M,45-54,4:14:01,6:01/km,31955060,2407124575,Garmin Forerunner 235,NA,43.8,London,2019,Marathon,Garmin,1.6049999999999969,1.6049999999999969,NA,4.233611111111111
9659,9659,M,45-54,4:14:02,6:01/km,39433368,2325600857,iPhone App,NA,44.01,London,2019,Marathon,iPhone,1.8149999999999977,1.8149999999999977,NA,4.233888888888889
9661,9661,M,45-54,4:14:02,6:01/km,9448066,2326424664,Garmin fenix 3,NA,43.36,London,2019,Marathon,Garmin,1.1649999999999991,1.1649999999999991,NA,4.233888888888889
9662,9662,M,55-64,4:14:02,6:01/km,29850493,2328459479,iPhone App,NA,44.01,London,2019,Marathon,iPhone,1.8149999999999977,1.8149999999999977,NA,4.233888888888889
9663,9663,M,45-54,4:14:03,6:01/km,24622089,2325645466,NA,Nike Zoom Fly,43.21,London,2019,Marathon,NA,1.0150000000000006,1.0150000000000006,Nike,4.234166666666667
9664,9664,M,NA,4:14:03,6:01/km,19178605,2325717588,Polar M400,NA,43.16,London,2019,Marathon,Polar,0.9649999999999963,0.9649999999999963,NA,4.234166666666667
9665,9665,NA,NA,4:14:03,6:01/km,10286819,2330130054,Fitbit Surge,NA,43.53,London,2019,Marathon,Fitbit,1.3350000000000009,1.3350000000000009,NA,4.234166666666667
9666,9666,M,20-24,4:14:04,6:01/km,35691861,2325557343,iPhone App,NA,44.07,London,2019,Marathon,iPhone,1.875,1.875,NA,4.234444444444445
9667,9667,F,25-34,4:14:04,6:01/km,17027990,2325894639,Garmin Forerunner 735XT,Brooks Adrenaline,42.6,London,2019,Marathon,Garmin,0.40500000000000114,0.40500000000000114,Brooks,4.234444444444445
9668,9668,M,35-44,4:14:04,6:01/km,25953852,2326647091,Garmin fenix 5 Plus,NA,44.39,London,2019,Marathon,Garmin,2.1950000000000003,2.1950000000000003,NA,4.234444444444445
9669,9669,M,20-24,4:14:04,6:01/km,12622838,2326864833,Garmin Forerunner 220,NA,42.67,London,2019,Marathon,Garmin,0.4750000000000014,0.4750000000000014,NA,4.234444444444445
9670,9670,F,25-34,4:14:05,6:01/km,2784002,2326040470,iPhone App,NA,43.71,London,2019,Marathon,iPhone,1.5150000000000006,1.5150000000000006,NA,4.2347222222222225
9671,9671,F,35-44,4:14:05,6:01/km,9893798,2326341984,Garmin fenix 5S,Adidas Ultra Boost 19,43.26,London,2019,Marathon,Garmin,1.0649999999999977,1.0649999999999977,Adidas,4.2347222222222225
9672,9672,M,35-44,4:14:06,6:01/km,20043901,2325582765,Apple Watch Series 2,NA,41.86,London,2019,Marathon,Apple,-0.33500000000000085,0.33500000000000085,NA,4.235
9673,9673,F,35-44,4:14:06,6:01/km,36302652,2326247477,Garmin Forerunner 35,NA,42.45,London,2019,Marathon,Garmin,0.25500000000000256,0.25500000000000256,NA,4.235
9674,9674,M,35-44,4:14:06,6:01/km,9681641,2327305657,Garmin fenix 3,North Face Vibram,43.94,London,2019,Marathon,Garmin,1.7449999999999974,1.7449999999999974,North,4.235
9675,9675,F,35-44,4:14:07,6:01/km,15055967,2332947416,Garmin Forerunner 235,NA,42.93,London,2019,Marathon,Garmin,0.7349999999999994,0.7349999999999994,NA,4.235277777777778
9676,9676,M,20-24,4:14:08,6:01/km,30903866,2325577887,Android App,NA,43.62,London,2019,Marathon,Android,1.4249999999999972,1.4249999999999972,NA,4.235555555555556
9677,9677,M,45-54,4:14:08,6:01/km,27294402,2329193068,NA,NA,43.19,London,2019,Marathon,NA,0.9949999999999974,0.9949999999999974,NA,4.235555555555556
9678,9678,F,25-34,4:14:09,6:01/km,2808717,2325658364,Garmin fenix 5S,NA,43.35,London,2019,Marathon,Garmin,1.1550000000000011,1.1550000000000011,NA,4.235833333333334
9679,9679,F,45-54,4:14:09,6:01/km,3587916,2325926098,Garmin vivoactive 3 Music,Brooks Adrenaline Gts,43.75,London,2019,Marathon,Garmin,1.5549999999999997,1.5549999999999997,Brooks,4.235833333333334
9680,9680,F,45-54,4:14:09,6:01/km,39604415,2326384512,Garmin Forerunner 235,NA,43.23,London,2019,Marathon,Garmin,1.0349999999999966,1.0349999999999966,NA,4.235833333333334
9681,9681,M,25-34,4:14:10,6:01/km,12929552,2325677262,Polar Vantage V,NA,42.46,London,2019,Marathon,Polar,0.26500000000000057,0.26500000000000057,NA,4.236111111111112
9682,9682,M,25-34,4:14:10,6:01/km,10446339,2327964937,Garmin Forerunner 735XT,NA,41.52,London,2019,Marathon,Garmin,-0.6749999999999972,0.6749999999999972,NA,4.236111111111112
9683,9683,M,35-44,4:14:12,6:01/km,22641716,2325649967,Garmin Forerunner 645 Music,NA,42.86,London,2019,Marathon,Garmin,0.6649999999999991,0.6649999999999991,NA,4.236666666666666
9684,9684,F,45-54,4:14:12,6:01/km,21912995,2325793883,Garmin Forerunner 35,NA,42.68,London,2019,Marathon,Garmin,0.48499999999999943,0.48499999999999943,NA,4.236666666666666
9685,9685,M,35-44,4:14:12,6:01/km,3289511,2325827519,Garmin fenix 5,Hoka One One Challanger 4,43.18,London,2019,Marathon,Garmin,0.9849999999999994,0.9849999999999994,Hoka,4.236666666666666
9686,9686,M,35-44,4:14:12,6:01/km,28519852,2328965864,Garmin Forerunner 735XT,NA,42.59,London,2019,Marathon,Garmin,0.3950000000000031,0.3950000000000031,NA,4.236666666666666
9687,9687,M,35-44,4:14:13,6:01/km,21608360,2325532283,Garmin Forerunner 235,NA,42.7,London,2019,Marathon,Garmin,0.5050000000000026,0.5050000000000026,NA,4.236944444444444
9688,9688,M,45-54,4:14:13,6:01/km,1578083,2326098580,NA,NA,42.72,London,2019,Marathon,NA,0.5249999999999986,0.5249999999999986,NA,4.236944444444444
9689,9689,F,35-44,4:14:14,6:02/km,36732885,2325651931,Garmin Forerunner 35,NA,43.57,London,2019,Marathon,Garmin,1.375,1.375,NA,4.237222222222222
9690,9690,M,25-34,4:14:14,6:02/km,2034794,2325855606,Apple Watch Series 3,Asics Metarun,42.53,London,2019,Marathon,Apple,0.33500000000000085,0.33500000000000085,Asics,4.237222222222222
9691,9691,F,55-64,4:14:14,6:02/km,37658307,2326771750,vivosmart HR+,NA,42.99,London,2019,Marathon,vivosmart,0.7950000000000017,0.7950000000000017,NA,4.237222222222222
9692,9692,M,NA,4:14:14,6:02/km,15373093,2328228908,Garmin Forerunner 235,NA,42.84,London,2019,Marathon,Garmin,0.6450000000000031,0.6450000000000031,NA,4.237222222222222
9693,9693,F,25-34,4:14:15,6:02/km,4302079,2325583011,Garmin vivoactive,NA,42.48,London,2019,Marathon,Garmin,0.2849999999999966,0.2849999999999966,NA,4.2375
9694,9694,M,20-24,4:14:15,6:02/km,21485901,2325593233,iPhone App,NA,43.98,London,2019,Marathon,iPhone,1.7849999999999966,1.7849999999999966,NA,4.2375
9695,9695,M,25-34,4:14:15,6:02/km,18784922,2325601101,Garmin fenix 3,NA,43.22,London,2019,Marathon,Garmin,1.0249999999999986,1.0249999999999986,NA,4.2375
9696,9696,M,45-54,4:14:15,6:02/km,4830228,2325816130,Garmin Forerunner 235,NA,42.65,London,2019,Marathon,Garmin,0.4549999999999983,0.4549999999999983,NA,4.2375
9697,9697,F,45-54,4:14:15,6:02/km,4320897,2327693950,Garmin vivoactive,NA,42.48,London,2019,Marathon,Garmin,0.2849999999999966,0.2849999999999966,NA,4.2375
9698,9698,M,45-54,4:14:16,6:02/km,20132075,2325647048,Garmin Forerunner 235,NA,42.81,London,2019,Marathon,Garmin,0.615000000000002,0.615000000000002,NA,4.237777777777778
9699,9699,M,35-44,4:14:16,6:02/km,39048396,2325930505,Garmin Forerunner 235,Asics Gel Kayano 25,42.67,London,2019,Marathon,Garmin,0.4750000000000014,0.4750000000000014,Asics,4.237777777777778
9700,9700,F,45-54,4:14:19,6:02/km,24689308,2326081749,Garmin Forerunner 235,Brooks No Idea,42.83,London,2019,Marathon,Garmin,0.634999999999998,0.634999999999998,Brooks,4.238611111111111
9701,9701,M,25-34,4:14:20,6:02/km,32630266,2325601428,Garmin Forerunner 920XT,NA,42.51,London,2019,Marathon,Garmin,0.3149999999999977,0.3149999999999977,NA,4.238888888888889
9703,9703,M,25-34,4:14:20,6:02/km,15614495,2326058709,Garmin fenix 5 Plus,NA,43.52,London,2019,Marathon,Garmin,1.3250000000000028,1.3250000000000028,NA,4.238888888888889
9705,9705,M,45-54,4:14:21,6:02/km,14101179,2325643622,Garmin Forerunner 235,Brooks Glycerin 16 Black/Orange,42.92,London,2019,Marathon,Garmin,0.7250000000000014,0.7250000000000014,Brooks,4.239166666666667
9706,9706,M,35-44,4:14:22,6:02/km,16018912,2325590623,Garmin Forerunner 735XT,NA,42.53,London,2019,Marathon,Garmin,0.33500000000000085,0.33500000000000085,NA,4.239444444444445
9707,9707,M,35-44,4:14:22,6:02/km,2881494,2325865483,Garmin Forerunner 220,Asics Gt-2000 5,42.47,London,2019,Marathon,Garmin,0.2749999999999986,0.2749999999999986,Asics,4.239444444444445
9709,9709,M,25-34,4:14:23,6:02/km,36378044,2325559981,Android App,Brooks Levit8 2,42.75,London,2019,Marathon,Android,0.5549999999999997,0.5549999999999997,Brooks,4.239722222222222
9710,9710,M,35-44,4:14:23,6:02/km,37130237,2325617004,NA,NA,42.15,London,2019,Marathon,NA,-0.045000000000001705,0.045000000000001705,NA,4.239722222222222
9712,9712,F,25-34,4:14:24,6:02/km,9653008,2326203274,Garmin Forerunner 735XT,NA,43.35,London,2019,Marathon,Garmin,1.1550000000000011,1.1550000000000011,NA,4.24
9713,9713,M,45-54,4:14:25,6:02/km,266660,2325621782,Garmin Forerunner 230,NA,42.67,London,2019,Marathon,Garmin,0.4750000000000014,0.4750000000000014,NA,4.240277777777778
9714,9714,M,20-24,4:14:25,6:02/km,26402331,2325627897,Android App,Brooks Adrenaline Gts,44.45,London,2019,Marathon,Android,2.2550000000000026,2.2550000000000026,Brooks,4.240277777777778
9715,9715,F,35-44,4:14:25,6:02/km,12109023,2325641152,vivosmart HR+,NA,43.5,London,2019,Marathon,vivosmart,1.3049999999999997,1.3049999999999997,NA,4.240277777777778
9716,9716,M,25-34,4:14:25,6:02/km,20559484,2325863409,Apple Watch Series 3,NA,42.63,London,2019,Marathon,Apple,0.4350000000000023,0.4350000000000023,NA,4.240277777777778
9717,9717,M,55-64,4:14:25,6:02/km,14311540,2328998131,Garmin Forerunner 920XT,NA,43.2,London,2019,Marathon,Garmin,1.0050000000000026,1.0050000000000026,NA,4.240277777777778
9718,9718,F,25-34,4:14:26,6:02/km,35791356,2325654214,Garmin Forerunner 35,NA,42.73,London,2019,Marathon,Garmin,0.5349999999999966,0.5349999999999966,NA,4.240555555555556
9719,9719,M,20-24,4:14:26,6:02/km,13845608,2325880237,Garmin fenix 5,Adidas Adizero Adios,43.88,London,2019,Marathon,Garmin,1.6850000000000023,1.6850000000000023,Adidas,4.240555555555556
9720,9720,M,NA,4:14:26,6:02/km,4437504,2326369057,Garmin Forerunner 920XT,Hoka One One Claton,42.86,London,2019,Marathon,Garmin,0.6649999999999991,0.6649999999999991,Hoka,4.240555555555556
9721,9721,M,25-34,4:14:26,6:02/km,30384990,2341224758,Apple Watch Series 4,NA,43.6,London,2019,Marathon,Apple,1.4050000000000011,1.4050000000000011,NA,4.240555555555556
