,Rank,Gender,Age,Finish,Pace,Athlet_url,Race_url,Watch,Shoes,Distance,City,Year,Race_Type,Watch_Brand,Watch_Error,Watch_Error_Abs,Shoes_Brand,Finish_Numeric
2,2,M,20-24,2:11:08,3:06/km,1478217,2325165628,Garmin Forerunner 235,NA,42.45,London,2019,Marathon,Garmin,0.25500000000000256,0.25500000000000256,NA,2.1855555555555553
3,3,M,25-34,2:11:13,3:07/km,7108065,2401562348,Garmin Forerunner 235,NA,42.66,London,2019,Marathon,Garmin,0.4649999999999963,0.4649999999999963,NA,2.1869444444444444
4,4,M,NA,2:13:27,3:10/km,2477350,2329116363,Garmin Forerunner 935,New Balance 1080,42.41,London,2019,Marathon,Garmin,0.2149999999999963,0.2149999999999963,New Balance,2.2241666666666666
5,5,M,25-34,2:14:25,3:11/km,30191298,2328309492,Garmin Forerunner 235,NA,42.25,London,2019,Marathon,Garmin,0.054999999999999716,0.054999999999999716,NA,2.240277777777778
6,6,NA,NA,2:14:56,3:12/km,3005477,2325345867,Garmin Forerunner 230,NA,42.56,London,2019,Marathon,Garmin,0.365000000000002,0.365000000000002,NA,2.248888888888889
7,7,M,25-34,2:15:03,3:12/km,7599904,2325461323,Garmin Forerunner 620,Saucony Ride,42.76,London,2019,Marathon,Garmin,0.5649999999999977,0.5649999999999977,Saucony,2.2508333333333335
8,8,M,35-44,2:15:40,3:13/km,1095316,2325692263,Garmin Forerunner 235,"""New Balance 880'S""",42.59,London,2019,Marathon,Garmin,0.3950000000000031,0.3950000000000031,"""New Balance",2.261111111111111
9,9,M,35-44,2:17:30,3:16/km,7621711,2325660536,Garmin Forerunner 610,Mizuno 4 Blue,42.56,London,2019,Marathon,Garmin,0.365000000000002,0.365000000000002,Mizuno,2.2916666666666665
10,10,M,25-34,2:20:03,3:19/km,6295914,2325428901,Garmin Forerunner 235,NA,42.66,London,2019,Marathon,Garmin,0.4649999999999963,0.4649999999999963,NA,2.334166666666667
11,11,M,25-34,2:20:08,3:19/km,1262861,2325323859,Garmin Forerunner 630,New Balance Vazee Pace V2 ,42.45,London,2019,Marathon,Garmin,0.25500000000000256,0.25500000000000256,New Balance,2.3355555555555556
12,12,M,25-34,2:20:31,3:20/km,13215838,2326682295,Garmin Forerunner 935,NA,42.32,London,2019,Marathon,Garmin,0.125,0.125,NA,2.3419444444444446
13,13,M,NA,2:20:57,3:20/km,12597686,2325396831,Garmin Forerunner 35,NA,42.39,London,2019,Marathon,Garmin,0.19500000000000028,0.19500000000000028,NA,2.3491666666666666
14,14,M,NA,2:21:15,3:21/km,15453939,2354832914,Suunto Spartan Sport Wrist HR,NA,43.13,London,2019,Marathon,Suunto,0.9350000000000023,0.9350000000000023,NA,2.354166666666667
15,15,M,NA,2:21:41,3:21/km,17782492,2325199479,Garmin Forerunner 935,Nike Nike 4_003 ,42.58,London,2019,Marathon,Garmin,0.384999999999998,0.384999999999998,Nike,2.361388888888889
16,16,M,NA,2:22:51,3:23/km,9390875,2325729452,Garmin Forerunner 235,Brooks Hpyerion,42.27,London,2019,Marathon,Garmin,0.07500000000000284,0.07500000000000284,Brooks,2.3808333333333334
17,17,M,35-44,2:23:03,3:23/km,3374049,2325181074,Garmin Forerunner 645 Music,Brooks Ghost 6,42.97,London,2019,Marathon,Garmin,0.7749999999999986,0.7749999999999986,Brooks,2.3841666666666668
18,18,M,35-44,2:23:08,3:24/km,7536729,2325241336,Garmin fenix 5S,Nike Vaporfly 4% Flyknit Blue,42.98,London,2019,Marathon,Garmin,0.7849999999999966,0.7849999999999966,Nike,2.3855555555555554
19,19,M,25-34,2:23:30,3:24/km,3034044,2325181515,Garmin Forerunner 235,Nike Vaporfly 4% Flyknit,42.4,London,2019,Marathon,Garmin,0.2049999999999983,0.2049999999999983,Nike,2.3916666666666666
20,20,M,25-34,2:23:44,3:24/km,26982474,2325391831,Garmin vivoactive,Saucony Ride Iso 275G 8Mm,42.47,London,2019,Marathon,Garmin,0.2749999999999986,0.2749999999999986,Saucony,2.3955555555555557
21,21,M,25-34,2:23:48,3:24/km,2578098,2325195969,Garmin Forerunner 935,Nike Zoomx Vaporfly Next%,42.38,London,2019,Marathon,Garmin,0.18500000000000227,0.18500000000000227,Nike,2.3966666666666665
22,22,M,NA,2:24:07,3:25/km,12775493,2325212701,Garmin Forerunner 35,NA,42.56,London,2019,Marathon,Garmin,0.365000000000002,0.365000000000002,NA,2.401944444444444
23,23,M,35-44,2:24:31,3:25/km,493823,2325848480,Polar M430,NA,42.71,London,2019,Marathon,Polar,0.5150000000000006,0.5150000000000006,NA,2.408611111111111
24,24,M,35-44,2:24:36,3:26/km,1296350,2327383319,Suunto Ambit3 Sport,NA,43.12,London,2019,Marathon,Suunto,0.9249999999999972,0.9249999999999972,NA,2.4099999999999997
25,25,M,25-34,2:24:41,3:26/km,9731034,2325219584,Garmin Forerunner 235,Nike 2% Orange,42.42,London,2019,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Nike,2.411388888888889
26,26,M,NA,2:24:42,3:26/km,16699762,2325222862,Garmin Forerunner 620,NA,42.53,London,2019,Marathon,Garmin,0.33500000000000085,0.33500000000000085,NA,2.4116666666666666
27,27,M,25-34,2:24:58,3:26/km,7527516,2325218096,Polar M430,Crocs Classics,42.99,London,2019,Marathon,Polar,0.7950000000000017,0.7950000000000017,Crocs,2.416111111111111
28,28,M,35-44,2:25:01,3:26/km,1291269,2325558251,Garmin Forerunner 230,Nike Flynknit 4%,42.53,London,2019,Marathon,Garmin,0.33500000000000085,0.33500000000000085,Nike,2.4169444444444443
29,29,M,35-44,2:25:10,3:26/km,13287477,2325372464,Garmin Forerunner 935,Nike Vaporfly 4% Flyknit,42.78,London,2019,Marathon,Garmin,0.5850000000000009,0.5850000000000009,Nike,2.4194444444444443
30,30,M,35-44,2:25:20,3:27/km,7587692,2325333341,Garmin Forerunner 920XT,Nike Vaporfly 4% Flyknit,42.59,London,2019,Marathon,Garmin,0.3950000000000031,0.3950000000000031,Nike,2.422222222222222
31,31,M,25-34,2:25:29,3:27/km,1731062,2325469013,Garmin Forerunner 235,NA,42.4,London,2019,Marathon,Garmin,0.2049999999999983,0.2049999999999983,NA,2.424722222222222
32,32,M,35-44,2:25:38,3:27/km,7537525,2325267228,Garmin Forerunner 235,NA,42.5,London,2019,Marathon,Garmin,0.3049999999999997,0.3049999999999997,NA,2.427222222222222
33,33,M,45-54,2:25:53,3:27/km,7629704,2327288270,Suunto Ambit3 Run,"Adidas Grey And Orange Ones, You Know... Those Boost Things.",43.11,London,2019,Marathon,Suunto,0.9149999999999991,0.9149999999999991,Adidas,2.431388888888889
34,34,M,NA,2:25:53,3:27/km,20118433,2457264178,Garmin Forerunner 235,NA,42.43,London,2019,Marathon,Garmin,0.23499999999999943,0.23499999999999943,NA,2.431388888888889
35,35,M,25-34,2:25:56,3:28/km,2590517,2325388997,Garmin fenix 3,Nike Vapor 4%,42.74,London,2019,Marathon,Garmin,0.5450000000000017,0.5450000000000017,Nike,2.4322222222222223
36,36,M,NA,2:26:05,3:28/km,10273725,2325195325,Garmin Forerunner 920XT,NA,42.42,London,2019,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.4347222222222227
37,37,M,25-34,2:26:12,3:28/km,5974020,2326803779,Garmin Forerunner 645 Music,NA,42.45,London,2019,Marathon,Garmin,0.25500000000000256,0.25500000000000256,NA,2.436666666666667
38,38,M,35-44,2:26:13,3:28/km,17356934,2329260279,Suunto Spartan Sport,NA,42.98,London,2019,Marathon,Suunto,0.7849999999999966,0.7849999999999966,NA,2.436944444444445
39,39,M,25-34,2:26:26,3:28/km,3934955,2325326257,Garmin Forerunner 935,Nike Vaporfly 4%,42.37,London,2019,Marathon,Garmin,0.17499999999999716,0.17499999999999716,Nike,2.4405555555555556
40,40,M,NA,2:26:39,3:29/km,1892392,2325586513,Garmin Forerunner 920XT,Asics Gt 2000 ,42.98,London,2019,Marathon,Garmin,0.7849999999999966,0.7849999999999966,Asics,2.444166666666667
41,41,M,25-34,2:26:48,3:29/km,28901248,2326282216,Garmin Forerunner 225,NA,42.88,London,2019,Marathon,Garmin,0.6850000000000023,0.6850000000000023,NA,2.4466666666666668
42,42,F,35-44,2:26:51,3:29/km,17190556,2461462481,Strava GPX,NA,42.88,London,2019,Marathon,Strava,0.6850000000000023,0.6850000000000023,NA,2.4475000000000002
43,43,M,25-34,2:27:00,3:29/km,11500588,2326670992,Garmin Forerunner 220,Nike Vaporfly 4%,42.32,London,2019,Marathon,Garmin,0.125,0.125,Nike,2.45
44,44,M,35-44,2:27:11,3:29/km,1043398,2325478314,Garmin fenix 5S,Nike Vaporfly 4%,43.21,London,2019,Marathon,Garmin,1.0150000000000006,1.0150000000000006,Nike,2.4530555555555558
45,45,M,25-34,2:27:19,3:29/km,16507803,2325303763,Garmin Forerunner 645 Music,Nike Vaporfly 4%,43.12,London,2019,Marathon,Garmin,0.9249999999999972,0.9249999999999972,Nike,2.455277777777778
46,46,M,35-44,2:27:22,3:30/km,13184443,2326941226,Garmin Forerunner 10,Saucony Everun,42.51,London,2019,Marathon,Garmin,0.3149999999999977,0.3149999999999977,Saucony,2.4561111111111114
47,47,M,25-34,2:27:34,3:30/km,9174882,2325354795,Garmin Forerunner 735XT,Nike Vaporfly 4% Flyknit,42.63,London,2019,Marathon,Garmin,0.4350000000000023,0.4350000000000023,Nike,2.4594444444444448
48,48,M,35-44,2:27:45,3:30/km,12664486,2325534901,Garmin Forerunner 235,NA,42.43,London,2019,Marathon,Garmin,0.23499999999999943,0.23499999999999943,NA,2.4625000000000004
49,49,M,25-34,2:27:47,3:30/km,346785,2325226499,Garmin Forerunner 235,Skora Core,42.5,London,2019,Marathon,Garmin,0.3049999999999997,0.3049999999999997,Skora,2.4630555555555556
50,50,M,35-44,2:27:55,3:30/km,4919057,2325200607,Garmin fenix 5S Plus,Nike 4% Orange,43.23,London,2019,Marathon,Garmin,1.0349999999999966,1.0349999999999966,Nike,2.465277777777778
51,51,M,35-44,2:27:55,3:30/km,1766429,2325233766,Garmin Forerunner 920XT,Nike Vaporfly 4% Flyknit,42.52,London,2019,Marathon,Garmin,0.32500000000000284,0.32500000000000284,Nike,2.465277777777778
52,52,M,35-44,2:27:56,3:30/km,6434189,2325364117,Garmin Forerunner 630,Nike Vapourfly 4%,42.43,London,2019,Marathon,Garmin,0.23499999999999943,0.23499999999999943,Nike,2.465555555555556
53,53,M,35-44,2:28:08,3:31/km,14272070,2325235629,Garmin fenix 5,NA,42.99,London,2019,Marathon,Garmin,0.7950000000000017,0.7950000000000017,NA,2.468888888888889
54,54,M,NA,2:28:08,3:31/km,18246545,2325967079,Garmin Forerunner 235,NA,42.41,London,2019,Marathon,Garmin,0.2149999999999963,0.2149999999999963,NA,2.468888888888889
55,55,M,35-44,2:28:18,3:31/km,1191899,2325204244,Garmin Forerunner 645,NA,42.49,London,2019,Marathon,Garmin,0.2950000000000017,0.2950000000000017,NA,2.4716666666666667
56,56,M,25-34,2:28:21,3:31/km,4027775,2325211301,Garmin Forerunner 735XT,NA,42.43,London,2019,Marathon,Garmin,0.23499999999999943,0.23499999999999943,NA,2.4725
57,57,M,NA,2:28:24,3:31/km,3770521,2325519765,Garmin Forerunner 235,New Balance 1500 Green,42.47,London,2019,Marathon,Garmin,0.2749999999999986,0.2749999999999986,New Balance,2.4733333333333336
58,58,M,25-34,2:28:38,3:31/km,3536115,2325431442,Garmin fenix 5 Plus,Nike Vaporfly,43.22,London,2019,Marathon,Garmin,1.0249999999999986,1.0249999999999986,Nike,2.477222222222222
59,59,M,NA,2:28:40,3:31/km,1974315,2325202837,Garmin Forerunner 235,Asics Gt2000 Red Pair,42.33,London,2019,Marathon,Garmin,0.134999999999998,0.134999999999998,Asics,2.477777777777778
60,60,M,35-44,2:28:43,3:31/km,10944999,2325235288,Garmin Forerunner 235,NA,42.56,London,2019,Marathon,Garmin,0.365000000000002,0.365000000000002,NA,2.4786111111111113
61,61,M,25-34,2:28:43,3:31/km,19427266,2325678331,Garmin Forerunner 235,NA,42.36,London,2019,Marathon,Garmin,0.16499999999999915,0.16499999999999915,NA,2.4786111111111113
62,62,M,NA,2:28:53,3:32/km,9646245,2325336628,Garmin Forerunner 620,NA,42.51,London,2019,Marathon,Garmin,0.3149999999999977,0.3149999999999977,NA,2.481388888888889
63,63,M,NA,2:28:59,3:32/km,7467871,2325449309,Garmin Forerunner 935,NA,42.49,London,2019,Marathon,Garmin,0.2950000000000017,0.2950000000000017,NA,2.4830555555555556
64,64,M,25-34,2:29:01,3:32/km,13844868,2325416823,Polar Vantage M,New Balance Zante,42.27,London,2019,Marathon,Polar,0.07500000000000284,0.07500000000000284,New Balance,2.483611111111111
65,65,M,35-44,2:29:09,3:32/km,585069,2325235199,Garmin Forerunner 230,NA,42.54,London,2019,Marathon,Garmin,0.34499999999999886,0.34499999999999886,NA,2.4858333333333333
67,67,M,35-44,2:29:22,3:32/km,13595559,2325491736,Garmin Forerunner 220,NA,42.47,London,2019,Marathon,Garmin,0.2749999999999986,0.2749999999999986,NA,2.4894444444444446
68,68,M,35-44,2:29:41,3:33/km,22022305,2326442749,Garmin Forerunner 235,Nike Vaporfly 4% Fly Knit,42.55,London,2019,Marathon,Garmin,0.3549999999999969,0.3549999999999969,Nike,2.4947222222222223
69,69,M,35-44,2:29:50,3:33/km,1883493,2325500701,Garmin Forerunner 230,NA,42.61,London,2019,Marathon,Garmin,0.41499999999999915,0.41499999999999915,NA,2.4972222222222222
70,70,M,NA,2:29:50,3:33/km,27453310,2325845747,Apple Watch Series 3,Nike Vaporfly 4% 9.5 3,41.88,London,2019,Marathon,Apple,-0.3149999999999977,0.3149999999999977,Nike,2.4972222222222222
71,71,M,35-44,2:29:52,3:33/km,32896303,2325572476,Garmin Forerunner 620,Adidas Boston 7,42.36,London,2019,Marathon,Garmin,0.16499999999999915,0.16499999999999915,Adidas,2.497777777777778
72,72,M,NA,2:29:54,3:33/km,12697501,2325413296,Garmin Forerunner 645,NA,42.81,London,2019,Marathon,Garmin,0.615000000000002,0.615000000000002,NA,2.4983333333333335
73,73,M,35-44,2:29:57,3:33/km,591185,2325223550,Garmin Forerunner 235,Nike Tempo Racers,42.43,London,2019,Marathon,Garmin,0.23499999999999943,0.23499999999999943,Nike,2.4991666666666665
74,74,M,35-44,2:29:57,3:33/km,23652909,2325273304,Garmin Forerunner 630,NA,42.53,London,2019,Marathon,Garmin,0.33500000000000085,0.33500000000000085,NA,2.4991666666666665
75,75,M,25-34,2:30:02,3:33/km,12739654,2325663824,Apple Watch Series 2,NA,43.22,London,2019,Marathon,Apple,1.0249999999999986,1.0249999999999986,NA,2.5005555555555556
76,76,M,35-44,2:30:06,3:33/km,9241362,2325220218,Garmin Forerunner 735XT,NA,42.62,London,2019,Marathon,Garmin,0.42499999999999716,0.42499999999999716,NA,2.5016666666666665
77,77,NA,NA,2:30:06,3:33/km,16434887,2326040040,Garmin Forerunner 935,New Balance Zante Fresh Foam,42.41,London,2019,Marathon,Garmin,0.2149999999999963,0.2149999999999963,New Balance,2.5016666666666665
79,79,M,25-34,2:30:10,3:34/km,39465894,2325835980,Garmin Forerunner 235,NA,42.55,London,2019,Marathon,Garmin,0.3549999999999969,0.3549999999999969,NA,2.5027777777777778
80,80,M,25-34,2:30:12,3:34/km,13272927,2326581433,NA,Nike Vaporfly 4%,42.43,London,2019,Marathon,NA,0.23499999999999943,0.23499999999999943,Nike,2.5033333333333334
81,81,M,NA,2:30:20,3:34/km,11713198,2331124465,Garmin Forerunner 235,NA,42.47,London,2019,Marathon,Garmin,0.2749999999999986,0.2749999999999986,NA,2.5055555555555555
82,82,M,35-44,2:30:21,3:34/km,10983424,2325387387,Garmin Forerunner 920XT,"Nike Vaporfly Flyknit4%, Par 2 Feb 2019",42.42,London,2019,Marathon,Garmin,0.22500000000000142,0.22500000000000142,Nike,2.5058333333333334
83,83,M,NA,2:30:21,3:34/km,8382234,2332532479,NA,NA,42.54,London,2019,Marathon,NA,0.34499999999999886,0.34499999999999886,NA,2.5058333333333334
84,84,M,25-34,2:30:25,3:34/km,428821,2325270793,Garmin Forerunner 935,NA,42.64,London,2019,Marathon,Garmin,0.4450000000000003,0.4450000000000003,NA,2.5069444444444446
85,85,NA,NA,2:30:25,3:34/km,2613532,2325400692,Garmin Forerunner 235,NA,42.6,London,2019,Marathon,Garmin,0.40500000000000114,0.40500000000000114,NA,2.5069444444444446
86,86,M,NA,2:30:37,3:34/km,2214403,2325334693,Garmin Forerunner 735XT,NA,42.45,London,2019,Marathon,Garmin,0.25500000000000256,0.25500000000000256,NA,2.5102777777777776
87,87,M,35-44,2:30:40,3:34/km,2025491,2325453542,Garmin Forerunner 935,On Cloud,42.51,London,2019,Marathon,Garmin,0.3149999999999977,0.3149999999999977,On,2.511111111111111
88,88,M,35-44,2:30:44,3:34/km,8156188,2325208932,Garmin fenix 5 Plus,Adidas Boost,43.19,London,2019,Marathon,Garmin,0.9949999999999974,0.9949999999999974,Adidas,2.5122222222222224
89,89,M,20-24,2:30:44,3:34/km,5110786,2325998498,TomTom,Nike Vaporfly 4% Flyknit ,42.88,London,2019,Marathon,TomTom,0.6850000000000023,0.6850000000000023,Nike,2.5122222222222224
90,90,M,35-44,2:30:53,3:35/km,297403,2325863725,Garmin Forerunner 235,NA,42.42,London,2019,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.5147222222222223
92,92,M,35-44,2:31:01,3:35/km,13964289,2327529800,Garmin Forerunner 235,Brooks Launch,42.57,London,2019,Marathon,Garmin,0.375,0.375,Brooks,2.5169444444444444
93,93,F,25-34,2:31:05,3:35/km,13416091,2326146917,Garmin Forerunner 220,NA,42.96,London,2019,Marathon,Garmin,0.7650000000000006,0.7650000000000006,NA,2.5180555555555557
94,94,M,25-34,2:31:08,3:35/km,3253404,2325312071,Garmin Forerunner 735XT,NA,42.34,London,2019,Marathon,Garmin,0.14500000000000313,0.14500000000000313,NA,2.5188888888888887
95,95,M,35-44,2:31:08,3:35/km,16156499,2325448137,Garmin Forerunner 935,NA,42.37,London,2019,Marathon,Garmin,0.17499999999999716,0.17499999999999716,NA,2.5188888888888887
96,96,NA,25-34,2:31:18,3:35/km,5568470,2325386500,Garmin Forerunner 630,Nike Vaporfly,42.44,London,2019,Marathon,Garmin,0.24499999999999744,0.24499999999999744,Nike,2.5216666666666665
97,97,M,NA,2:31:22,3:35/km,5754213,2325338111,Garmin Forerunner 235,Nike Vaporfly 4% Flyknit,42.68,London,2019,Marathon,Garmin,0.48499999999999943,0.48499999999999943,Nike,2.522777777777778
98,98,M,25-34,2:31:33,3:35/km,3612485,2325224538,Garmin fenix 5,NA,42.81,London,2019,Marathon,Garmin,0.615000000000002,0.615000000000002,NA,2.5258333333333334
100,100,M,NA,2:31:42,3:36/km,18261817,2325305420,Garmin Forerunner 645 Music,New Balance 1400 Nyc,42.34,London,2019,Marathon,Garmin,0.14500000000000313,0.14500000000000313,New Balance,2.5283333333333333
101,101,M,25-34,2:31:45,3:36/km,21504222,2325267418,Garmin Forerunner 920XT,Nike Vaporfly Next %S,42.38,London,2019,Marathon,Garmin,0.18500000000000227,0.18500000000000227,Nike,2.529166666666667
102,102,M,25-34,2:31:46,3:36/km,9037334,2325737105,Polar M430,Saucony Kinvara 9 Whitenoise,43.18,London,2019,Marathon,Polar,0.9849999999999994,0.9849999999999994,Saucony,2.5294444444444446
103,103,M,25-34,2:31:48,3:36/km,3647693,2325432296,Garmin Forerunner 235,Nike Vaporfly 4% Vol Ii,42.47,London,2019,Marathon,Garmin,0.2749999999999986,0.2749999999999986,Nike,2.53
104,104,M,25-34,2:31:50,3:36/km,7215046,2325523715,Garmin fenix 3,NA,43.28,London,2019,Marathon,Garmin,1.0850000000000009,1.0850000000000009,NA,2.5305555555555554
105,105,M,35-44,2:31:57,3:36/km,12738048,2325542818,Garmin Forerunner 310XT,Nike Zoom Vaporfly 4% Flyknit,42.49,London,2019,Marathon,Garmin,0.2950000000000017,0.2950000000000017,Nike,2.5324999999999998
106,106,M,35-44,2:32:03,3:36/km,7527403,2325218536,Garmin Forerunner 235,Saucony Fast Twitch,42.38,London,2019,Marathon,Garmin,0.18500000000000227,0.18500000000000227,Saucony,2.5341666666666667
107,107,M,25-34,2:32:10,3:36/km,4283860,2325307628,Garmin Forerunner 735XT,Hoka One One Clifton Two,42.72,London,2019,Marathon,Garmin,0.5249999999999986,0.5249999999999986,Hoka,2.536111111111111
108,108,M,NA,2:32:14,3:36/km,9144334,2325343756,Garmin fenix 5 Plus,Nike Free Flyknit 4.0,43.18,London,2019,Marathon,Garmin,0.9849999999999994,0.9849999999999994,Nike,2.5372222222222223
109,109,M,NA,2:32:18,3:37/km,9962551,2326128285,Garmin Forerunner 230,Nike Zoom Pegasus Turbo ,42.41,London,2019,Marathon,Garmin,0.2149999999999963,0.2149999999999963,Nike,2.538333333333333
110,110,M,35-44,2:32:26,3:37/km,1207604,2325376252,Garmin Forerunner 230,Brooks Ghost,42.54,London,2019,Marathon,Garmin,0.34499999999999886,0.34499999999999886,Brooks,2.5405555555555552
111,111,M,35-44,2:32:28,3:37/km,8036703,2325414282,Garmin Forerunner 235,NA,42.49,London,2019,Marathon,Garmin,0.2950000000000017,0.2950000000000017,NA,2.541111111111111
112,112,M,35-44,2:32:32,3:37/km,7753425,2325247904,Polar M430,NA,42.92,London,2019,Marathon,Polar,0.7250000000000014,0.7250000000000014,NA,2.542222222222222
113,113,M,NA,2:32:37,3:37/km,628339,2325557005,Garmin Forerunner 620,NA,42.7,London,2019,Marathon,Garmin,0.5050000000000026,0.5050000000000026,NA,2.543611111111111
114,114,M,NA,2:32:39,3:37/km,12779886,2325287901,Garmin Forerunner 235,Unbranded,42.46,London,2019,Marathon,Garmin,0.26500000000000057,0.26500000000000057,Unbranded,2.5441666666666665
115,115,M,25-34,2:32:41,3:37/km,12028911,2325248438,Polar Vantage V,Asics Gel-Nimbus 20,42.59,London,2019,Marathon,Polar,0.3950000000000031,0.3950000000000031,Asics,2.544722222222222
117,117,M,35-44,2:32:48,3:37/km,617440,2325257511,Garmin Forerunner 735XT,NA,42.35,London,2019,Marathon,Garmin,0.15500000000000114,0.15500000000000114,NA,2.5466666666666664
118,118,M,35-44,2:32:57,3:37/km,9069830,2325244689,Garmin Forerunner 235,Nike Vaporfly 4%,42.46,London,2019,Marathon,Garmin,0.26500000000000057,0.26500000000000057,Nike,2.5491666666666664
119,119,M,35-44,2:32:57,3:37/km,1309559,2326265543,Garmin Forerunner 235,NA,42.48,London,2019,Marathon,Garmin,0.2849999999999966,0.2849999999999966,NA,2.5491666666666664
120,120,M,25-34,2:32:57,3:37/km,29983782,2328108811,Apple Watch Series 4,NA,43.45,London,2019,Marathon,Apple,1.2550000000000026,1.2550000000000026,NA,2.5491666666666664
121,121,M,25-34,2:33:08,3:38/km,36323404,2325417275,Garmin Forerunner 630,NA,42.56,London,2019,Marathon,Garmin,0.365000000000002,0.365000000000002,NA,2.552222222222222
122,122,M,35-44,2:33:09,3:38/km,24023161,2325574064,Garmin Forerunner 35,NA,42.57,London,2019,Marathon,Garmin,0.375,0.375,NA,2.5524999999999998
123,123,M,25-34,2:33:11,3:38/km,5150076,2325225628,Garmin Forerunner 935,Nike Flynit 4%,42.44,London,2019,Marathon,Garmin,0.24499999999999744,0.24499999999999744,Nike,2.5530555555555554
124,124,F,25-34,2:33:11,3:38/km,6187217,2325436291,Garmin Forerunner 645 Music,NA,42.67,London,2019,Marathon,Garmin,0.4750000000000014,0.4750000000000014,NA,2.5530555555555554
125,125,M,35-44,2:33:17,3:38/km,1791209,2326389148,Garmin Forerunner 230,Saucony A6,42.57,London,2019,Marathon,Garmin,0.375,0.375,Saucony,2.554722222222222
126,126,M,25-34,2:33:18,3:38/km,3009897,2325261343,Garmin Forerunner 235,NA,42.5,London,2019,Marathon,Garmin,0.3049999999999997,0.3049999999999997,NA,2.5549999999999997
127,127,M,25-34,2:33:18,3:38/km,4815751,2325453501,Suunto Ambit3 Sport,Nike Zoom Vaporfly 4%,43.09,London,2019,Marathon,Suunto,0.8950000000000031,0.8950000000000031,Nike,2.5549999999999997
128,128,M,25-34,2:33:27,3:38/km,383106,2327427543,Suunto Spartan Sport Wrist HR Baro,Nike Vaporfly 4% ,42.96,London,2019,Marathon,Suunto,0.7650000000000006,0.7650000000000006,Nike,2.5574999999999997
129,129,M,35-44,2:33:30,3:38/km,8411789,2325436502,Suunto Ambit3 Peak,NA,43.39,London,2019,Marathon,Suunto,1.1950000000000003,1.1950000000000003,NA,2.558333333333333
130,130,M,NA,2:33:30,3:38/km,3657036,2326956129,Garmin Forerunner 220,NA,42.69,London,2019,Marathon,Garmin,0.49499999999999744,0.49499999999999744,NA,2.558333333333333
131,131,M,NA,2:33:35,3:38/km,13975775,2325433389,Garmin fenix 5X Plus,On Cloudrush,43.14,London,2019,Marathon,Garmin,0.9450000000000003,0.9450000000000003,On,2.5597222222222222
132,132,NA,NA,2:33:36,3:38/km,7499173,2326619533,Garmin Forerunner 235,NA,42.13,London,2019,Marathon,Garmin,-0.06499999999999773,0.06499999999999773,NA,2.5599999999999996
133,133,M,25-34,2:33:38,3:38/km,11762207,2325227330,Garmin Forerunner 235,NA,42.42,London,2019,Marathon,Garmin,0.22500000000000142,0.22500000000000142,NA,2.5605555555555553
134,134,M,NA,2:33:40,3:39/km,3941524,2325366701,Garmin Forerunner 620,NA,42.58,London,2019,Marathon,Garmin,0.384999999999998,0.384999999999998,NA,2.561111111111111
135,135,M,0-19,2:33:51,3:39/km,8859835,2326389570,Garmin Forerunner 235,Nike Vaporfly 4% Flyknit ,42.46,London,2019,Marathon,Garmin,0.26500000000000057,0.26500000000000057,Nike,2.5641666666666665
136,136,M,25-34,2:33:52,3:39/km,11921383,2325282469,Garmin fenix 5 Plus,NA,42.3,London,2019,Marathon,Garmin,0.10499999999999687,0.10499999999999687,NA,2.5644444444444443
137,137,NA,NA,2:33:54,3:39/km,17871590,2325634434,Garmin Forerunner 235,NA,42.39,London,2019,Marathon,Garmin,0.19500000000000028,0.19500000000000028,NA,2.565
138,138,NA,NA,2:33:57,3:39/km,7038101,2326293889,NA,Saucony Grid Twister P3,43.72,London,2019,Marathon,NA,1.5249999999999986,1.5249999999999986,Saucony,2.565833333333333
139,139,M,35-44,2:33:59,3:39/km,13872646,2325846941,Suunto Trainer Wrist HR,Nike Vapourfly 4,42.64,London,2019,Marathon,Suunto,0.4450000000000003,0.4450000000000003,Nike,2.5663888888888886
140,140,M,NA,2:34:00,3:39/km,11900196,2325214945,Garmin Forerunner 645 Music,NA,42.48,London,2019,Marathon,Garmin,0.2849999999999966,0.2849999999999966,NA,2.5666666666666664
141,141,M,45-54,2:34:01,3:39/km,12846881,2325267193,Garmin fenix 5S,NA,43.1,London,2019,Marathon,Garmin,0.9050000000000011,0.9050000000000011,NA,2.5669444444444443
142,142,M,25-34,2:34:01,3:39/km,4384776,2325515036,Garmin fenix 5X Plus,Skechers Speed 3,42.82,London,2019,Marathon,Garmin,0.625,0.625,Skechers,2.5669444444444443
143,143,M,25-34,2:34:10,3:39/km,2694100,2325260693,Garmin Forerunner 735XT,NA,42.38,London,2019,Marathon,Garmin,0.18500000000000227,0.18500000000000227,NA,2.569444444444444
144,144,M,25-34,2:34:24,3:40/km,1021095,2325308822,Garmin Forerunner 645 Music,Nike Pegasus Turbo,42.47,London,2019,Marathon,Garmin,0.2749999999999986,0.2749999999999986,Nike,2.5733333333333333
145,145,M,25-34,2:34:26,3:40/km,4855914,2325398575,Garmin Forerunner 620,Nike 4% Vaporfly,42.54,London,2019,Marathon,Garmin,0.34499999999999886,0.34499999999999886,Nike,2.5738888888888884
